TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
AR,MUC1,Repression,21308711
AR,MYC,Unknown,24512546
AR,NAT1,Activation,17210686
AR,NDRG1,Unknown,17075604
AR,NFKB1,Repression,18386814
AR,NKX3-1,Activation,16697957;17303007
AR,NKX3-1,Unknown,11238180
AR,NOV,Unknown,23318417
AR,NRAS,Repression,16281084
AR,PC,Activation,18497079
AR,PSCA,Unknown,23330817
AR,PEBP1,Unknown,23095933
AR,PIGR,Unknown,11171058
AR,PIP,Unknown,21809344
AR,PMEPA1,Unknown,17075604;18703514
AR,PNRC1,Unknown,10894149
AR,KLK3,Unknown,24937452
AR,PTEN,Activation,23418309
AR,PTEN,Unknown,20729295;21532617
AR,PTGS2,Repression,18386814
AR,PTPN1,Unknown,22282656
AR,RELA,Repression,18386814
AR,REST,Repression,24163104
AR,SEPT7,Repression,16281084
AR,SERPINB5,Repression,16304843
AR,SESN1,Unknown,16751804
AR,SRD5A3,Unknown,22194926
AR,STIM1,Unknown,21432868
AR,TBP,Unknown,9238003
AR,TCF7L2,Unknown,12799378
AR,TGFA,Activation,11556855
AR,TH,Activation,16356647
AR,TJP1,Activation,18535113
AR,TMPRSS2,Activation,20308527;21761340
AR,TMPRSS2,Unknown,23192983
AR,TRPS1,Unknown,15613454
AR,TSC1,Repression,21036700
AR,TSC2,Repression,21036700
AR,UCN,Repression,23801677
AR,UGT2B15,Unknown,18302198
AR,USP26,Unknown,20501646
AR,VEGFA,Activation,16007189
AR,VEGFA,Unknown,23369005
AR,VIM,Repression,18535113
AR,WEE1,Repression,16281084
AR,WNT7B,Activation,21741601
AR,XIAP,Repression,20589722
ARNT,VEGFA,Unknown,16774940;19020709
ATF4,VEGFA,Activation,15788408;18829529
ATF4,VEGFA,Unknown,18451308;22915762;23908598
ATM,VEGFA,Repression,20676049
BRCA1,VEGFA,Activation,16543242
CEBPD,SOD1,Activation,20385105
COPS5,VEGFA,Activation,12542982
CREB1,AR,Unknown,15994978;21457548
CREB1,STMN1,Unknown,23000483
CTNNB1,AR,Unknown,16141201
CTNNB1,VIM,Activation,12750294
DDB2,SOD2,Repression,18431487
DNMT1,VEGFA,Activation,17934516
E2F1,AR,Activation,21099103
E2F1,AR,Unknown,22508987
E2F1,VEGFA,Repression,20639906
E2F3,VEGFA,Unknown,21372519
E2F4,AR,Unknown,22508987
EGR1,AR,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,STMN1,Unknown,19786090
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EP300,VEGFA,Activation,22789427
EPAS1,VEGFA,Activation,11301389;11751212;16900513;19080330
EPAS1,VEGFA,Unknown,15156561;16920734
ERG,VIM,Activation,8895512
ESR1,AR,Activation,22391641
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR2,VEGFA,Unknown,10995484
ETV1,AR,Unknown,17505060
ETV4,VIM,Activation,8895512
FOXH1,AR,Repression,16120611
FOXM1,AR,Activation,24583551
FOXM1,VEGFA,Unknown,21860419
FOXO1,AR,Repression,19074551
FOXO3,AR,Activation,16061480
FOXO3,AR,Unknown,17522055
FOXO3,VEGFA,Unknown,21860419
FOXO4,SOD2,Activation,21536589
FOXQ1,VEGFA,Activation,20145154
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
FUS,KLK3,Unknown,21909421
FUS,MDM2,Repression,17234782
GATA2,AR,Activation,24423874
GTF3A,FUS,Unknown,12364590
HDAC1,AR,Unknown,11971970
HDAC2,VEGFA,Unknown,23926105
HDAC3,VEGFA,Unknown,23926105
HDAC4,VEGFA,Repression,19509297
HDGF,VEGFA,Activation,14662017;21302807
HDGF,VIM,Activation,22247069
HEXIM1,VEGFA,Unknown,20453883
HEYL,AR,Repression,21454491
HIC1,VEGFA,Repression,24067369
HIF1A,AR,Activation,17426252;21056661
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,VIM,Activation,22295844
HIPK2,VEGFA,Repression,18644116;19046997
HIPK2,VIM,Repression,22236966
HNF1A,VEGFA,Unknown,21731766
HOXA7,VIM,Activation,11742062
HOXB7,VEGFA,Activation,21183939
HTATIP2,VEGFA,Repression,19349353
ID3,VEGFA,Unknown,16926250
JUN,AR,Repression,20148354
JUN,AR,Unknown,16732317
JUN,SMN1,Repression,15550677
JUN,SOD2,Unknown,15330761
JUN,STMN1,Activation,15474303
JUN,VEGFA,Repression,11731421
KDM4B,AR,Activation,23435229
KHDRBS1,AR,Unknown,18273831
KLF10,STMN1,Repression,18930345
KLF4,SOD1,Repression,23370975
KLF4,VEGFA,Unknown,23926105
KLF8,VIM,Repression,20728449
LEF1,AR,Unknown,19351848
LYL1,STMN1,Unknown,23000483
MED1,AR,Unknown,22102282
MEF2C,VEGFA,Unknown,18450586
MEIS1,AR,Unknown,25158280
MSX2,SOD1,Activation,22824755
MTF1,SOD1,Activation,15378601
MYC,PRDX3,Activation,12011429
MYC,VEGFA,Activation,19398483
MYC,VEGFA,Unknown,18809243
NCOA2,AR,Repression,17079484
NCOA4,AR,Activation,16110473
NCOA4,AR,Unknown,18156210
NCOR1,AR,Activation,21720703
NCOR1,AR,Unknown,16373395
NCOR2,AR,Activation,21720703
NCOR2,AR,Unknown,16373395
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFKB1,AR,Repression,15517885
NFKB1,AR,Unknown,16619263
NFKB1,OPTN,Activation,19340308
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,VEGFA,Activation,15856023;16684540;17407600;18056465
NFKB1,VEGFA,Repression,15517885
NFKB1,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
NKX3-1,AR,Repression,16697957
NKX3-1,VEGFA,Unknown,18974119
NR1H4,VEGFA,Activation,21364590
NRF1,PRDX3,Activation,21051700
NRF1,SNRPN,Unknown,16116039
PA2G4,AR,Unknown,20159994
PARP1,VIM,Activation,17720873
PGR,VEGFA,Unknown,22542550
PIAS2,AR,Activation,11117529
POU2F1,AR,Unknown,21387309
PPARA,SOD2,Unknown,19958503
PPARD,SOD1,Activation,18048767
PTTG1,VEGFA,Activation,12213878;16926250
PURA,AR,Repression,18413735;19790234
RB1,VEGFA,Activation,16007189
REL,SOD2,Activation,11880364
RELA,AR,Repression,14715080;15517885
RELA,AR,Unknown,16619263
RELA,OPTN,Activation,19340308
RELA,SOD2,Activation,11880364;14515147;19507253
RELA,SOD2,Unknown,15330761;18779124
RELA,VEGFA,Activation,15856023;16684540;17407600;18056465
RELA,VEGFA,Repression,15517885
RELA,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
REST,AR,Unknown,24163104
RUNX1,VEGFA,Repression,21447743
RUNX2,AR,Unknown,24648349
RUNX2,VEGFA,Activation,19509297;22641097
SMAD3,VEGFA,Unknown,11486006
SOX2,VIM,Activation,20739473
SOX9,AR,Activation,17234760
SP1,AR,Activation,15661808;18430409
SP1,AR,Unknown,10773882
SP1,SNRPN,Unknown,16116039
SP1,SOD1,Activation,8921911;9867871
SP1,SOD1,Repression,11724400
SP1,SOD2,Repression,11853549
SP1,SOD2,Unknown,18779124;23500038
SP1,VEGFA,Activation,10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1,VEGFA,Repression,11559575
SP1,VEGFA,Unknown,10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP1,VIM,Activation,12771217
SP3,VEGFA,Unknown,10816575;14647449
SREBF1,AR,Unknown,20071336
SRF,SMN1,Activation,15550677
STAT3,AR,Unknown,23906537
STAT3,VEGFA,Unknown,23104276
STAT3,VEGFA,Activation,11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3,VEGFA,Repression,17533737;19880237;22313388
STAT3,VEGFA,Unknown,12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
TAF1,AR,Activation,20181722
TBP,FUS,Repression,19841068
TCF4,VEGFA,Activation,15940626
TCF4,VIM,Activation,12750294
TEAD4,VEGFA,Repression,22761647
TFAP2A,SOD2,Unknown,23500038
TFAP2A,VEGFA,Activation,9049304
TFAP2A,VEGFA,Unknown,11731421
TP53,FUS,Unknown,12364590
TP53,VEGFA,Activation,16684540
TP53,VEGFA,Repression,11559575
TRAF6,VEGFA,Repression,22326918
TRIM16,VIM,Repression,22009481
UHRF1,VEGFA,Unknown,17934516
URI1,AR,Repression,21730289
VHL,AR,Activation,23961993
VHL,VEGFA,Activation,10804089;7533661;8625303
VHL,VEGFA,Repression,10581162;12539169;12912922;8855222;9370235
VHL,VEGFA,Unknown,10189987;19801654;9572397;9689663
WHSC1,AR,Unknown,19481544
WT1,AR,Repression,11299720
WT1,VEGFA,Activation,20871039
WT1,VEGFA,Unknown,16572586;17127464
XBP1,SOD2,Unknown,17192397
XBP1,VEGFA,Unknown,20824063
YBX1,AR,Unknown,21652770
YY1,SNRPN,Unknown,16116039
ZEB1,AR,Unknown,19921427;22391641
ZEB2,VIM,Activation,22227038
ZFP36,VEGFA,Repression,21507959;21656745
ZFP36L1,VEGFA,Repression,19801654
ZNF148,VIM,Repression,12771217;17663720
ZNF148,VIM,Unknown,20230874
ZNF24,VEGFA,Repression,20510677;23212515
