TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
CREB1,CYP17A1,Unknown,2543297
CREB1,CYP19A1,Activation,15955695;16740737
CREB1,ERBB2,Unknown,10698518
CREB1,ETV3,Activation,14754893
CREB1,FLT1,Unknown,7499271
CREB1,FOS,Unknown,12432566
CREB1,FOXA1,Unknown,22577344
CREB1,GABPA,Unknown,10585419
CREB1,GRPR,Activation,18483184
CREB1,GSK3A,Unknown,11579131
CREB1,GSK3B,Unknown,11579131
CREB1,HLA-DOB,Unknown,12938212
CREB1,HLA-DQB1,Unknown,1324879
CREB1,HMOX1,Repression,14523007
CREB1,HPGD,Unknown,10650939
CREB1,IFNG,Activation,20006311;20685939
CREB1,IFNG,Repression,11907114
CREB1,IFNG,Unknown,7759501
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL2,Unknown,8814256
CREB1,IL5RA,Unknown,9742933
CREB1,IL6,Activation,8725624
CREB1,JUN,Repression,8647095
CREB1,JUN,Unknown,10403485
CREB1,LAPTM4B,Unknown,23469012
CREB1,LYL1,Activation,23000483
CREB1,MC2R,Activation,17712720
CREB1,MITF,Activation,19937254
CREB1,MMP2,Unknown,10506168
CREB1,MSMB,Unknown,9704017
CREB1,MUC4,Activation,19757157
CREB1,MUC4,Unknown,11418607
CREB1,MUC5AC,Activation,18676374
CREB1,NDC80,Activation,17822787
CREB1,NF1,Unknown,10435592
CREB1,NMNAT2,Unknown,22027994
CREB1,NOLC1,Activation,21266110
CREB1,NPY,Unknown,12967770
CREB1,NR2F1,Repression,15955695
CREB1,NR2F6,Repression,15955695
CREB1,NR4A3,Unknown,10701778
CREB1,NR5A2,Activation,18191017
CREB1,NRF1,Unknown,20587593
CREB1,NTS,Unknown,7791794
CREB1,ODC1,Unknown,1356108
CREB1,PCSK1,Activation,8999965
CREB1,PLAT,Repression,8647095
CREB1,PLAU,Unknown,11776974
CREB1,POLD2,Unknown,10978529
CREB1,PPM1D,Unknown,19015127
CREB1,PPP2CA,Activation,17526027
CREB1,PPP2R2B,Activation,20533062
CREB1,PRL,Unknown,17187171
CREB1,PSEN1,Activation,11116137
CREB1,PTGES,Unknown,20688046
CREB1,PTGS2,Activation,22919060
CREB1,RP1,Unknown,11593399
CREB1,RRM2B,Unknown,11978967
CREB1,SLC19A1,Unknown,11078737
CREB1,SLC20A1,Activation,11722845
CREB1,SLC22A8,Unknown,16809478
CREB1,SLC39A1,Unknown,19026724
CREB1,SMAD6,Activation,14755548
CREB1,SNAI1,Repression,15955695
CREB1,SNAI2,Repression,15955695
CREB1,SOX9,Unknown,17289023
CREB1,SPRY2,Unknown,14644509
CREB1,STMN1,Unknown,23000483
CREB1,TH,Unknown,11108136
CREB1,TLR9,Unknown,15294971
CREB1,TRH,Unknown,11134186;9827656
CREB1,UXT,Activation,17761951
CREB1,VIP,Unknown,1847391
CREB1,XPC,Unknown,21507255
CREBBP,CREB1,Activation,19564345
CREBBP,PTGS2,Unknown,11278336
CREBBP,TP53,Unknown,15154850
CREM,CREB1,Repression,11988318
CREM,DUSP1,Repression,21325296
CREM,TBP,Unknown,10409662
CREB1,IBSP,Unknown,23485603
CRTC1,PPARGC1A,Activation,10893434
CTNNB1,AR,Unknown,16141201
CTNNB1,PPARD,Unknown,17724465
CTNNB1,PTGS2,Unknown,11396184
DDB2,BCL2,Repression,20013802
DDIT3,IL6,Activation,12706815
DDIT3,NOS3,Repression,22265908
DDIT3,SIRT1,Repression,21801305
DEK,BCL2,Activation,17685435
DMAP1,BAX,Unknown,24559687
DNMT1,RELN,Repression,19029285
DNMT1,TP53,Unknown,24006445
DR1,PTGS2,Activation,11840453
DR1,TBP,Repression,16858867
DR1,TBP,Unknown,8670811
DRAP1,TBP,Unknown,15509807
E2F1,ABCB1,Activation,23542036
E2F1,APAF1,Activation,12149244;12766778;17600109
E2F1,APAF1,Unknown,15972851
E2F1,AR,Activation,21099103
E2F1,AR,Unknown,22508987
E2F1,ASF1B,Activation,17328667
E2F1,ATAD2,Unknown,22771493
E2F1,ATG5,Activation,18408756
E2F1,ATM,Activation,12527885;22832221
E2F1,ATM,Unknown,23993922
E2F1,AURKA,Activation,20300951
E2F1,AURKB,Unknown,15033491
E2F1,BBC3,Activation,17263886
E2F1,BCL2,Activation,11559537;12679318
E2F1,BIRC5,Activation,17848598;19102934
E2F1,BIRC5,Repression,19102934
E2F1,BIRC5,Unknown,23449974
E2F1,BMI1,Unknown,17360938
E2F1,BRCA1,Repression,20068145
E2F1,BRCA1,Unknown,18660752;19466541;23285190
E2F1,CASP7,Activation,12766778
E2F1,CCL3,Unknown,17707233
E2F1,CCNB1,Unknown,22508987
E2F1,CCND1,Activation,20220142;20655656;8618861
E2F1,CCND1,Unknown,19876926;22768064;8137237;9584162
E2F1,CCNE1,Activation,14618416;20220142;8618861
E2F1,CD2AP,Activation,22880102
E2F1,CDAN1,Unknown,19336738
E2F1,CDC6,Unknown,18541154
E2F1,CDCA7,Activation,16580749
E2F1,CDK1,Activation,14618416
E2F1,CDKN1A,Activation,10030670
E2F1,CDKN1A,Unknown,16923815
E2F1,CDKN1C,Unknown,20106982
E2F1,CDKN2A,Activation,11705881;12695664;12766778;15716352;22621932
E2F1,CHEK1,Unknown,18660752
E2F1,CHEK2,Activation,15024084
E2F1,CREBBP,Unknown,9238849
E2F1,CTNNBIP1,Activation,21532622
E2F1,CTSV,Unknown,23542171
E2F1,CUX1,Unknown,18347061
E2F1,DAPK2,Activation,18521079
E2F1,DBF4,Activation,18503552
E2F1,DDIT3,Unknown,20971808
E2F1,DHFR,Activation,14618416
E2F1,DIRAS3,Repression,16158053;16638845;16757345;17230502
E2F1,DNMT1,Repression,24502362
E2F1,DOK1,Unknown,23028047
E2F1,DRAM1,Activation,18408756
E2F1,DROSHA,Activation,24909689
E2F1,DUSP1,Activation,17638884
E2F1,E2F1,Unknown,7958836
E2F1,E2F6,Activation,16107498
E2F1,ECT2,Unknown,21886810
E2F1,ERCC1,Activation,22159227
E2F1,ERCC5,Activation,17893230
E2F1,ERICD,Repression,24168400
E2F1,ETV4,Activation,18687701
E2F1,FANCA,Activation,18438432
E2F1,FGFR1,Activation,19303924
E2F1,FHIT,Repression,15044096
E2F1,FLT1,Unknown,20516113
E2F1,FMN2,Unknown,23839046
E2F1,FOXM1,Activation,21518729
E2F1,FSHR,Unknown,11883315
E2F1,FZD1,Activation,23806799
E2F1,FZD1,Unknown,20051274
E2F1,GINS3,Unknown,17127213
E2F1,H19,Activation,15985428
E2F1,HIC1,Activation,19491197
E2F1,HMGA1,Activation,22389255
E2F1,HSPA5,Repression,18840615
E2F1,IL1B,Unknown,17707233
E2F1,IL23A,Unknown,17707233
E2F1,IRF3,Repression,21225257;22464952
E2F1,ISYNA1,Activation,15464731
E2F1,KDR,Unknown,20516113
E2F1,KIF2C,Activation,23610368
E2F1,KIF2C,Repression,18440323
E2F1,KIR3DL1,Activation,18358829
E2F1,LRBA,Activation,15064745
E2F1,MAP1LC3A,Activation,18408756
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MAP3K5,Unknown,16512785;19610065
E2F1,MAPK8,Unknown,20800677
E2F1,MCL1,Repression,11705881
E2F1,MCM5,Unknown,17210690
E2F1,MCM8,Unknown,16325355
E2F1,MCPH1,Activation,22136275
E2F1,MDM2,Repression,20837136
E2F1,MEFV,Activation,20805247
E2F1,MIR202,Unknown,24337320
E2F1,MT1G,Activation,15735762
E2F1,MUC4,Activation,22537161
E2F1,MYB,Unknown,8137237
E2F1,MYBL2,Activation,14618416;16299810
E2F1,MYC,Activation,11705881
E2F1,MYCN,Activation,14645238
E2F1,MYH10,Unknown,8931991
E2F1,NELL2,Unknown,23829315
E2F1,NOX4,Activation,18554521
E2F1,NPAT,Activation,12665581
E2F1,NRIP1,Activation,22629304
E2F1,PCNA,Activation,14618416
E2F1,PCSK6,Activation,17825503
E2F1,PDK4,Repression,21625432
E2F1,PEG10,Unknown,18625225
E2F1,PIN1,Unknown,20376080
E2F1,PLK1,Activation,24076372
E2F1,PNRC2,Repression,16181749
E2F1,PPARG,Activation,12110166
E2F1,PPARG,Unknown,20971808
E2F1,PPP1R13B,Activation,15706352;21479363
E2F1,PTPRO,Unknown,18644370
E2F1,RACGAP1,Unknown,21886810
E2F1,RAD51,Unknown,23285190
E2F1,RASGEF1B,Activation,18396012
E2F1,RASGRP1,Activation,18396012
E2F1,RB1,Activation,8264596
E2F1,RBM38,Activation,22798430
E2F1,RNF2,Unknown,17873902
E2F1,RPA2,Unknown,11313881
E2F1,RRM1,Activation,14618416
E2F1,RRM2,Activation,19416980
E2F1,RRP1B,Unknown,20040599
E2F1,SERPINB5,Activation,20197383
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,SIVA1,Activation,15105421
E2F1,SIVA1,Activation,15105421
E2F1,SKP2,Activation,23352642
E2F1,SKP2,Unknown,17483325;20424123;23348237;24574749
E2F1,TERT,Activation,21411498;22207128
E2F1,TERT,Repression,21411498;22207128
E2F1,THBS1,Activation,20976175
E2F1,TLR3,Repression,22310660
E2F1,TNF,Unknown,17707233
E2F1,TNFSF11,Activation,18381203
E2F1,TOP2A,Activation,11313881
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,TP53BP2,Activation,15706352
E2F1,TP53BP2,Unknown,19610065
E2F1,TP53INP1,Activation,15706352
E2F1,TP73,Activation,11115495;12766778;17980704
E2F1,TP73,Unknown,11988839;19188449
E2F1,TYMS,Activation,14618416;9748140
E2F1,TYMS,Unknown,10914714;14679120
E2F1,UHRF1,Activation,12838312;15361834
E2F1,UHRF1,Unknown,23023523
E2F1,ULK1,Activation,18408756
E2F1,VEGFA,Repression,20639906
E2F1,WWOX,Repression,15044096
E2F1,XRCC1,Activation,19031698
E2F1,ZNF350,Unknown,22768064
E2F4,AR,Unknown,22508987
E2F6,E2F1,Repression,18562691
E2F7,E2F1,Repression,18202719
E2F8,E2F1,Repression,18202719
EAPP,MAOB,Repression,20980443
EGR1,AR,Repression,15517885
EGR1,GDNF,Unknown,9729303
EGR1,IL6,Repression,15517885
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,TP53,Activation,9242687
EGR2,IL6,Unknown,24007274
EGR2,PTGS2,Unknown,24007274
EGR3,CAT,Activation,1906159
ELF3,MMP9,Repression,18302674
ELF3,PTGS2,Unknown,15794755
ELF4,MMP9,Repression,12438253
ELF4,TP53,Repression,20805247
ELL,BAX,Repression,15851483
ELL,E2F1,Repression,24344198
ENO1,PTGS2,Unknown,19846662
EP300,EPO,Activation,20368990
EP300,IGF1,Unknown,18281476
EP300,IL6,Unknown,19966855
EP300,MMP9,Activation,18985009
EP300,PTGS2,Activation,12471036
EP300,PTGS2,Unknown,12057991;17237818;17395887
ERCC2,BAX,Activation,22387547
ERCC2,BCL2,Repression,22387547
ERCC2,E2F1,Unknown,9400991
ERCC2,TP53,Activation,22387547
ESR1,AR,Activation,22391641
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,E2F1,Unknown,10446910;12697671
ESR1,TP53,Repression,17681750
ETS1,BAX,Repression,17213822
ETS1,MMP9,Activation,22270366
ETS1,MMP9,Unknown,10949659;11556732
ETS1,TP53,Unknown,10510472
ETS2,MMP9,Activation,12438253
ETS2,TP53,Unknown,10510472
ETV1,AR,Unknown,17505060
ETV1,CAT,Unknown,19763505
ETV4,PTGS2,Activation,11274170
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
FOS,MMP9,Activation,18809380;21238464
FOS,MMP9,Repression,21474819
FOS,MMP9,Unknown,10935492;11774399
FOS,NPY,Unknown,8036020
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOS,TP53,Unknown,10348347
FOXA1,BCL2,Repression,19127412
FOXH1,AR,Repression,16120611
FOXL2,SIRT1,Activation,19010791
FOXM1,APOE,Unknown,11229886
FOXM1,AR,Activation,24583551
FOXO1,AR,Repression,19074551
FOXO1,IL6,Activation,21185807
FOXO3,AR,Activation,16061480
FOXO3,AR,Unknown,17522055
FOXO3,SIRT1,Activation,23525956
FOXO4,CREB1,Activation,20136501
FUS,AR,Unknown,21909421
GABPA,ERBB2,Unknown,7914192
GABPA,OXTR,Unknown,10218980
GABPA,RPS3A,Unknown,12463423
GABPA,TOMM70,Activation,17167546
GABPA,ZNF205,Unknown,22306510
GATA1,EPO,Activation,16471262
GATA1,EPO,Repression,8677751
GATA2,AR,Activation,24423874
GATA2,EPO,Repression,8677751
GATA2,NOS3,Activation,10713142
GATA3,EPO,Repression,8677751
GATA4,NOS3,Activation,14555463
GBX2,IL6,Activation,10690529
GFI1,BAX,Repression,17213822
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI2,BCL2,Activation,16880536;21135115
GTF2A1,TBP,Unknown,12818428
GTF2I,SIRT1,Activation,21407215
HCFC1,E2F1,Activation,17612494;19763085
HDAC1,AR,Unknown,11971970
HDAC1,E2F1,Repression,9724731
HDAC1,GRIN2B,Activation,19081374
HDAC1,MMP9,Repression,22879913
HDAC1,NOS3,Unknown,22848708
HDAC1,PTGS2,Activation,17395887
HDAC1,RELN,Repression,19029285
HDAC1,TP53,Repression,15130752
HDAC2,IGF1,Unknown,18193094
HDAC4,PTGS2,Activation,18820298
HDAC9,TP53,Repression,15964798
HES1,E2F1,Repression,15467735
HEYL,AR,Repression,21454491
HIC1,E2F1,Repression,19486893
HIC1,SIRT1,Repression,19525223;19649206
HIC1,SIRT1,Unknown,22064865
HIF1A,AR,Activation,17426252;21056661
HIF1A,BAX,Activation,15706354
HIF1A,EPO,Activation,8089148;8663540
HIF1A,EPO,Unknown,16281953
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,SLC29A1,Repression,19853583
HIPK2,TP53,Unknown,12851404
HMGA1,PTGS2,Activation,22898640
HMGA1,SLC2A3,Activation,22706202
HMGA1,TP53,Unknown,20335021
HNF1A,ALB,Unknown,1321810
HNF4A,TBP,Unknown,19805548
HOXA1,BCL2,Activation,12482855;15665309
HOXA10,TP53,Activation,21993662
IFI16,TP53,Unknown,22618232
IKBKB,MMP9,Repression,18600306
IKBKB,TP53,Unknown,24006445
ING1,BAX,Activation,15662138;16325212
ING1,TP53,Activation,15662138;16325212
ING2,BCL2,Repression,15748897
ING4,BAX,Activation,20707719
ING4,BCL2,Repression,19895734;20707719
ING4,PTGS2,Repression,18399550
ING4,TP53,Activation,19895734
IRF1,BCL2,Repression,10918594
IRF1,E2F1,Repression,22200613
IRF1,MMP9,Unknown,12105194
IRF1,TP53,Unknown,19003964
JUN,AR,Repression,20148354
JUN,AR,Unknown,16732317
JUN,IL6,Activation,20225236
JUN,IL6,Unknown,10542237;11120852
JUN,MMP9,Activation,15777790;18809380
JUN,MMP9,Repression,21474819
JUN,MMP9,Unknown,10935492;11774399
JUN,NOS3,Unknown,11382920
JUN,NPY,Unknown,8036020
JUN,PPARD,Activation,18625220
JUN,PTGS2,Activation,15772294;18294142;9620167
JUN,PTGS2,Unknown,11278336;12057991;16339564;17556653;20237399
JUN,TP53,Repression,22859294
JUN,TP53,Unknown,10348347
JUNB,PTGS2,Activation,9620167
JUND,IL6,Activation,11337499
JUND,PTGS2,Activation,9620167
KDM4B,AR,Activation,23435229
KHDRBS1,AR,Unknown,18273831
KHDRBS1,LEP,Activation,21672929
KLF2,NOS3,Activation,22987017
KLF4,IL6,Activation,23846700
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF5,MMP9,Activation,18617520
KLF6,MMP9,Repression,17071613;22211962
KLF8,MMP9,Activation,21151179
LEF1,AR,Unknown,19351848
MAL,MMP9,Unknown,19724058
MAZ,MMP9,Unknown,16148153
MDM4,TP53,Unknown,11528400;17499002;17875722;19910468
MECP2,RELN,Repression,19029285
MED1,AR,Unknown,22102282
MEF2A,PPARGC1A,Unknown,18222924
MEIS1,AR,Unknown,25158280
MITF,PPARGC1A,Activation,23416000
MLLT10,BAX,Repression,15851483
MLLT3,BAX,Repression,15851483
MSX2,BCL2,Repression,21730974
MSX2,SOD1,Activation,22824755
MTA1,MMP9,Unknown,12431981
MTF1,SOD1,Activation,15378601
MYB,BCL2,Activation,11675351
MYB,BCL2,Repression,20659323
MYB,BCL2,Unknown,16088151
MYC,BCL2,Unknown,18809243
MYC,IL6,Unknown,19259613
MYC,TP53,Activation,8494784
MYC,TP53,Unknown,19086036
MYCN,BAX,Activation,19885598
MYCN,TP53,Activation,19885598;21862876
MYCN,TP53,Repression,21862876
NCOA1,EPO,Activation,20368990
NCOA2,AR,Repression,17079484
NCOA3,BCL2,Activation,22213475
NCOA3,EPO,Activation,20368990
NCOA4,AR,Activation,16110473
NCOA4,AR,Unknown,18156210
NCOR1,AR,Activation,21720703
NCOR1,AR,Unknown,16373395
NCOR1,IGF1,Unknown,18193094
NCOR2,AR,Activation,21720703
NCOR2,AR,Unknown,16373395
NCOR2,IGF1,Unknown,18193094
NF1,MBP,Unknown,9765312
NF1,TP53,Activation,10634504;8816507
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CFTR,Activation,20309604
NFE2L2,CFTR,Repression,20309604
NFE2L2,CXCL8,Activation,21925595
NFE2L2,GCLC,Repression,22459801
NFE2L2,GCLC,Unknown,16054171
NFE2L2,GSS,Unknown,15890065;22213475
NFE2L2,GSTA1,Activation,16551619
NFE2L2,GSTA1,Repression,22459801
NFE2L2,HBB,Unknown,15206576
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,KRT16,Activation,18629308
NFE2L2,MTHFR,Activation,16551619
NFE2L2,NQO1,Activation,11013233
NFE2L2,NQO1,Repression,22459801
NFE2L2,NQO1,Unknown,11035254
NFE2L2,SDHB,Unknown,9492280
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFE2L2,UGT2B7,Activation,18622263
NFIB,MBP,Activation,1699939
NFIL3,PTGS2,Unknown,1620116
NFKB1,AR,Repression,15517885
NFKB1,AR,Unknown,16619263
NFKB1,BAX,Repression,18158998
NFKB1,BAX,Unknown,20056115
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,E2F1,Unknown,16725311
NFKB1,GDNF,Unknown,9729303
NFKB1,IL6,Activation,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7876168;8679226;8725624
NFKB1,IL6,Repression,15517885
NFKB1,IL6,Unknown,10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;2405250;8752656;9516466
NFKB1,MMP9,Activation,10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21963718
NFKB1,MMP9,Repression,15605368;18566231
NFKB1,MMP9,Unknown,11376631;12105194;14755547;15175338;17158602;17673602;17922642;18357389;19662350;19783786;20103608;20332461;7860222;9500201;9679762
NFKB1,NOS3,Activation,17081374;17644577
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKB1,TBP,Unknown,9023117
NFKB1,TP53,Unknown,10348347;11032029
NFKBIA,MMP9,Unknown,11376631
NFYA,OGG1,Activation,14688259
NFYA,OGG1,Unknown,17989114
NHLH2,MAOA,Activation,22169038
NKX3-1,AR,Repression,16697957
NR0B2,E2F1,Repression,18657049
NR0B2,PTGS2,Activation,21613300
NR1I2,BCL2,Activation,16085054
NR2F2,E2F1,Unknown,22734039
NR3C1,BAX,Activation,17496926
NR3C1,MAOA,Unknown,16728402
NR3C1,TP53,Repression,17016446
NR4A1,E2F1,Activation,12947120
NUPR1,TP53,Unknown,22858377
OTX2,IGF1,Activation,21047732
OTX2,IL6,Activation,21047732
PA2G4,AR,Unknown,20159994
PA2G4,E2F1,Repression,16254079
PA2G4,E2F1,Unknown,17786317
PARP1,BCL2,Repression,20564216
PARP1,E2F1,Activation,14627987
PARP1,SH3BP2,Unknown,22820184
PAWR,BCL2,Repression,11912153;9989812
PAX2,TP53,Repression,8521821
PAX5,BAX,Activation,22105368
