TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
AR,MED1,Unknown,17483314
AR,MYC,Unknown,24512546
AR,NDRG1,Unknown,17075604
AR,NFKB1,Repression,18386814
AR,PEBP1,Unknown,23095933
AR,KLK3,Unknown,24937452
AR,PTEN,Activation,23418309
AR,PTEN,Unknown,20729295;21532617
AR,PTGS2,Repression,18386814
AR,REST,Repression,24163104
AR,STIM1,Unknown,21432868
AR,TBP,Unknown,9238003
AR,TH,Activation,16356647
AR,TSC2,Repression,21036700
AR,UCN,Repression,23801677
AR,VEGFA,Activation,16007189
AR,VEGFA,Unknown,23369005
AR,VIM,Repression,18535113
AR,XIAP,Repression,20589722
ARNTL,CRY1,Activation,22750052
ARNTL,CRY1,Unknown,17660446
ARNTL,CRY2,Activation,22750052
ARNTL,CRY2,Unknown,17660446
ARNTL,PER1,Activation,17994337;22750052
ARNTL,PER1,Unknown,17660446;21479263
ARNTL2,SERPINE1,Activation,22198637
ASCL1,CHRNA5,Unknown,20124469
ASCL1,CHRNB4,Unknown,20124469
ASCL1,IGF2,Repression,20842449
ATF2,APOC3,Activation,9760243
ATF2,CDKN1A,Unknown,10506225
ATF2,FAS,Unknown,19670268
ATF2,FASLG,Unknown,19670268;9710625
ATF2,FN1,Unknown,10471826
ATF2,IFNG,Activation,12836278;18641343;20006311;20304822
ATF2,INS,Activation,21278380
ATF2,INS,Unknown,10909971
ATF2,MMP2,Activation,17079470;17258390
ATF2,NOS3,Repression,16497991
ATF2,POLB,Activation,10518804
ATF2,PTGS2,Unknown,11278336;12057991
ATF2,TGFB2,Repression,1400310
ATF2,TNF,Activation,10688670;10748079;10913190;20068037
ATF4,APOE,Activation,22028770
ATF4,ATG5,Activation,20038797
ATF4,BGLAP,Unknown,21866569
ATF4,CCL2,Unknown,16931790
ATF4,CEBPB,Activation,16026328
ATF4,CXCL8,Unknown,16931790
ATF4,DDIT3,Activation,16246168;17276738;20020050;21044953;21966512
ATF4,DDIT3,Unknown,17455323;22691366
ATF4,DDIT4,Activation,19059405;19439225
ATF4,HSPA5,Repression,16205636
ATF4,IL6,Unknown,16931790
ATF4,MAP1LC3B,Activation,20038797;20514020
ATF4,MCL1,Unknown,22128141
ATF4,PTGS2,Unknown,21244365
ATF4,SIGMAR1,Activation,22079628
ATF4,SIRT1,Activation,22363646
ATF4,SIRT1,Repression,21801305
ATF4,SIRT2,Repression,21801305
ATF4,TRIB3,Activation,15775988
ATF4,TRIB3,Unknown,20592469;21220698
ATF4,VEGFA,Activation,15788408;18829529
ATF4,VEGFA,Unknown,18451308;22915762;23908598
ATM,BAX,Activation,16214353
ATM,BCL2,Repression,16214353
ATM,CDKN1A,Unknown,12420214
ATM,FAS,Activation,19502594
ATM,IGF1R,Unknown,11172010
ATM,MCL1,Activation,20164679
ATM,PCNA,Unknown,22362778
ATM,SLC2A1,Repression,20676049
ATM,SP1,Repression,11466608
ATM,SP1,Unknown,12926986
ATM,VEGFA,Repression,20676049
BIN1,MYC,Unknown,9797456
CEBPB,ABCB1,Activation,15044620
CEBPB,ALB,Unknown,10542249
CEBPB,BCL2L1,Unknown,19043455
CEBPB,CDKN1A,Activation,15041706
CEBPB,CRP,Activation,12667216;23361365
CEBPB,CXCL8,Activation,15085176;15688424
CEBPB,CXCL8,Unknown,11120852
CEBPB,DAPK1,Unknown,19521987
CEBPB,DDIT3,Unknown,16757577
CEBPB,FASLG,Unknown,12496392
CEBPB,GDF15,Activation,24086573
CEBPB,HP,Unknown,11331273
CEBPB,HSF1,Unknown,11801594
CEBPB,IL10,Unknown,12493739
CEBPB,IL13,Unknown,22981205
CEBPB,IL1B,Activation,17386941
CEBPB,IL1B,Unknown,10383163;10801783
CEBPB,IL4,Activation,7594540
CEBPB,IL4,Unknown,15048722
CEBPB,IL6,Activation,10903137;8725624
CEBPB,IL6,Unknown,11120852
CEBPB,INSR,Activation,8288055
CEBPB,MMP1,Unknown,19723873
CEBPB,PRL,Unknown,10455153
CEBPB,PTGS2,Activation,16820889;18294142
CEBPB,PTGS2,Repression,18820298
CEBPB,PTGS2,Unknown,10956548;16699180;17556653;7559624
CEBPB,S100A9,Activation,9706399
CEBPB,SLC19A1,Activation,15652157
CEBPB,TNF,Unknown,10629048;9566900
CEBPB,XBP1,Activation,19717648
CLOCK,CRY1,Activation,22750052
CLOCK,CRY1,Unknown,17660446
CLOCK,CRY2,Activation,22750052
CLOCK,CRY2,Unknown,17660446
CLOCK,NR0B2,Activation,20674862
CLOCK,NR3C1,Repression,21164265
CLOCK,PER1,Activation,17994337;22750052
CLOCK,PER1,Unknown,17660446;20551151;21479263
CLOCK,TPO,Unknown,22284746
CNBP,MYC,Unknown,23774591
COPS5,CDKN1B,Repression,16951171
COPS5,VEGFA,Activation,12542982
CREB1,ACACA,Activation,19842072
CREB1,AR,Unknown,15994978;21457548
CREB1,BCL2,Activation,17290286
CREB1,BCL2,Unknown,10542244;19626458
CREB1,BCL2L11,Unknown,20367563
CREB1,BDNF,Activation,11719924
CREB1,CASP8,Activation,18342014
CREB1,CCK,Unknown,15030385;15073527
CREB1,CCL5,Unknown,11413310
CREB1,CXCR4,Unknown,11874984
CREB1,CYP17A1,Unknown,2543297
CREB1,ERBB2,Unknown,10698518
CREB1,FOXA1,Unknown,22577344
CREB1,GABPA,Unknown,10585419
CREB1,GSK3B,Unknown,11579131
CREB1,HLA-DQB1,Unknown,1324879
CREB1,HMOX1,Repression,14523007
CREB1,IFNG,Activation,20006311;20685939
CREB1,IFNG,Repression,11907114
CREB1,IFNG,Unknown,7759501
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL6,Activation,8725624
CREB1,MMP2,Unknown,10506168
CREB1,MSMB,Unknown,9704017
CREB1,NPY,Unknown,12967770
CREB1,NRF1,Unknown,20587593
CREB1,NTS,Unknown,7791794
CREB1,PPP2R2B,Activation,20533062
CREB1,PRL,Unknown,17187171
CREB1,PSEN1,Activation,11116137
CREB1,PTGES,Unknown,20688046
CREB1,PTGS2,Activation,22919060
CREB1,SLC19A1,Unknown,11078737
CREB1,TH,Unknown,11108136
CREB1,TLR9,Unknown,15294971
CREB1,TRH,Unknown,11134186;9827656
CREB1,VIP,Unknown,1847391
CTNNB1,AR,Unknown,16141201
CTNNB1,CD44,Unknown,17724465
CTNNB1,FST,Unknown,24667650
CTNNB1,GLI2,Unknown,19797115
CTNNB1,MMP7,Activation,11158322;15000152
CTNNB1,MYC,Activation,20300972;21533051
CTNNB1,MYC,Unknown,17724465;18679417;19662654;19778454
CTNNB1,PLD1,Activation,20442281
CTNNB1,PPARD,Unknown,17724465
CTNNB1,PTGS2,Unknown,11396184
CTNNB1,RB1,Repression,16628468
CTNNB1,VIM,Activation,12750294
CUX1,CDKN1B,Unknown,19332113
CUX1,CYBB,Activation,14605447
CUX1,WNT5A,Activation,17227781;23359789
DDIT3,ATF2,Repression,16164412
DDIT3,ATG5,Activation,20038797
DDIT3,CXCL8,Unknown,18772138
DDIT3,IL6,Activation,12706815
DDIT3,MAP1LC3B,Activation,20038797
DDIT3,MCL1,Unknown,22253918
DDIT3,NOS3,Repression,22265908
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
DDIT3,TF,Unknown,12939601
DDIT3,TRIB3,Activation,15775988;18940792
DNMT1,BAG1,Unknown,18413740
DNMT1,BMP2,Repression,21551187
DNMT1,CASP8,Repression,20398055
DNMT1,CDKN2A,Repression,17934516
DNMT1,CDKN2A,Unknown,17490527
DNMT1,CXCR4,Repression,19932585
DNMT1,ESR1,Unknown,21655924;23242655
DNMT1,GAD1,Repression,19029285
DNMT1,HDAC1,Unknown,24475290
DNMT1,MBD2,Repression,15618232
DNMT1,MGMT,Unknown,18555750
DNMT1,RB1,Repression,17934516
DNMT1,RGS10,Unknown,24475290
DNMT1,TIMP3,Repression,22982189
DNMT1,TP53,Unknown,24006445
DNMT1,VEGFA,Activation,17934516
E2F1,ABCB1,Activation,23542036
E2F1,APAF1,Activation,12149244;12766778;17600109
E2F1,APAF1,Unknown,15972851
E2F1,AR,Activation,21099103
E2F1,AR,Unknown,22508987
E2F1,ATG5,Activation,18408756
E2F1,ATM,Activation,12527885;22832221
E2F1,ATM,Unknown,23993922
E2F1,BCL2,Activation,11559537;12679318
E2F1,BMI1,Unknown,17360938
E2F1,CASP7,Activation,12766778
E2F1,CCL3,Unknown,17707233
E2F1,CD2AP,Activation,22880102
E2F1,CDK1,Activation,14618416
E2F1,CDKN1A,Activation,10030670
E2F1,CDKN1A,Unknown,16923815
E2F1,CDKN2A,Activation,11705881;12695664;12766778;15716352;22621932
E2F1,CUX1,Unknown,18347061
E2F1,DAPK2,Activation,18521079
E2F1,DDIT3,Unknown,20971808
E2F1,DNMT1,Repression,24502362
E2F1,E2F1,Unknown,7958836
E2F1,HSPA5,Repression,18840615
E2F1,IL1B,Unknown,17707233
E2F1,IL23A,Unknown,17707233
E2F1,ISYNA1,Activation,15464731
E2F1,KDR,Unknown,20516113
E2F1,MAP1LC3A,Activation,18408756
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MAP3K5,Unknown,16512785;19610065
E2F1,MAPK8,Unknown,20800677
E2F1,MCL1,Repression,11705881
E2F1,MCPH1,Activation,22136275
E2F1,MEFV,Activation,20805247
E2F1,MYC,Activation,11705881
E2F1,MYCN,Activation,14645238
E2F1,NOX4,Activation,18554521
E2F1,PCNA,Activation,14618416
E2F1,PIN1,Unknown,20376080
E2F1,PLK1,Activation,24076372
E2F1,PPARG,Activation,12110166
E2F1,PPARG,Unknown,20971808
E2F1,RAD51,Unknown,23285190
E2F1,RB1,Activation,8264596
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,THBS1,Activation,20976175
E2F1,TNF,Unknown,17707233
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,TYMS,Activation,14618416;9748140
E2F1,TYMS,Unknown,10914714;14679120
E2F1,ULK1,Activation,18408756
E2F1,VEGFA,Repression,20639906
E2F1,WWOX,Repression,15044096
E2F1,XRCC1,Activation,19031698
EBF3,CDKN1A,Activation,19934318
EGF,STAT1,Unknown,11939722
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ABCB1,Unknown,10392899;10860921
EGR1,ACE,Activation,12433834
EGR1,ACE,Unknown,14679188
EGR1,ACHE,Unknown,7559515
EGR1,AKR1B1,Unknown,12890669
EGR1,ALOX5,Activation,9062372
EGR1,ALOX5,Repression,15517885
EGR1,ALOX5,Unknown,10436859
EGR1,AR,Repression,15517885
EGR1,CD28,Unknown,10510368
EGR1,CDK5R1,Activation,15289351
EGR1,CDKN1A,Activation,12690110
EGR1,CXCL8,Repression,15517885
EGR1,CXCL8,Unknown,19837667
EGR1,CYP2B6,Activation,18303024
EGR1,DMRT1,Unknown,11870074
EGR1,EGFR,Activation,11830539
EGR1,FAS,Repression,9300687
EGR1,FASLG,Unknown,14563113
EGR1,FCER2,Repression,9300687
EGR1,FGF2,Activation,8702507
EGR1,FN1,Activation,15608673;9933644
EGR1,FN1,Unknown,10783396
EGR1,GDF15,Activation,17715378
EGR1,GDF15,Unknown,14662774
EGR1,GDNF,Unknown,9729303
EGR1,HIF1A,Activation,18506761
EGR1,IFNG,Unknown,8900159
EGR1,IGF2,Activation,8634146
EGR1,IGF2,Unknown,10606246;11336542;9610618
EGR1,IL2RB,Unknown,9199305
EGR1,IL6,Repression,15517885
EGR1,KLK3,Repression,15517885
EGR1,LDLR,Activation,12235180
EGR1,LDLR,Unknown,12947119
EGR1,NFKB1,Unknown,10671503
EGR1,PPARG,Unknown,12011097
EGR1,PSEN2,Unknown,14585504
EGR1,PTEN,Activation,17516844;20514024
EGR1,PTEN,Unknown,20959484
EGR1,PTGES,Activation,21983014
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,SPRY1,Unknown,21826097
EGR1,STIM1,Activation,20123987
EGR1,TH,Unknown,20124442
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EGR1,WNT4,Repression,18281035
EGR1,WNT4,Unknown,21436631
ELF4,CXCL8,Activation,14625302
ELF4,CXCL8,Repression,12438253
ELF4,MMP9,Repression,12438253
ELF4,TP53,Repression,20805247
ERG,CXCL8,Repression,19359602;22235125
ERG,CXCR4,Activation,19396168;23918819
ERG,ERG,Activation,21536859
ERG,FGF2,Repression,12137767
ERG,HMOX1,Unknown,10022513
ERG,ICAM1,Repression,22235125
ERG,SPP1,Activation,21669963
ERG,VIM,Activation,8895512
ESR1,AHR,Unknown,10620335
ESR1,AR,Activation,22391641
ESR1,AVP,Unknown,11089536
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,CD24,Repression,18404683
ESR1,CDKN1A,Activation,11517191;15378598;16628468
ESR1,CDKN1A,Repression,17681750
ESR1,CDKN1B,Repression,17681750
ESR1,CEBPB,Unknown,19652226
ESR1,CHAT,Unknown,10037443
ESR1,CTNNB1,Repression,16628468
ESR1,CTSD,Unknown,10037443;19569049
ESR1,CXCL12,Unknown,18563714
ESR1,CYP1A1,Repression,15837795
ESR1,CYP1B1,Unknown,15126349
ESR1,CYP2C19,Repression,20675569
ESR1,E2F1,Unknown,10446910;12697671
ESR1,EGFR,Unknown,12421825
ESR1,ESR1,Unknown,16636675
ESR1,F12,Activation,9794469
ESR1,HSPB1,Activation,10960840
ESR1,HTRA2,Activation,21486948
ESR1,KDR,Activation,16574784
ESR1,MYC,Unknown,11517191;19569049;22892083
ESR1,NQO1,Repression,20623181
ESR1,NRF1,Activation,21486948
ESR1,RET,Unknown,21737465;21947652
ESR1,SERPINE1,Activation,15217907
ESR1,SP1,Unknown,19652226
ESR1,TP53,Repression,17681750
ESR1,TYMS,Unknown,10875244
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR2,AVP,Unknown,11089536
ESR2,CDKN1A,Activation,11517191
ESR2,CHAT,Unknown,10037443
ESR2,CTSD,Unknown,10037443
ESR2,INSR,Repression,22099628
ESR2,PTPRC,Unknown,11517296
ESR2,SERPINE1,Repression,15217907
ESR2,VEGFA,Unknown,10995484
EZH2,ADRB2,Repression,17996646
EZH2,ALDH1A1,Repression,22144423
EZH2,APC,Repression,22907428
EZH2,CDKN1A,Repression,21629038
EZH2,CDKN1A,Unknown,22956625
EZH2,CDKN2A,Repression,23289480
EZH2,HDAC1,Repression,20132185
EZH2,MMP2,Activation,21629038
EZH2,MYC,Repression,23079660
EZH2,PCNA,Activation,21629038
EZH2,PEBP1,Repression,22505648
EZH2,PRL,Unknown,21903722
EZH2,PTEN,Unknown,22956625
EZH2,SATB1,Repression,21232178
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
EZH2,VDR,Unknown,23424038
FOSL2,CLU,Unknown,10406964
FOSL2,NOS2,Activation,12788789
FOSL2,TGFB1,Unknown,10843986
FOSL2,TIMP1,Repression,11337499
FOXA1,ABCA1,Repression,24807696
FOXA1,APOB,Activation,8441395
FOXA1,BCL2,Repression,19127412
FOXA1,ESR1,Unknown,20501593;24290378
FOXA1,GCG,Unknown,15828872;21824252
FOXA1,HSPA1A,Activation,19486887
FOXA1,KRT7,Activation,20043065
FOXA1,MYC,Unknown,24512546
FOXA1,RET,Unknown,21947652
FOXA2,ABCA1,Repression,24807696
FOXA2,APOA1,Unknown,7961760
FOXA2,GCG,Unknown,15828872
FOXA2,MMP7,Activation,22268124
FOXA2,TPO,Activation,8602863
FOXO1,ANGPT2,Unknown,20213583
FOXO1,AR,Repression,19074551
FOXO1,CDKN1B,Activation,21418583
FOXO1,CXCR4,Activation,20068066
FOXO1,EDN1,Unknown,19887561
FOXO1,EGR1,Repression,22865884
FOXO1,IL6,Activation,21185807
FOXO1,PRL,Unknown,21401636
FOXO1,TXNIP,Repression,23803610
FOXO3,AR,Activation,16061480
FOXO3,AR,Unknown,17522055
FOXO3,BCL2L11,Unknown,21654193
FOXO3,FASLG,Activation,11756562
FOXO3,PIK3CA,Unknown,19299143
FOXO3,SIRT1,Activation,23525956
FOXO3,TXNIP,Activation,20656682
FOXO3,VEGFA,Unknown,21860419
FUBP1,CDKN1A,Unknown,24117486
FUBP1,MYC,Unknown,11239393;18193062;24117486
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
FUS,KLK3,Unknown,21909421
GABPA,ERBB2,Unknown,7914192
GATA2,ANGPT2,Unknown,22792348
GATA2,AR,Activation,24423874
GATA2,CYBB,Repression,10734088
GATA2,DPYSL2,Unknown,15207709
GATA2,EPO,Repression,8677751
GATA2,NOS3,Activation,10713142
GATA2,PECAM1,Unknown,9028949
GATA2,PPARG,Repression,19772889
GLI1,AKT1,Unknown,23580656
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI1,FAS,Repression,21135115
GLI1,S100A9,Unknown,16880536
GLI2,BCL2,Activation,16880536;21135115
GLI2,FAS,Repression,21135115
GLI2,FOXA2,Unknown,19360354
GLI2,FST,Activation,18319260
HDAC1,ABCB1,Repression,19435809;20037778
HDAC1,APOC3,Unknown,20516075
HDAC1,AR,Unknown,11971970
HDAC1,CD44,Repression,18372343
HDAC1,CDKN1A,Repression,12665570;15130752;18210215;19182791
HDAC1,CDKN1A,Unknown,16287849;17172847
HDAC1,CDKN2A,Unknown,23455154
HDAC1,CXCL8,Unknown,11564889
HDAC1,CYP3A4,Unknown,21996064
HDAC1,DNMT1,Unknown,23242655
HDAC1,E2F1,Repression,9724731
HDAC1,EGFR,Repression,22025675
HDAC1,EGR1,Repression,21983014
HDAC1,ESR1,Repression,18316616;20101232;23242655
HDAC1,ESR1,Unknown,21655924
HDAC1,GAD1,Repression,19029285
HDAC1,GRIN2B,Activation,19081374
HDAC1,HLA-DRA,Repression,11533238
HDAC1,HSPA5,Repression,19417144
HDAC1,ICAM1,Activation,12490396
HDAC1,KLF4,Repression,15051827
HDAC1,ABCB1,Unknown,20037778
HDAC1,MGMT,Unknown,18555750
HDAC1,MMP9,Repression,22879913
HDAC1,NFKB1,Unknown,24448807
HDAC1,NOS3,Unknown,22848708
HDAC1,PCNA,Repression,9650586
HDAC1,PCNA,Unknown,18691180
HDAC1,PHB,Repression,21152868
HDAC1,POU5F1,Unknown,22867868
HDAC1,PSIP1,Unknown,23386123
HDAC1,PTGS2,Activation,17395887
HDAC1,RGS10,Unknown,24475290
HDAC1,SP1,Repression,21636851
HDAC1,SPP1,Repression,20609221;22422937
HDAC1,STAT3,Unknown,18611949
HDAC1,TP53,Repression,15130752
HDAC1,TXNIP,Repression,19351825
HDAC2,ALOX5,Activation,21883892
HDAC2,APAF1,Repression,18834886
HDAC2,CCL2,Unknown,22679019
HDAC2,CDKN1A,Unknown,20190809
HDAC2,CXCL8,Repression,19411311
HDAC2,CXCL8,Unknown,11564889
HDAC2,DNMT1,Repression,22328086
HDAC2,GRM2,Unknown,22864611
HDAC2,IGF1,Unknown,18193094
HDAC2,KLF4,Repression,19486889
HDAC2,MYC,Unknown,20493879
HDAC2,MYCN,Unknown,15382088
HDAC2,PHB,Repression,21152868
HDAC2,SP1,Repression,21636851
HDAC2,TP63,Unknown,21317427
HDAC2,VEGFA,Unknown,23926105
HDAC4,ATF4,Unknown,24308964
HDAC4,CDKN1A,Repression,18632985
HDAC4,CDKN2A,Repression,18558095
HDAC4,IL10,Repression,17610967
HDAC4,KLF4,Unknown,21118993
HDAC4,PTPA,Unknown,18045992
HDAC4,PTGES,Unknown,19115247
HDAC4,PTGS2,Activation,18820298
HDAC4,SLC2A4,Unknown,23899560
HDAC4,VCAM1,Activation,19281832
HDAC4,VEGFA,Repression,19509297
HDAC9,APP,Unknown,20145244
HDAC9,CDKN2A,Activation,19122829
HDAC9,ESR1,Repression,19185986
HDAC9,HSPA5,Repression,19417144
HDAC9,IL18,Unknown,11944905
HDAC9,NFKB1,Repression,15964798
HDAC9,PRL,Repression,12609987
HDAC9,TP53,Repression,15964798
HIF1A,ABCB1,Repression,12067980
HIF1A,ACE,Activation,19592460
HIF1A,ACE2,Repression,19592460
HIF1A,AGTR1,Activation,15718424
HIF1A,APEX1,Repression,19524065
HIF1A,AR,Activation,17426252;21056661
HIF1A,BAX,Activation,15706354
HIF1A,CCR7,Activation,17178876;19305150
HIF1A,CXCL12,Unknown,12384916
HIF1A,CXCR4,Activation,17075581
HIF1A,CXCR4,Unknown,19212630
HIF1A,EDN1,Activation,19783678
HIF1A,EGLN1,Unknown,12839937;22075993
HIF1A,EPO,Activation,8089148;8663540
HIF1A,EPO,Unknown,16281953
HIF1A,FGF2,Activation,19492421
HIF1A,GAPDH,Unknown,11955624
HIF1A,HIF1A,Repression,14744852
HIF1A,ITGB2,Activation,15235127
HIF1A,KLK3,Unknown,23884959
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,MIF,Activation,20727156
HIF1A,MMP2,Activation,17335808
HIF1A,MMP2,Repression,17332917;18570733
HIF1A,NR3C1,Unknown,15699159
HIF1A,NR4A1,Activation,14729605
HIF1A,NT5E,Activation,12370277
HIF1A,PGK1,Activation,8089148
HIF1A,PIK3CA,Unknown,23060442
HIF1A,PPARA,Unknown,14521756
HIF1A,PTGES,Activation,18050215
HIF1A,SERPINE1,Unknown,11877282;14567996;17570486
HIF1A,SETD2,Activation,18842833
HIF1A,SETD2,Unknown,19091749
HIF1A,SLC2A1,Activation,15525582
HIF1A,SLC2A1,Unknown,16025159;17426252;17486380;18097583
HIF1A,STAT3,Unknown,23991099
HIF1A,TFRC,Unknown,10446187;10446188
HIF1A,TIMP2,Activation,17332917
HIF1A,TLR2,Unknown,18159247
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,VHL,Unknown,12205091;15962286;17140440
HIF1A,VIM,Activation,22295844
HIF3A,HIF1A,Unknown,19755485
HIPK2,ABCB1,Unknown,20646448
HIPK2,CDKN1A,Activation,15897882
HIPK2,HIF1A,Repression,19046997
HIPK2,MEF2C,Repression,23620283
HIPK2,NOX1,Repression,20171273
HIPK2,TP53,Unknown,12851404
HIPK2,VEGFA,Repression,18644116;19046997
HIPK2,VIM,Repression,22236966
HLF,RUNX1,Repression,11486032
HNF4A,APOA1,Unknown,7961760
HNF4A,APOB,Unknown,1639815
HNF4A,APOC3,Unknown,1639815;20516075
HNF4A,CDKN1A,Unknown,17885207
HNF4A,CYP2B6,Unknown,18666237
HNF4A,CYP2C9,Activation,15919766;16540586;18552123;20086032
HNF4A,CYP2C9,Unknown,16882880
HNF4A,CYP2D6,Activation,11752221
HNF4A,CYP3A4,Unknown,12514743
HNF4A,LDLR,Activation,21123766
HNF4A,MMP7,Activation,15000152
HNF4A,MTTP,Activation,22357705
HNF4A,MYC,Activation,23714368
HNF4A,NR1I2,Activation,12601364;18305375
HNF4A,PPARA,Unknown,11981036
HNF4A,TBP,Unknown,19805548
HSF1,ABCB1,Unknown,10816597
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,BAG3,Unknown,20692357
HSF1,CDKN1A,Repression,20622894
HSF1,FKBP4,Unknown,20692357
HSF1,HSD17B6,Repression,16278218
HSF1,HSPA1A,Unknown,17897941;20692357;23212905;23874968
HSF1,HSPA1B,Unknown,20692357
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,HSPA4,Unknown,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,Repression,10328874
HSF1,NFKB1,Unknown,18689673
HSF1,SERPINE1,Activation,17259369;19401454
HSF1,SESN3,Unknown,23388456
HSF1,TNF,Unknown,18689673
HSF1,UBB,Unknown,20692357
IKBKB,CD44,Repression,18600306
IKBKB,CXCL8,Unknown,12296854
IKBKB,MMP9,Repression,18600306
IKBKB,NOS2,Repression,17478759
IKBKB,TP53,Unknown,24006445
IKBKB,VCAM1,Repression,18600306
KHDRBS1,AR,Unknown,18273831
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF4,CD14,Activation,17762869
KLF4,CDKN1A,Activation,18645021;19737957;21132436;21652709
KLF4,CDKN1A,Repression,21224073;22750490
KLF4,CDKN1B,Activation,22170594
KLF4,CYP1A1,Unknown,9651398
KLF4,GDF15,Repression,22750490
KLF4,GDF15,Unknown,20385121
KLF4,HSPA8,Activation,18379898
KLF4,IL1B,Repression,22449968
KLF4,IL6,Activation,23846700
KLF4,MMP2,Activation,22407433
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF4,VDR,Repression,22677193
KLF4,VEGFA,Unknown,23926105
KLF6,ASAH1,Unknown,16500425
KLF6,CDKN1A,Activation,12740910;18822210;23085750
KLF6,CDKN1A,Unknown,15172991;22277651
