TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
AR,ATAD2,Unknown,22771493
AR,BSG,Unknown,14633669
AR,BTG1,Repression,16281084
AR,BTG2,Repression,16281084
AR,CDK20,Activation,21747169
AR,CDC6,Activation,24583551
AR,CDC6,Unknown,18541154
AR,CDH1,Repression,18794357
AR,CDH11,Unknown,20191612
AR,CDH2,Activation,17297473;18535113
AR,CDK20,Activation,21747169
AR,CDK6,Unknown,15790678
AR,CDKN1A,Activation,10076995
AR,CDKN1A,Repression,16281084
AR,CLK3,Repression,16281084
AR,CRH,Repression,16446741
AR,CRISP1,Unknown,11223178
AR,CRISP3,Unknown,11223178
AR,CTNNB1,Activation,18535113
AR,CYP7B1,Repression,16630558
AR,EGFR,Activation,11556855;21613411
AR,ELK4,Unknown,18469865
AR,EP300,Activation,22334658
AR,ERBB2,Activation,21613411
AR,ERBB2,Unknown,21741601
AR,ERBB3,Activation,21741601
AR,ETV1,Activation,19789348
AR,FKBP4,Unknown,23192983
AR,FN1,Unknown,21055159
AR,FOLH1,Unknown,12539223
AR,FOXA1,Unknown,12750453
AR,GNMT,Unknown,23997240
AR,GREB1,Unknown,16496412
AR,GTF2F1,Unknown,9238003
AR,HMMR,Unknown,18174258
AR,HMOX1,Activation,11965035
AR,IFI16,Unknown,16494870
AR,IGF1R,Activation,15033751;17202144
AR,IGFBP3,Unknown,23859805
AR,JUN,Activation,20148354
AR,KISS1,Activation,18331266
AR,KISS1R,Activation,18331266
AR,KLF5,Unknown,19460858
AR,KLK1,Unknown,11532861
AR,KLK2,Unknown,11532861;16751804;20688158;9241247
AR,KLK3,Activation,10547578;11006269;11504717;11571582;12958311;16425097;16434977;16724108;17566103;20069563;21780100;22179832;23667504;8626436
AR,KLK3,Repression,16342680;9316650
AR,KLK3,Unknown,11059779;11238180;11532861;12376473;12539223;12648523;12651911;15368351;15543614;15557561;15640095;17011549;17075604;17094454;17426252;17433535;18780293;18829551;19274665;21308712;21981678;22245379;22473899;23884959;24307657;7514587;9052414;9211894
AR,KLK4,Unknown,12539223
AR,MED1,Unknown,17483314
AR,MID1,Unknown,24913494
AR,MUC1,Repression,21308711
AR,MYC,Unknown,24512546
AR,NAT1,Activation,17210686
AR,NDRG1,Unknown,17075604
AR,NFKB1,Repression,18386814
AR,NKX3-1,Activation,16697957;17303007
AR,NKX3-1,Unknown,11238180
AR,NOV,Unknown,23318417
AR,NRAS,Repression,16281084
AR,PC,Activation,18497079
AR,PSCA,Unknown,23330817
AR,PEBP1,Unknown,23095933
AR,PIGR,Unknown,11171058
AR,PIP,Unknown,21809344
AR,PMEPA1,Unknown,17075604;18703514
AR,PNRC1,Unknown,10894149
AR,KLK3,Unknown,24937452
AR,PTEN,Activation,23418309
AR,PTEN,Unknown,20729295;21532617
AR,PTGS2,Repression,18386814
AR,PTPN1,Unknown,22282656
AR,RELA,Repression,18386814
AR,REST,Repression,24163104
AR,SEPT7,Repression,16281084
AR,SERPINB5,Repression,16304843
AR,SESN1,Unknown,16751804
AR,SRD5A3,Unknown,22194926
AR,STIM1,Unknown,21432868
AR,TBP,Unknown,9238003
AR,TCF7L2,Unknown,12799378
AR,TGFA,Activation,11556855
AR,TH,Activation,16356647
AR,TJP1,Activation,18535113
AR,TMPRSS2,Activation,20308527;21761340
AR,TMPRSS2,Unknown,23192983
AR,TRPS1,Unknown,15613454
AR,TSC1,Repression,21036700
AR,TSC2,Repression,21036700
AR,UCN,Repression,23801677
AR,UGT2B15,Unknown,18302198
AR,USP26,Unknown,20501646
AR,VEGFA,Activation,16007189
AR,VEGFA,Unknown,23369005
AR,VIM,Repression,18535113
AR,WEE1,Repression,16281084
AR,WNT7B,Activation,21741601
AR,XIAP,Repression,20589722
ARNT,AHR,Unknown,18540824
ARNT,BRCA1,Unknown,16567799
ARNT,CDK2,Repression,21544813
ARNT,CTSD,Unknown,9611253
ARNT,CYP1A1,Activation,22387692
ARNT,CYP1A1,Unknown,12376470;19255421;19376845;8631128
ARNT,EPO,Activation,8663540
ARNT,ESR1,Unknown,17991765
ARNT,HIF1A,Activation,14764593
ARNT,VEGFA,Unknown,16774940;19020709
ASCL1,IGF2,Repression,20842449
ASH1L,TGFB1,Unknown,22488473
ASH1L,TIMP1,Unknown,22488473
ATF1,BCL2,Unknown,10542244
ATF1,FTH1,Activation,17565989
ATF1,FTH1,Repression,17565989
ATF1,GABPA,Unknown,10585419
ATF1,IL10,Activation,10540320
ATF1,TGFB2,Activation,11776974
ATF2,CCND1,Activation,10464245;10915780
ATF2,FAS,Unknown,19670268
ATF2,FN1,Unknown,10471826
ATF2,IFNG,Activation,12836278;18641343;20006311;20304822
ATF2,PTGS2,Unknown,11278336;12057991
ATF2,RELA,Activation,21350211
ATF2,TGFB2,Repression,1400310
ATF2,TNF,Activation,10688670;10748079;10913190;20068037
ATF3,AK4,Unknown,23002211
ATF3,DDIT3,Activation,22753726
ATF3,GDF15,Activation,15670751
ATF3,IFNG,Activation,20304822
ATF3,TP53,Unknown,22991139
ATF4,APOE,Activation,22028770
ATF4,ATG5,Activation,20038797
ATF4,CCL2,Unknown,16931790
ATF4,CXCL8,Unknown,16931790
ATF4,DDIT3,Activation,16246168;17276738;20020050;21044953;21966512
ATF4,DDIT3,Unknown,17455323;22691366
ATF4,FGF21,Activation,22233381
ATF4,IL6,Unknown,16931790
ATF4,PTGS2,Unknown,21244365
ATF4,SIGMAR1,Activation,22079628
ATF4,SIRT1,Activation,22363646
ATF4,SIRT1,Repression,21801305
ATF4,SIRT2,Repression,21801305
ATF4,TNFRSF10B,Unknown,21044953
ATF4,VEGFA,Activation,15788408;18829529
ATF4,VEGFA,Unknown,18451308;22915762;23908598
ATF5,BCL2,Activation,21212266
ATF5,CREB1,Activation,17140605
ATF5,EGR1,Unknown,19531563
ATF5,SH2D1A,Unknown,18832568
ATF6,ATP2A2,Unknown,11595740
ATF6,BGLAP,Unknown,22102412
ATF6,DDIT3,Unknown,17455323
ATF6,DNAJC3,Activation,12601012
ATF6,HSPA5,Unknown,12713871
ATF6,MAFA,Repression,18450959
ATF6,NR0B2,Activation,18450959
ATF6,NUCB1,Activation,17686766
ATF6,PDX1,Repression,18450959
ATF6,RTN3,Activation,17191123
ATF6,SRF,Unknown,9271374
ATF6,STARD4,Activation,16579971
ATF6,WBP1,Activation,21841196
ATF6,XBP1,Unknown,20003459;24269637
ATM,APLF,Unknown,18077224
ATM,BAX,Activation,16214353
ATM,BCL2,Repression,16214353
ATM,CDKN1A,Unknown,12420214
ATM,CFLAR,Activation,19351839
ATM,CFLAR,Repression,20876284
ATM,DUSP1,Activation,17178844
ATM,FAS,Activation,19502594
ATM,FOXM1,Activation,21518729
ATM,GADD45A,Activation,20164679
ATM,IGF1R,Unknown,11172010
ATM,KLRK1,Activation,19767562
ATM,MCL1,Activation,20164679
ATM,MTF1,Unknown,12926986
ATM,PBK,Unknown,15220931
ATM,PCNA,Unknown,22362778
ATM,PMAIP1,Repression,20368352
ATM,PVR,Activation,21406724
ATM,PVR,Repression,21406724
ATM,SLC2A1,Repression,20676049
ATM,SP1,Repression,11466608
ATM,SP1,Unknown,12926986
ATM,TERF1,Repression,17694070
ATM,TNFRSF10B,Repression,19351839
ATM,VEGFA,Repression,20676049
BACH1,HMOX1,Activation,17942419
BACH1,HMOX1,Repression,17409198;18550526;21982894
BACH2,BCL2,Unknown,18929412
BACH2,IL2,Unknown,18769450
BACH2,XBP1,Repression,24821775
BARD1,ESR1,Activation,20060929
BARX2,ESR1,Unknown,16636675
BCL3,EGFR,Activation,17881446
BCL3,NFKB1,Repression,11387332
BCL3,NFKB1,Unknown,14573596;7896265
BCL3,RELA,Unknown,7896265
BCL6,BCL2L1,Repression,11777915
BCL6,MYC,Activation,21394099
BCL6,NFKB1,Repression,15611242
BCL6,STAT3,Unknown,17951530
BCL6,SUMO1,Repression,22723377
BCL6,XBP1,Repression,24821775
BDP1,MYC,Unknown,12734418
BDP1,TP53,Unknown,12734418
BHLHE41,CCND1,Repression,18223678
BIN1,MYC,Unknown,9797456
BRCA1,AREG,Repression,20103632
BRCA1,ASPM,Activation,16123590
BRCA1,ATM,Activation,22832221
BRCA1,BACH1,Unknown,14576433
BRCA1,BRCA2,Unknown,11405179
BRCA1,CASR,Unknown,21296416
BRCA1,CCNB1,Unknown,12647291
BRCA1,CCND1,Unknown,12032322
BRCA1,CDH3,Repression,22120723
BRCA1,CDH3,Unknown,19882246
BRCA1,CDKN1A,Activation,16735508;18025037;21245169
BRCA1,CDKN1A,Unknown,10196224;11394910;12647291;9926942
BRCA1,CDKN1B,Activation,18025037
BRCA1,CDKN1B,Unknown,16331276
BRCA1,CTSD,Repression,11244506
BRCA1,CXCL1,Repression,22120723
BRCA1,CYP19A1,Activation,21087664
BRCA1,CYP19A1,Unknown,19445691
BRCA1,CYP1A1,Unknown,16567799
BRCA1,CYP1B1,Unknown,16567799
BRCA1,DDB2,Activation,12170778
BRCA1,DDIT3,Activation,21700680
BRCA1,E2F6,Repression,17096023
BRCA1,EGFR,Repression,21396117
BRCA1,EGR1,Unknown,20103632
BRCA1,EP300,Activation,11782371
BRCA1,EP300,Unknown,11405179
BRCA1,ESR1,Activation,20060929
BRCA1,FOS,Unknown,11313879
BRCA1,FOXC1,Repression,22120723
BRCA1,FOXC2,Repression,22120723
BRCA1,FST,Activation,22685544
BRCA1,GADD45A,Activation,10962562;17428466;18025037
BRCA1,GADD45A,Repression,18350249
BRCA1,GADD45A,Unknown,11777930;12647291
BRCA1,HIF1A,Unknown,16543242
BRCA1,HMGA2,Repression,20007691
BRCA1,HNRNPA2B1,Repression,21099359
BRCA1,HSPA5,Repression,18776923
BRCA1,IFNA1,Activation,17374731
BRCA1,IGF1,Repression,18045956
BRCA1,IGF1R,Unknown,11001824;19223505
BRCA1,IRF7,Activation,17374731
BRCA1,IRF9,Activation,12212615
BRCA1,JAK1,Unknown,11163768
BRCA1,JAK2,Unknown,11163768
BRCA1,KHSRP,Repression,21099359
BRCA1,KRT17,Unknown,19882246
BRCA1,KRT18,Unknown,15831101
BRCA1,KRT5,Unknown,16241993;19882246
BRCA1,MAD2L1,Activation,15563594
BRCA1,MDC1,Unknown,22942284
BRCA1,MDM2,Activation,11256609
BRCA1,MYC,Unknown,12032322;12646176
BRCA1,RNASEL,Activation,15940267
BRCA1,S100A2,Activation,24556685
BRCA1,SIRT1,Activation,18851829;20160719;21407215;9000507
BRCA1,STAT1,Activation,17374731
BRCA1,STAT2,Activation,17374731
BRCA1,STAT3,Unknown,11163768
BRCA1,TFF1,Repression,11244506
BRCA1,TP63,Unknown,16241993
BRCA1,VEGFA,Activation,16543242
BRCA1,XPC,Unknown,12647291
BTF3,ATM,Activation,17312387
BTF3,EPHB2,Activation,17312387
BTF3,NFKB1,Repression,17312387
BTG2,CCND1,Repression,15870875;16849553
CDCA7L,MAOB,Repression,20980443
CDX1,PPARG,Activation,19059241
CDX1,PTGS2,Activation,21613300
CDX2,ABCB1,Unknown,20699370
CDX2,ACAT2,Activation,16274362
CDX2,GSK3B,Unknown,24501326
CDX2,GSTP1,Unknown,22580340
CDX2,KLF4,Activation,11521200
CDX2,KLF4,Unknown,23202735
CDX2,PTGS2,Repression,15013430
CDX2,VDR,Unknown,11450701;16604479;16883525;19960008
CEBPA,ALB,Unknown,10542249
CEBPA,BCL2,Repression,12970736
CEBPA,CCL2,Activation,24429361
CEBPA,CD163,Unknown,10725797
CEBPA,CRMP1,Unknown,18524846
CEBPA,F9,Activation,8075306
CEBPA,FN1,Unknown,1320003
CEBPA,GAPDH,Unknown,12842822
CEBPA,HAMP,Activation,18671304
CEBPA,HSPA4,Activation,2247079
CEBPA,IGF1,Activation,7708053
CEBPA,IGF2,Unknown,7659086
CEBPA,IL10,Unknown,12219016
CEBPA,IL6,Unknown,11975924
CEBPA,LEP,Activation,21983012
CEBPA,MYC,Repression,12032779
CEBPA,S100A9,Activation,9706399
CEBPA,SPP1,Activation,14712233
CEBPA,STAT3,Unknown,24429361
CEBPB,ABCB1,Activation,15044620
CEBPB,ALB,Unknown,10542249
CEBPB,BCL2L1,Unknown,19043455
CEBPB,CRP,Activation,12667216;23361365
CEBPB,CXCL8,Activation,15085176;15688424
CEBPB,CXCL8,Unknown,11120852
CEBPB,CYP19A1,Repression,11994385
CEBPB,CYP19A1,Unknown,7635140;8603036
CEBPB,DDIT3,Unknown,16757577
CEBPB,GDF15,Activation,24086573
CEBPB,HP,Unknown,11331273
CEBPB,HSF1,Unknown,11801594
CEBPB,IL10,Unknown,12493739
CEBPB,IL13,Unknown,22981205
CEBPB,IL1B,Activation,17386941
CEBPB,IL1B,Unknown,10383163;10801783
CEBPB,IL4,Activation,7594540
CEBPB,IL4,Unknown,15048722
CEBPB,IL6,Activation,10903137;8725624
CEBPB,IL6,Unknown,11120852
CEBPB,PTGS2,Activation,16820889;18294142
CEBPB,PTGS2,Repression,18820298
CEBPB,PTGS2,Unknown,10956548;16699180;17556653;7559624
CEBPB,S100A9,Activation,9706399
CEBPB,TNF,Unknown,10629048;9566900
CEBPB,XBP1,Activation,19717648
CEBPD,C3,Unknown,8385337
CEBPD,CASP8,Unknown,24810056
CEBPD,CCL20,Activation,23028973
CEBPD,CXCL1,Activation,23028973
CEBPD,CYP19A1,Repression,11994385
CEBPD,DDIT3,Activation,20971808
CEBPD,DDIT3,Repression,22347430
CEBPD,GADD45G,Unknown,11012671
CEBPD,GAPDH,Unknown,12842822
CEBPD,IL23A,Activation,23028973
CEBPD,PDGFRA,Unknown,11278956
CEBPD,POU5F1,Activation,15284209
CEBPD,PPARG,Activation,10649448;18619497;20971808
CEBPD,PRL,Unknown,10455153
CEBPD,PTGS2,Unknown,7559624
CEBPD,SOD1,Activation,20385105
CEBPD,TNF,Unknown,10629048
CEBPD,TNFAIP6,Activation,23028973
CEBPE,MYC,Repression,12947005
CEBPZ,SOX9,Unknown,15908194
CHD8,BRCA1,Unknown,16949368
CHD8,MYC,Unknown,16949368
CIITA,CREBBP,Unknown,9858618
CIITA,HLA-B,Activation,11053628
CIITA,HLA-DRB1,Unknown,10886240
CIITA,HLA-DRB5,Unknown,10886240
CIITA,HLA-F,Unknown,11137213
CIITA,IL4,Activation,10946277
CIITA,IL4,Repression,10946277;17645498
CIITA,IRF1,Unknown,12052885;15950283
CIITA,MMP9,Repression,15247301
CIITA,S100A4,Repression,17143014
CIITA,SIRT1,Repression,22064865
CLOCK,NAMPT,Activation,19299583
CLOCK,TPO,Unknown,22284746
CNBP,MYC,Unknown,23774591
CNOT7,MSMB,Unknown,15937477
CNOT8,MSMB,Unknown,15937477
COPS5,VEGFA,Activation,12542982
CRABP2,RARA,Activation,16166294
CREB1,ACACA,Activation,19842072
CREB1,ADRA1A,Unknown,10520459
CREB1,AQP3,Unknown,18495115
CREB1,AR,Unknown,15994978;21457548
CREB1,BCL2,Activation,17290286
CREB1,BCL2,Unknown,10542244;19626458
CREB1,BCL2L11,Unknown,20367563
CREB1,BDKRB1,Unknown,10842322
CREB1,BDKRB2,Unknown,15632413
CREB1,BDNF,Activation,11719924
CREB1,CASP8,Activation,18342014
CREB1,CCK,Unknown,15030385;15073527
CREB1,CCL5,Unknown,11413310
CREB1,CD4,Unknown,9765424
CREB1,CGA,Unknown,10341006
CREB1,CRTC1,Unknown,17334997
CREB1,CXCR4,Unknown,11874984
CREB1,CYP11A1,Unknown,11057754
CREB1,CYP11B1,Unknown,11196473
CREB1,CYP11B2,Unknown,11196473
CREB1,CYP17A1,Unknown,2543297
CREB1,CYP19A1,Activation,15955695;16740737
CREB1,ERBB2,Unknown,10698518
CREB1,ETV3,Activation,14754893
CREB1,FLT1,Unknown,7499271
CREB1,FOS,Unknown,12432566
CREB1,FOXA1,Unknown,22577344
CREB1,GABPA,Unknown,10585419
CREB1,GRPR,Activation,18483184
CREB1,GSK3A,Unknown,11579131
CREB1,GSK3B,Unknown,11579131
CREB1,HLA-DOB,Unknown,12938212
CREB1,HLA-DQB1,Unknown,1324879
CREB1,HMOX1,Repression,14523007
CREB1,HPGD,Unknown,10650939
CREB1,IFNG,Activation,20006311;20685939
CREB1,IFNG,Repression,11907114
CREB1,IFNG,Unknown,7759501
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL2,Unknown,8814256
CREB1,IL5RA,Unknown,9742933
CREB1,IL6,Activation,8725624
CREB1,JUN,Repression,8647095
CREB1,JUN,Unknown,10403485
CREB1,LAPTM4B,Unknown,23469012
CREB1,LYL1,Activation,23000483
CREB1,MC2R,Activation,17712720
CREB1,MITF,Activation,19937254
CREB1,MMP2,Unknown,10506168
CREB1,MSMB,Unknown,9704017
CREB1,MUC4,Activation,19757157
CREB1,MUC4,Unknown,11418607
CREB1,MUC5AC,Activation,18676374
CREB1,NDC80,Activation,17822787
CREB1,NF1,Unknown,10435592
CREB1,NMNAT2,Unknown,22027994
CREB1,NOLC1,Activation,21266110
CREB1,NPY,Unknown,12967770
CREB1,NR2F1,Repression,15955695
CREB1,NR2F6,Repression,15955695
CREB1,NR4A3,Unknown,10701778
CREB1,NR5A2,Activation,18191017
CREB1,NRF1,Unknown,20587593
CREB1,NTS,Unknown,7791794
CREB1,ODC1,Unknown,1356108
CREB1,PCSK1,Activation,8999965
CREB1,PLAT,Repression,8647095
CREB1,PLAU,Unknown,11776974
CREB1,POLD2,Unknown,10978529
CREB1,PPM1D,Unknown,19015127
CREB1,PPP2CA,Activation,17526027
CREB1,PPP2R2B,Activation,20533062
CREB1,PRL,Unknown,17187171
CREB1,PSEN1,Activation,11116137
CREB1,PTGES,Unknown,20688046
CREB1,PTGS2,Activation,22919060
CREB1,RP1,Unknown,11593399
CREB1,RRM2B,Unknown,11978967
CREB1,SLC19A1,Unknown,11078737
CREB1,SLC20A1,Activation,11722845
CREB1,SLC22A8,Unknown,16809478
CREB1,SLC39A1,Unknown,19026724
CREB1,SMAD6,Activation,14755548
CREB1,SNAI1,Repression,15955695
CREB1,SNAI2,Repression,15955695
CREB1,SOX9,Unknown,17289023
CREB1,SPRY2,Unknown,14644509
CREB1,STMN1,Unknown,23000483
CREB1,TH,Unknown,11108136
CREB1,TLR9,Unknown,15294971
CREB1,TRH,Unknown,11134186;9827656
CREB1,UXT,Activation,17761951
CREB1,VIP,Unknown,1847391
CREB1,XPC,Unknown,21507255
CREB3,CXCR4,Activation,20473547
CREB5,ATP6V0E1,Activation,21132541
CREB5,CFB,Activation,21132541
CREB5,DGKG,Activation,21132541
CREB5,DGKG,Repression,21132541
CREB5,LGALS3BP,Repression,21132541
CREB5,LY96,Repression,21132541
CREB5,MAPKAPK3,Activation,21132541
CREB5,MX1,Activation,21132541
CREB5,RASGRP3,Repression,21132541
CREB5,RDX,Repression,21132541
CREB5,STAT1,Repression,21132541
CREB5,TGFBR3,Activation,21132541
CREB5,TNFRSF11B,Repression,21132541
CREBBP,ALOX15,Activation,12517954
CREBBP,BRCA1,Unknown,23285190
CREBBP,CCK,Unknown,15030385
CREBBP,CDKN1A,Activation,15286705
CREBBP,CREB1,Activation,19564345
CREBBP,CSF2,Unknown,20439113
CREBBP,EGFR,Unknown,21464950
CREBBP,EP300,Unknown,15154850
CREBBP,EZH2,Unknown,25088689
CREBBP,HINFP,Activation,17826007
CREBBP,HOXA10,Activation,16849538
CREBBP,HOXA9,Activation,16849538
CREBBP,IL4,Activation,10946277
CREBBP,INSM1,Activation,17300785
CREBBP,IRF1,Activation,18497060
CREBBP,PCK2,Unknown,10085123;11997389
CREBBP,PPARA,Unknown,10542237
CREBBP,PSMC5,Activation,22771340
CREBBP,PTGS2,Unknown,11278336
CREBBP,RAD51,Unknown,23285190
CREBBP,RARA,Unknown,21110951
CREBBP,RS1,Unknown,18927113
CREBBP,S100A4,Unknown,17143014
CREBBP,TP53,Unknown,15154850
CREBBP,TRIM22,Unknown,23670564
CREG1,HSPA4,Repression,9710587
CREM,ACE,Activation,8901568
CREM,CCL4,Repression,16443828
CREM,CREB1,Repression,11988318
CREM,IL2,Repression,15841182
CREM,IL2,Unknown,12370343
CREB1,IBSP,Unknown,23485603
CRTC1,PPARGC1A,Activation,10893434
CTBP1,BRCA1,Repression,20818429
CTCF,ANG,Unknown,24659782
CTCF,APP,Activation,11706010;9407128
CTCF,APP,Repression,11706010
CTCF,ASAP2,Unknown,23999061
CTCF,BRCA1,Unknown,19466541;24725430
CTCF,CCND1,Unknown,18625744
CTCF,CELSR3,Unknown,25113559
CTCF,CSF2,Unknown,19158269
CTCF,IGF2,Unknown,18458536;20966046;21536749;24725430
CTCF,MYC,Activation,19568426
CTCF,MYC,Repression,12032779;12524457
CTCF,MYC,Unknown,24725430;9591631
CTCFL,BAG1,Activation,18413740
CTNNB1,AR,Unknown,16141201
CTNNB1,BIRC5,Unknown,19662654;19778454
CTNNB1,CCND1,Activation,17109766;20300972
CTNNB1,CCND1,Repression,16628468
CTNNB1,CCND1,Unknown,18679417;19662654;19778454
CTNNB1,CD44,Unknown,17724465
CTNNB1,CHGA,Unknown,21551321
CTNNB1,CLDN2,Activation,14751232
CTNNB1,FST,Unknown,24667650
CTNNB1,GLCE,Unknown,22805760
CTNNB1,GLI2,Unknown,19797115
CTNNB1,JUN,Activation,20300972
CTNNB1,JUN,Unknown,19671687
CTNNB1,MMP14,Activation,21517265
CTNNB1,MMP7,Activation,11158322;15000152
CTNNB1,MYC,Activation,20300972;21533051
CTNNB1,MYC,Unknown,17724465;18679417;19662654;19778454
CTNNB1,NCOA2,Unknown,16141201
CTNNB1,NRCAM,Unknown,17724465
CTNNB1,PLD1,Activation,20442281
CTNNB1,PPARD,Unknown,17724465
CTNNB1,PTGS2,Unknown,11396184
CTNNB1,RB1,Repression,16628468
CTNNB1,STARD7,Activation,21622533
CTNNB1,TCF7,Unknown,17724465
CTNNB1,VIM,Activation,12750294
CTNNBIP1,MMP14,Unknown,14639622
CTNNBIP1,STMN2,Unknown,16712787
CUX1,CDKN1B,Unknown,19332113
CUX1,CFTR,Unknown,10075672
CUX1,CR2,Unknown,19487031
CUX1,CYBB,Activation,14605447
CUX1,ECT2,Unknown,21886810
CUX1,FTO,Unknown,23341774
CUX1,RACGAP1,Unknown,21886810
CUX1,WNT5A,Activation,17227781;23359789
DDB1,CDKN2A,Unknown,19208841
DDB2,BCL2,Repression,20013802
DDB2,SOD2,Repression,18431487
DDIT3,ANKRD1,Repression,19299913
DDIT3,ASNS,Repression,18940792
DDIT3,ATF2,Repression,16164412
DDIT3,ATF5,Repression,16164412
DDIT3,ATG5,Activation,20038797
DDIT3,CDK2,Unknown,20017906
DDIT3,CEBPA,Repression,21983012
DDIT3,CXCL8,Unknown,18772138
DDIT3,IL6,Activation,12706815
DDIT3,MAP1LC3B,Activation,20038797
DDIT3,MCL1,Unknown,22253918
DDIT3,NOS3,Repression,22265908
DDIT3,RTN3,Activation,17191123
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
DDIT3,TF,Unknown,12939601
DDIT3,TNFRSF10B,Activation,15322075;15994939;18593935;18794136;21044953;21726997;21941003
DDIT3,TNFRSF10B,Repression,18172319;21941003
DDIT3,TNFRSF10B,Unknown,20157774;22328338
DDIT3,TRIB3,Activation,15775988;18940792
DDX5,IGF2,Unknown,20966046
DEK,BCL2,Activation,17685435
DEK,CXCL8,Unknown,16829531
DLX4,BRCA1,Repression,20877436
DLX5,MYC,Activation,19497851
DMAP1,ATM,Unknown,23318425
DMAP1,BAX,Unknown,24559687
DMAP1,DNMT1,Unknown,20864525
DNMT1,BAG1,Unknown,18413740
DNMT1,BIRC5,Repression,17124180
DNMT1,BMP2,Repression,21551187
DNMT1,CASP8,Repression,20398055
DNMT1,CDH1,Repression,18049164
DNMT1,CDH1,Unknown,21846773
DNMT1,CDKN2A,Repression,17934516
DNMT1,CDKN2A,Unknown,17490527
DNMT1,CDKN2B,Unknown,19545050
DNMT1,CXCR4,Repression,19932585
DNMT1,EPCAM,Unknown,20940408
DNMT1,ESR1,Unknown,21655924;23242655
DNMT1,GAD1,Repression,19029285
DNMT1,HDAC1,Unknown,24475290
DNMT1,IL3,Repression,15735013
DNMT1,IL32,Repression,20889550
DNMT1,KIR2DL3,Unknown,19628706
DNMT1,MBD2,Repression,15618232
DNMT1,MGMT,Unknown,18555750
DNMT1,MSH2,Activation,16473673
DNMT1,PROM1,Unknown,20196115
DNMT1,RASSF1,Unknown,24247422
DNMT1,RB1,Repression,17934516
DNMT1,RELN,Repression,19029285
DNMT1,RGS10,Unknown,24475290
DNMT1,RUNX3,Unknown,22274925
DNMT1,SFRP1,Unknown,23770846;24374650
DNMT1,SFRP5,Unknown,24374650
DNMT1,TERT,Activation,19914212
DNMT1,TIMP3,Repression,22982189
DNMT1,TNFRSF10B,Repression,20398055
DNMT1,TP53,Unknown,24006445
DNMT1,VEGFA,Activation,17934516
DNMT3A,CDH6,Repression,19070387
DNMT3A,CDKN1A,Unknown,24957603
DNMT3A,CDKN2A,Unknown,17490527
DNMT3A,IGFBP3,Repression,19070387
DNMT3A,JUP,Unknown,17998942
DNMT3A,POU5F1,Unknown,22867868
DNMT3A,SETDB1,Unknown,16682412
