TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
E2F1,ISYNA1,Activation,15464731
E2F1,KDR,Unknown,20516113
E2F1,KIF2C,Activation,23610368
E2F1,KIF2C,Repression,18440323
E2F1,KIR3DL1,Activation,18358829
E2F1,LRBA,Activation,15064745
E2F1,MAP1LC3A,Activation,18408756
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MAP3K5,Unknown,16512785;19610065
E2F1,MAPK8,Unknown,20800677
E2F1,MCL1,Repression,11705881
E2F1,MCM5,Unknown,17210690
E2F1,MCM8,Unknown,16325355
E2F1,MCPH1,Activation,22136275
E2F1,MDM2,Repression,20837136
E2F1,MEFV,Activation,20805247
E2F1,MIR202,Unknown,24337320
E2F1,MT1G,Activation,15735762
E2F1,MUC4,Activation,22537161
E2F1,MYB,Unknown,8137237
E2F1,MYBL2,Activation,14618416;16299810
E2F1,MYC,Activation,11705881
E2F1,MYCN,Activation,14645238
E2F1,MYH10,Unknown,8931991
E2F1,NELL2,Unknown,23829315
E2F1,NOX4,Activation,18554521
E2F1,NPAT,Activation,12665581
E2F1,NRIP1,Activation,22629304
E2F1,PCNA,Activation,14618416
E2F1,PCSK6,Activation,17825503
E2F1,PDK4,Repression,21625432
E2F1,PEG10,Unknown,18625225
E2F1,PIN1,Unknown,20376080
E2F1,PLK1,Activation,24076372
E2F1,PNRC2,Repression,16181749
E2F1,PPARG,Activation,12110166
E2F1,PPARG,Unknown,20971808
E2F1,PPP1R13B,Activation,15706352;21479363
E2F1,PTPRO,Unknown,18644370
E2F1,RACGAP1,Unknown,21886810
E2F1,RAD51,Unknown,23285190
E2F1,RASGEF1B,Activation,18396012
E2F1,RASGRP1,Activation,18396012
E2F1,RB1,Activation,8264596
E2F1,RBM38,Activation,22798430
E2F1,RNF2,Unknown,17873902
E2F1,RPA2,Unknown,11313881
E2F1,RRM1,Activation,14618416
E2F1,RRM2,Activation,19416980
E2F1,RRP1B,Unknown,20040599
E2F1,SERPINB5,Activation,20197383
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,SIVA1,Activation,15105421
E2F1,SIVA1,Activation,15105421
E2F1,SKP2,Activation,23352642
E2F1,SKP2,Unknown,17483325;20424123;23348237;24574749
E2F1,TERT,Activation,21411498;22207128
E2F1,TERT,Repression,21411498;22207128
E2F1,THBS1,Activation,20976175
E2F1,TLR3,Repression,22310660
E2F1,TNF,Unknown,17707233
E2F1,TNFSF11,Activation,18381203
E2F1,TOP2A,Activation,11313881
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,TP53BP2,Activation,15706352
E2F1,TP53BP2,Unknown,19610065
E2F1,TP53INP1,Activation,15706352
E2F1,TP73,Activation,11115495;12766778;17980704
E2F1,TP73,Unknown,11988839;19188449
E2F1,TYMS,Activation,14618416;9748140
E2F1,TYMS,Unknown,10914714;14679120
E2F1,UHRF1,Activation,12838312;15361834
E2F1,UHRF1,Unknown,23023523
E2F1,ULK1,Activation,18408756
E2F1,VEGFA,Repression,20639906
E2F1,WWOX,Repression,15044096
E2F1,XRCC1,Activation,19031698
E2F1,ZNF350,Unknown,22768064
E2F6,E2F1,Repression,18562691
E2F7,E2F1,Repression,18202719
E2F8,E2F1,Repression,18202719
EAPP,MAOB,Repression,20980443
EGR1,GDNF,Unknown,9729303
EGR1,PTGS2,Repression,15517885
EGR2,PTGS2,Unknown,24007274
EGR3,CAT,Activation,1906159
ELF3,MMP9,Repression,18302674
ELF3,PTGS2,Unknown,15794755
ELF4,MMP9,Repression,12438253
ELL,BAX,Repression,15851483
ELL,E2F1,Repression,24344198
ENO1,PTGS2,Unknown,19846662
EP300,MMP9,Activation,18985009
EP300,PTGS2,Activation,12471036
EP300,PTGS2,Unknown,12057991;17237818;17395887
ERCC2,BAX,Activation,22387547
ERCC2,BCL2,Repression,22387547
ERCC2,E2F1,Unknown,9400991
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,E2F1,Unknown,10446910;12697671
ETS1,BAX,Repression,17213822
ETS1,MMP9,Activation,22270366
ETS1,MMP9,Unknown,10949659;11556732
ETS2,MMP9,Activation,12438253
ETV1,CAT,Unknown,19763505
ETV4,PTGS2,Activation,11274170
FOS,MMP9,Activation,18809380;21238464
FOS,MMP9,Repression,21474819
FOS,MMP9,Unknown,10935492;11774399
FOS,NPY,Unknown,8036020
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOXA1,BCL2,Repression,19127412
FOXO4,CREB1,Activation,20136501
GATA2,NOS3,Activation,10713142
GATA4,NOS3,Activation,14555463
GFI1,BAX,Repression,17213822
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI2,BCL2,Activation,16880536;21135115
HCFC1,E2F1,Activation,17612494;19763085
HDAC1,E2F1,Repression,9724731
HDAC1,MMP9,Repression,22879913
HDAC1,NOS3,Unknown,22848708
HDAC1,PTGS2,Activation,17395887
HDAC1,RELN,Repression,19029285
HDAC4,PTGS2,Activation,18820298
HES1,E2F1,Repression,15467735
HIC1,E2F1,Repression,19486893
HIF1A,BAX,Activation,15706354
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,SLC29A1,Repression,19853583
HMGA1,PTGS2,Activation,22898640
HMGA1,SLC2A3,Activation,22706202
HOXA1,BCL2,Activation,12482855;15665309
IKBKB,MMP9,Repression,18600306
ING1,BAX,Activation,15662138;16325212
ING2,BCL2,Repression,15748897
ING4,BAX,Activation,20707719
ING4,BCL2,Repression,19895734;20707719
ING4,PTGS2,Repression,18399550
IRF1,BCL2,Repression,10918594
IRF1,E2F1,Repression,22200613
IRF1,MMP9,Unknown,12105194
JUN,MMP9,Activation,15777790;18809380
JUN,MMP9,Repression,21474819
JUN,MMP9,Unknown,10935492;11774399
JUN,NOS3,Unknown,11382920
JUN,NPY,Unknown,8036020
JUN,PPARD,Activation,18625220
JUN,PTGS2,Activation,15772294;18294142;9620167
JUN,PTGS2,Unknown,11278336;12057991;16339564;17556653;20237399
JUNB,PTGS2,Activation,9620167
JUND,PTGS2,Activation,9620167
KHDRBS1,LEP,Activation,21672929
KLF2,NOS3,Activation,22987017
KLF5,MMP9,Activation,18617520
KLF6,MMP9,Repression,17071613;22211962
KLF8,MMP9,Activation,21151179
MAL,MMP9,Unknown,19724058
MAZ,MMP9,Unknown,16148153
MECP2,RELN,Repression,19029285
MEF2A,PPARGC1A,Unknown,18222924
MITF,PPARGC1A,Activation,23416000
MLLT10,BAX,Repression,15851483
MLLT3,BAX,Repression,15851483
MSX2,BCL2,Repression,21730974
MTA1,MMP9,Unknown,12431981
MYB,BCL2,Activation,11675351
MYB,BCL2,Repression,20659323
MYB,BCL2,Unknown,16088151
MYC,BCL2,Unknown,18809243
MYCN,BAX,Activation,19885598
NCOA3,BCL2,Activation,22213475
NF1,MBP,Unknown,9765312
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CFTR,Activation,20309604
NFE2L2,CFTR,Repression,20309604
NFE2L2,CXCL8,Activation,21925595
NFE2L2,GCLC,Repression,22459801
NFE2L2,GCLC,Unknown,16054171
NFE2L2,GSS,Unknown,15890065;22213475
NFE2L2,GSTA1,Activation,16551619
NFE2L2,GSTA1,Repression,22459801
NFE2L2,HBB,Unknown,15206576
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,KRT16,Activation,18629308
NFE2L2,MTHFR,Activation,16551619
NFE2L2,NQO1,Activation,11013233
NFE2L2,NQO1,Repression,22459801
NFE2L2,NQO1,Unknown,11035254
NFE2L2,SDHB,Unknown,9492280
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFE2L2,UGT2B7,Activation,18622263
NFIB,MBP,Activation,1699939
NFIL3,PTGS2,Unknown,1620116
NFKB1,BAX,Repression,18158998
NFKB1,BAX,Unknown,20056115
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,E2F1,Unknown,16725311
NFKB1,GDNF,Unknown,9729303
NFKB1,MMP9,Activation,10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21963718
NFKB1,MMP9,Repression,15605368;18566231
NFKB1,MMP9,Unknown,11376631;12105194;14755547;15175338;17158602;17673602;17922642;18357389;19662350;19783786;20103608;20332461;7860222;9500201;9679762
NFKB1,NOS3,Activation,17081374;17644577
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKBIA,MMP9,Unknown,11376631
NFYA,OGG1,Activation,14688259
NFYA,OGG1,Unknown,17989114
NHLH2,MAOA,Activation,22169038
NR0B2,E2F1,Repression,18657049
NR0B2,PTGS2,Activation,21613300
NR1I2,BCL2,Activation,16085054
NR2F2,E2F1,Unknown,22734039
NR3C1,BAX,Activation,17496926
NR3C1,MAOA,Unknown,16728402
NR4A1,E2F1,Activation,12947120
PA2G4,E2F1,Repression,16254079
PA2G4,E2F1,Unknown,17786317
PARP1,BCL2,Repression,20564216
PARP1,E2F1,Activation,14627987
PAWR,BCL2,Repression,11912153;9989812
PAX5,BAX,Activation,22105368
PAX5,BCL2,Repression,22105368
PAX8,E2F1,Activation,21602887
PER1,BAX,Repression,19675098
PER1,BCL2,Activation,19675098
PGR,BCL2,Activation,17785366
PGR,BCL2,Unknown,9306964
PGR,DUSP1,Activation,22020934
PGR,E2F1,Activation,20123965
PGR,PTGS2,Repression,18483177
PML,BAX,Activation,16007146
POLR1A,E2F1,Repression,21878508
PPARA,MMP9,Repression,21840940
PPARA,PTGS2,Activation,11412039
PPARD,ANG,Repression,17511960
PPARD,ANGPTL4,Repression,15190076
PPARD,CAT,Activation,18048767
PPARD,HSD11B2,Repression,15591138
PPARD,LPL,Activation,10634806
PPARD,PDK4,Activation,15955060
PPARD,SAT1,Activation,14506281
PPARD,SOD1,Activation,18048767
PPARD,TIMP1,Activation,17511960
PPARD,TXN,Activation,18048767
PPARG,BCL2,Activation,15067355
PPARG,BCL2,Repression,14960510
PPARG,CAT,Unknown,20075562
PPARG,MMP9,Repression,20021931
PPARG,PTGS2,Activation,11412039
PPARG,PTGS2,Repression,14555539;16506021
PPARG,PTGS2,Unknown,10827178;11278336
PPARGC1A,ALDOB,Activation,16891307
PPARGC1A,APOA5,Activation,16891307
PPARGC1A,APOC3,Activation,16891307
PPARGC1A,CYP2C9,Unknown,16882880
PPARGC1A,CYP7A1,Activation,16891307
PPARGC1A,MFN2,Activation,17828388
PPARGC1A,MLYCD,Unknown,16434556
PPARGC1A,OTC,Activation,16891307
PPARGC1A,PCK2,Activation,16891307
RARA,MAOB,Unknown,19401466
RB1,E2F1,Repression,12460790;1534305;21602887;9326598;9400991;9671466
RB1,E2F1,Unknown,11939591;8575214
RELA,BAX,Repression,18158998
RELA,BAX,Unknown,20056115
RELA,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
RELA,BCL2,Repression,15120608;18031796;18566231
RELA,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
RELA,E2F1,Unknown,16725311
RELA,MMP9,Activation,10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21238464;21963718
RELA,MMP9,Repression,15086314;15605368;18566231
RELA,MMP9,Unknown,11376631;12105194;14755547;15175338;17158602;17673602;17922642;18357389;19662350;19783786;20103608;20332461;7860222;9500201;9679762
RELA,NOS3,Activation,17081374
RELA,PPARD,Repression,14708613
RELA,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
RELA,PTGS2,Repression,12622742;15517885
RELA,PTGS2,Unknown,12067569;12349897;12871860;14645117;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
RORA,E2F1,Unknown,24891616
RUNX3,MMP9,Repression,21128246
SATB1,BCL2,Activation,20564216
SATB1,BCL2,Unknown,21310710
SETBP1,PTGS2,Repression,18419541
SIM2,BCL2,Repression,21729534
SIN3A,E2F1,Repression,16254079
SIRT1,MMP9,Repression,19376817;21474819
SMAD2,BCL2,Unknown,24739390
SMAD3,MMP9,Repression,15086314
SMAD4,BCL2,Unknown,24739390
SNAI2,MMP9,Activation,22074556
SOX10,MBP,Unknown,11734543
SP1,BAX,Unknown,11278953
SP1,BCL2,Unknown,10542244
SP1,CAT,Unknown,11479230
SP1,CREB1,Unknown,17937658
SP1,E2F1,Unknown,10446910
SP1,HTT,Activation,22399227
SP1,LEP,Activation,18559540
SP1,MAOB,Unknown,11259630;20980443
SP1,MMP9,Activation,19616522;21963718
SP1,MMP9,Unknown,11060311;18357389;7860222
SP1,NOS3,Activation,10713142;12270858;18624763
SP1,NOS3,Unknown,15722551
SP1,NPY,Unknown,2376581
SP1,PTGS2,Activation,15767339
SP1,PTGS2,Repression,15767339
SP1,SLC29A1,Repression,18064606
SP2,MMP9,Repression,17071613
SP3,MAOB,Unknown,11259630
SP3,NOS3,Activation,14555463
SP4,MAOB,Activation,11259630
SPDEF,MMP9,Repression,20550708;22761428
SRF,CREB1,Repression,1531519
SRF,MMP9,Unknown,19724058
STAT1,BAX,Unknown,17346710
STAT1,MMP9,Repression,19965686
STAT1,PTGS2,Activation,12586443
STAT1,PTGS2,Unknown,10433370;16685393
STAT2,PTGS2,Activation,12586443
STAT2,RCAN1,Unknown,22426484
STAT3,BCL2,Activation,15184887;15805299;18839277;19926637;21435102;22504301
STAT3,BCL2,Repression,22313388
STAT3,BCL2,Unknown,18320073;20043094;20446017;21172343;21344490;21385902
STAT3,FAAH,Activation,12556536
STAT3,LEP,Activation,18242580;19492417
STAT3,MMP9,Repression,20067773
STAT3,PTGS2,Activation,20145033
STAT3,PTGS2,Unknown,21172343
STAT6,CNR1,Activation,18156315
STAT6,DUSP1,Unknown,18342537
STAT6,PTGS2,Activation,17237818
TBP,BCL2,Repression,11313951
TBP,E2F1,Unknown,9400991
TBR1,RELN,Unknown,19165920
TCF4,BCL2,Unknown,23671559
TCF7L2,PTGS2,Unknown,11396184
TFAP2A,BCL2,Repression,16533807
TFAP2A,HTT,Unknown,11483245
TFAP2A,MMP9,Activation,17224907
TFAP2A,MMP9,Repression,17224907
TFAP2A,PTGS2,Unknown,16423197
TFAP2B,DRD1,Unknown,10640692
TFDP3,E2F1,Unknown,23212661
TP53,BAX,Activation,10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53,BAX,Unknown,10559267;11278953;12851404;15988033;19067706;21859835
TP53,BCL2,Repression,11313951;17693666;19411072;20428827;9000137
TP53,BCL2,Unknown,21859835
TP53,DUSP1,Activation,12890671;15611668
TP53,E2F1,Repression,8557038
TP53,OGG1,Activation,16293709
TP53,PPARGC1A,Unknown,19139068
TP63,BAX,Activation,16007146
TP73,BAX,Unknown,19067706
TP73,E2F1,Unknown,19363520
TRIM16,E2F1,Repression,20729920
TWIST1,BCL2,Unknown,23095743
USF1,PTGS2,Repression,18817855
USF2,PTGS2,Unknown,12057991
WT1,BCL2,Unknown,12644474
WWTR1,BAX,Activation,22470139
YBX1,E2F1,Unknown,22205655
ZBTB16,BCL2,Repression,14769944
ZBTB7A,SLC2A3,Repression,25184678
ZNRD1,BCL2,Activation,16373708;16609701
