TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
CLOCK,CRY2,Activation,22750052
CLOCK,CRY2,Unknown,17660446
CLOCK,DEC1,Activation,14672706
CLOCK,KAT5,Unknown,18458078
CLOCK,NAMPT,Activation,19299583
CLOCK,NR0B2,Activation,20674862
CLOCK,NR3C1,Repression,21164265
CLOCK,PER1,Activation,17994337;22750052
CLOCK,PER1,Unknown,17660446;20551151;21479263
CLOCK,PER2,Activation,22750052
CLOCK,PER2,Unknown,17660446
CLOCK,PER3,Activation,22750052
CLOCK,STAR,Activation,17431006
CLOCK,TPO,Unknown,22284746
COPS5,VEGFA,Activation,12542982
CREB1,ACACA,Activation,19842072
CREB1,ADRA1A,Unknown,10520459
CREB1,AQP3,Unknown,18495115
CREB1,AR,Unknown,15994978;21457548
CREB1,BCL2,Activation,17290286
CREB1,BCL2,Unknown,10542244;19626458
CREB1,BCL2L11,Unknown,20367563
CREB1,BDKRB1,Unknown,10842322
CREB1,BDKRB2,Unknown,15632413
CREB1,BDNF,Activation,11719924
CREB1,CASP8,Activation,18342014
CREB1,CCK,Unknown,15030385;15073527
CREB1,CCL5,Unknown,11413310
CREB1,CD4,Unknown,9765424
CREB1,CGA,Unknown,10341006
CREB1,CRTC1,Unknown,17334997
CREB1,CXCR4,Unknown,11874984
CREB1,CYP11A1,Unknown,11057754
CREB1,CYP11B1,Unknown,11196473
CREB1,CYP11B2,Unknown,11196473
CREB1,CYP17A1,Unknown,2543297
CREB1,CYP19A1,Activation,15955695;16740737
CREB1,ERBB2,Unknown,10698518
CREB1,ETV3,Activation,14754893
CREB1,FLT1,Unknown,7499271
CREB1,FOS,Unknown,12432566
CREB1,FOXA1,Unknown,22577344
CREB1,GABPA,Unknown,10585419
CREB1,GRPR,Activation,18483184
CREB1,GSK3A,Unknown,11579131
CREB1,GSK3B,Unknown,11579131
CREB1,HLA-DOB,Unknown,12938212
CREB1,HLA-DQB1,Unknown,1324879
CREB1,HMOX1,Repression,14523007
CREB1,HPGD,Unknown,10650939
CREB1,IFNG,Activation,20006311;20685939
CREB1,IFNG,Repression,11907114
CREB1,IFNG,Unknown,7759501
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL2,Unknown,8814256
CREB1,IL5RA,Unknown,9742933
CREB1,IL6,Activation,8725624
CREB1,JUN,Repression,8647095
CREB1,JUN,Unknown,10403485
CREB1,LAPTM4B,Unknown,23469012
CREB1,LYL1,Activation,23000483
CREB1,MC2R,Activation,17712720
CREB1,MITF,Activation,19937254
CREB1,MMP2,Unknown,10506168
CREB1,MSMB,Unknown,9704017
CREB1,MUC4,Activation,19757157
CREB1,MUC4,Unknown,11418607
CREB1,MUC5AC,Activation,18676374
CREB1,NDC80,Activation,17822787
CREB1,NF1,Unknown,10435592
CREB1,NMNAT2,Unknown,22027994
CREB1,NOLC1,Activation,21266110
CREB1,NPY,Unknown,12967770
CREB1,NR2F1,Repression,15955695
CREB1,NR2F6,Repression,15955695
CREB1,NR4A3,Unknown,10701778
CREB1,NR5A2,Activation,18191017
CREB1,NRF1,Unknown,20587593
CREB1,NTS,Unknown,7791794
CREB1,ODC1,Unknown,1356108
CREB1,PCSK1,Activation,8999965
CREB1,PLAT,Repression,8647095
CREB1,PLAU,Unknown,11776974
CREB1,POLD2,Unknown,10978529
CREB1,PPM1D,Unknown,19015127
CREB1,PPP2CA,Activation,17526027
CREB1,PPP2R2B,Activation,20533062
CREB1,PRL,Unknown,17187171
CREB1,PSEN1,Activation,11116137
CREB1,PTGES,Unknown,20688046
CREB1,PTGS2,Activation,22919060
CREB1,RP1,Unknown,11593399
CREB1,RRM2B,Unknown,11978967
CREB1,SLC19A1,Unknown,11078737
CREB1,SLC20A1,Activation,11722845
CREB1,SLC22A8,Unknown,16809478
CREB1,SLC39A1,Unknown,19026724
CREB1,SMAD6,Activation,14755548
CREB1,SNAI1,Repression,15955695
CREB1,SNAI2,Repression,15955695
CREB1,SOX9,Unknown,17289023
CREB1,SPRY2,Unknown,14644509
CREB1,STMN1,Unknown,23000483
CREB1,TH,Unknown,11108136
CREB1,TLR9,Unknown,15294971
CREB1,TRH,Unknown,11134186;9827656
CREB1,UXT,Activation,17761951
CREB1,VIP,Unknown,1847391
CREB1,XPC,Unknown,21507255
CREBBP,CREB1,Activation,19564345
CREBBP,CSF2,Unknown,20439113
CREBBP,IL4,Activation,10946277
CREBBP,PPARA,Unknown,10542237
CREBBP,PTGS2,Unknown,11278336
CREBBP,TP53,Unknown,15154850
CREG1,HSPA4,Repression,9710587
CREM,ACE,Activation,8901568
CREM,FHL5,Unknown,16687568
CREM,CREB1,Repression,11988318
CREM,TH,Unknown,11108136
CREM,ZAP70,Unknown,16237091
CREB1,IBSP,Unknown,23485603
CRTC1,PPARGC1A,Activation,10893434
CTBP1,BRCA2,Repression,18765668
CTCF,APP,Activation,11706010;9407128
CTCF,APP,Repression,11706010
CTCF,CSF2,Unknown,19158269
CTCF,IGF2,Unknown,18458536;20966046;21536749;24725430
CTCF,PTPRG,Unknown,21150880
CTCF,SLC6A4,Unknown,15229244;17360901;21309950;23765727
CTNNB1,AR,Unknown,16141201
CTNNB1,BIRC5,Unknown,19662654;19778454
CTNNB1,CCND1,Activation,17109766;20300972
CTNNB1,CCND1,Repression,16628468
CTNNB1,CCND1,Unknown,18679417;19662654;19778454
CTNNB1,CD44,Unknown,17724465
CTNNB1,CHGA,Unknown,21551321
CTNNB1,CLDN2,Activation,14751232
CTNNB1,FST,Unknown,24667650
CTNNB1,GLCE,Unknown,22805760
CTNNB1,GLI2,Unknown,19797115
CTNNB1,JUN,Activation,20300972
CTNNB1,JUN,Unknown,19671687
CTNNB1,MMP14,Activation,21517265
CTNNB1,MMP7,Activation,11158322;15000152
CTNNB1,MYC,Activation,20300972;21533051
CTNNB1,MYC,Unknown,17724465;18679417;19662654;19778454
CTNNB1,NCOA2,Unknown,16141201
CTNNB1,NRCAM,Unknown,17724465
CTNNB1,PLD1,Activation,20442281
CTNNB1,PPARD,Unknown,17724465
CTNNB1,PTGS2,Unknown,11396184
CTNNB1,RB1,Repression,16628468
CTNNB1,STARD7,Activation,21622533
CTNNB1,TCF7,Unknown,17724465
CTNNB1,VIM,Activation,12750294
CUX1,CDKN1B,Unknown,19332113
CUX1,CFTR,Unknown,10075672
CUX1,CR2,Unknown,19487031
CUX1,CYBB,Activation,14605447
CUX1,ECT2,Unknown,21886810
CUX1,FTO,Unknown,23341774
CUX1,RACGAP1,Unknown,21886810
CUX1,WNT5A,Activation,17227781;23359789
DDB2,BCL2,Repression,20013802
DDB2,SOD2,Repression,18431487
DDIT3,CXCL8,Unknown,18772138
DDIT3,IL6,Activation,12706815
DDIT3,NOS3,Repression,22265908
DDIT3,RTN3,Activation,17191123
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
DDIT3,TF,Unknown,12939601
DDX5,IGF2,Unknown,20966046
DEK,BCL2,Activation,17685435
DEK,CXCL8,Unknown,16829531
DLX5,IBSP,Activation,16000302
DLX5,IBSP,Unknown,23485603
DLX5,IGFBP3,Unknown,17278996
DLX5,IRS2,Activation,21045156
DLX5,MYC,Activation,19497851
DMAP1,BAX,Unknown,24559687
DNMT1,CASP8,Repression,20398055
DNMT1,ESR1,Unknown,21655924;23242655
DNMT1,MSH2,Activation,16473673
DNMT1,RELN,Repression,19029285
DNMT1,TP53,Unknown,24006445
DNMT1,VEGFA,Activation,17934516
DR1,PTGS2,Activation,11840453
E2F1,ABCB1,Activation,23542036
E2F1,BCL2,Activation,11559537;12679318
E2F1,CD2AP,Activation,22880102
E2F1,CDK1,Activation,14618416
E2F1,CUX1,Unknown,18347061
E2F1,DAPK2,Activation,18521079
E2F1,FMN2,Unknown,23839046
E2F1,IL1B,Unknown,17707233
E2F1,MAPK8,Unknown,20800677
E2F1,PIN1,Unknown,20376080
E2F1,PPARG,Activation,12110166
E2F1,PPARG,Unknown,20971808
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,TNF,Unknown,17707233
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,VEGFA,Repression,20639906
E2F1,WWOX,Repression,15044096
E2F2,CUX1,Unknown,18347061
E2F3,CDK1,Unknown,16909110
E2F3,CUX1,Unknown,18347061
E2F3,MAPK8,Unknown,20800677
E2F3,VEGFA,Unknown,21372519
E2F4,CUX1,Unknown,18347061
E2F4,PPARG,Repression,12110166
EAPP,ABCB1,Activation,23542036
EAPP,MAOB,Repression,20980443
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ABCB1,Unknown,10392899;10860921
EGR1,ACE,Activation,12433834
EGR1,ACE,Unknown,14679188
EGR1,ACHE,Unknown,7559515
EGR1,ALOX5,Activation,9062372
EGR1,ALOX5,Repression,15517885
EGR1,ALOX5,Unknown,10436859
EGR1,CDK5R1,Activation,15289351
EGR1,CXCL8,Repression,15517885
EGR1,CXCL8,Unknown,19837667
EGR1,FAS,Repression,9300687
EGR1,GDNF,Unknown,9729303
EGR1,IFNG,Unknown,8900159
EGR1,IGF2,Activation,8634146
EGR1,IGF2,Unknown,10606246;11336542;9610618
EGR1,IL2RB,Unknown,9199305
EGR1,IL6,Repression,15517885
EGR1,LDLR,Activation,12235180
EGR1,LDLR,Unknown,12947119
EGR1,PLAU,Activation,21283769
EGR1,PPARG,Unknown,12011097
EGR1,PSEN2,Unknown,14585504
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,TH,Unknown,20124442
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EGR2,IGF2,Unknown,9610618
EGR2,IL6,Unknown,24007274
EGR2,PTGS2,Unknown,24007274
EGR3,CAT,Activation,1906159
EIF2AK2,CD4,Unknown,8995707
EIF2AK2,IRS2,Unknown,20685959
ELF1,BRCA2,Unknown,10557089
ELF1,CD68,Activation,12676954
ELF2,VCP,Activation,18544453
ELF3,MMP9,Repression,18302674
ELF3,PTGS2,Unknown,15794755
ELF4,CXCL8,Activation,14625302
ELF4,CXCL8,Repression,12438253
ELF4,MMP9,Repression,12438253
ELF4,TP53,Repression,20805247
ELK1,PSEN1,Activation,12750007
ELL,BAX,Repression,15851483
EN1,UTRN,Repression,21672318
ENO1,HSD3B2,Unknown,15642786
ENO1,MYC,Repression,10681589;9119380
ENO1,MYC,Unknown,10528225;10802057;18490439;20412594;7880838
ENO1,MYCN,Unknown,15382088
ENO1,PTGS2,Unknown,19846662
EOMES,IFNG,Unknown,20056084
EP300,ABCB1,Unknown,22154511
EP300,CXCL8,Unknown,19966855
EP300,EPO,Activation,20368990
EP300,GFAP,Activation,20414733
EP300,IFNG,Activation,12836278
EP300,IGF1,Unknown,18281476
EP300,IL6,Unknown,19966855
EP300,MMP9,Activation,18985009
EP300,PARP1,Unknown,17065349
EP300,PTGS2,Activation,12471036
EP300,PTGS2,Unknown,12057991;17237818;17395887
EP300,VEGFA,Activation,22789427
EPAS1,MSC,Activation,21081659
EPAS1,SERPINE1,Activation,15039136
EPAS1,VEGFA,Activation,11301389;11751212;16900513;19080330
EPAS1,VEGFA,Unknown,15156561;16920734
ERCC2,BAX,Activation,22387547
ERCC2,BCL2,Repression,22387547
ERCC2,TP53,Activation,22387547
ERF,UTRN,Repression,17507653
ERG,ADAMTS1,Activation,19396168
ERG,CXCL8,Repression,19359602;22235125
ERG,HMOX1,Unknown,10022513
ERG,KCNN2,Unknown,23185447
ESR1,ABCG2,Unknown,10342828
ESR1,AHR,Unknown,10620335
ESR1,AMH,Activation,13678390
ESR1,AR,Activation,22391641
ESR1,AVP,Unknown,11089536
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,BLM,Activation,17268063
ESR1,BRCA1,Unknown,11782371
ESR1,BTG2,Repression,19117054
ESR1,CCNA2,Activation,17681750
ESR1,CCND1,Activation,12554765;15178330;17681750
ESR1,CCND1,Unknown,12929585;22892083
ESR1,CD24,Repression,18404683
ESR1,CDH1,Unknown,17893710
ESR1,CDK4,Unknown,22179484
ESR1,CDKN1A,Activation,11517191;15378598;16628468
ESR1,CDKN1A,Repression,17681750
ESR1,CDKN1B,Repression,17681750
ESR1,CEBPB,Unknown,19652226
ESR1,CHAT,Unknown,10037443
ESR1,CRH,Repression,12161509
ESR1,CRHBP,Activation,15345745
ESR1,CTNNB1,Repression,16628468
ESR1,CTSD,Unknown,10037443;19569049
ESR1,CXCL12,Unknown,18563714
ESR1,CYP19A1,Activation,12839940
ESR1,CYP1A1,Repression,15837795
ESR1,CYP1B1,Unknown,15126349
ESR1,CYP2C19,Repression,20675569
ESR1,DCT,Activation,15892717
ESR1,E2F1,Unknown,10446910;12697671
ESR1,EGFR,Unknown,12421825
ESR1,ESR1,Unknown,16636675
ESR1,ESRRA,Unknown,12960079
ESR1,F12,Activation,9794469
ESR1,FLT1,Unknown,17242190
ESR1,FOS,Unknown,10037443
ESR1,FOXP1,Activation,21901488
ESR1,GREB1,Activation,17666587
ESR1,GREB1,Unknown,21984905
ESR1,HSPB1,Activation,10960840
ESR1,HTRA2,Activation,21486948
ESR1,JAK2,Unknown,19876927
ESR1,JUN,Activation,11477071
ESR1,JUN,Unknown,10037443
ESR1,JUNB,Activation,11477071
ESR1,KDR,Activation,16574784
ESR1,KRT19,Activation,11026574
ESR1,MDM2,Unknown,12897156
ESR1,MICB,Unknown,23527639
ESR1,MMP13,Unknown,19185056
ESR1,MTA3,Unknown,15169784
ESR1,MYC,Unknown,11517191;19569049;22892083
ESR1,NQO1,Repression,20623181
ESR1,NR5A2,Unknown,16091743
ESR1,NRF1,Activation,21486948
ESR1,OXT,Unknown,10411324
ESR1,PELP1,Unknown,15087130
ESR1,PGR,Activation,10894148;12554765
ESR1,PGR,Unknown,10835496
ESR1,PLAC1,Activation,19652226
ESR1,PLAC1,Unknown,24304549
ESR1,PMAIP1,Activation,22216287
ESR1,PTMA,Repression,12149645
ESR1,RARA,Activation,9626663
ESR1,RET,Unknown,21737465;21947652
ESR1,RUNX2,Unknown,11604227
ESR1,SERPINB9,Unknown,11682627
ESR1,SERPINE1,Activation,15217907
ESR1,SP1,Unknown,19652226
ESR1,TAC3,Activation,14592957
ESR1,TERT,Activation,10805720;16690106;18754863
ESR1,TFF1,Activation,11517191;18543253
ESR1,TFF1,Unknown,10037443;21984905
ESR1,TGFA,Activation,11517191
ESR1,TGFA,Unknown,10828826
ESR1,TP53,Repression,17681750
ESR1,TYMS,Unknown,10875244
ESR1,UGT1A4,Activation,19546240
ESR1,UGT2B15,Activation,19487245
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR1,YWHAQ,Unknown,22329840
ESR1,ZEB1,Activation,22391641
ESR1,ZFHX3,Activation,21367855
ESR2,AVP,Unknown,11089536
ESR2,BRCA2,Repression,18765668
ESR2,CD68,Unknown,11517296
ESR2,CDKN1A,Activation,11517191
ESR2,CHAT,Unknown,10037443
ESR2,CRH,Repression,12161509
ESR2,CTSD,Unknown,10037443
ESR2,FOS,Unknown,10037443
ESR2,INSR,Repression,22099628
ESR2,JUN,Unknown,10037443
ESR2,MKNK2,Unknown,11013076
ESR2,OXT,Unknown,10411324
ESR2,PELP1,Unknown,15087130
ESR2,PTPRC,Unknown,11517296
ESR2,SERPINE1,Repression,15217907
ESR2,TERT,Unknown,12122114
ESR2,TFF1,Activation,11517191
ESR2,TFF1,Unknown,10037443
ESR2,TGFA,Activation,11517191
ESR2,VEGFA,Unknown,10995484
ESRRA,CYP19A1,Activation,15955695;20351196;23340254
ESRRA,CYP19A1,Unknown,11973645
ETS1,ABCB1,Activation,20392592
ETS1,BAX,Repression,17213822
ETS1,CASP1,Activation,16103071
ETS1,CR1,Unknown,10533284
ETS1,CSF2,Unknown,12475968
ETS1,CTSB,Unknown,10701774
ETS1,F13A1,Unknown,10037697
ETS1,HMOX1,Unknown,10022513
ETS1,IL2RB,Activation,8413220
ETS1,MMP9,Activation,22270366
ETS1,MMP9,Unknown,10949659;11556732
ETS1,PARP1,Activation,11973649;24448423
ETS1,PARP1,Repression,10435618
ETS1,PLAU,Unknown,10211993;11556732
ETS1,SQSTM1,Unknown,9762895
ETS1,TP53,Unknown,10510472
ETS2,APP,Unknown,12890557
ETS2,CDK1,Unknown,7867724
ETS2,CSF2,Activation,12646185
ETS2,CXCL8,Activation,12438253
ETS2,MMP9,Activation,12438253
ETS2,TP53,Unknown,10510472
ETV1,CAT,Unknown,19763505
ETV4,PTGS2,Activation,11274170
ETV4,TNF,Unknown,7896795
EZH2,ADAMTS1,Repression,22514714
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
EZH2,VDR,Unknown,23424038
FIGLA,TCF3,Unknown,18499083
FLI1,GATA1,Activation,12724402
FLI1,HMOX1,Unknown,10022513
FLI1,IL10,Activation,20879862
FLI1,MIR708,Repression,22723308
FOS,CASP9,Activation,20188076
FOS,CLU,Repression,10406964
FOS,CRP,Unknown,18292576
FOS,CXCL8,Unknown,12218154
FOS,FAS,Activation,10903433
FOS,IL1A,Unknown,8688489
FOS,MMP9,Activation,18809380;21238464
FOS,MMP9,Repression,21474819
FOS,MMP9,Unknown,10935492;11774399
FOS,NEFL,Activation,8180132
FOS,NGF,Unknown,2111020
FOS,NOS2,Activation,12788789
FOS,NOS2,Repression,9776360
FOS,NPY,Unknown,8036020
FOS,PLAU,Unknown,11774399
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOS,SPI1,Repression,9988737
FOS,TP53,Unknown,10348347
FOSB,CXCL8,Activation,20826776
FOSB,TGFB1,Unknown,10843986
FOSL1,CLU,Unknown,10406964
FOSL2,CLU,Unknown,10406964
FOSL2,NOS2,Activation,12788789
FOSL2,TGFB1,Unknown,10843986
FOXA1,ABCA1,Repression,24807696
FOXA1,APOB,Activation,8441395
FOXA1,BCL2,Repression,19127412
FOXA1,ESR1,Unknown,20501593;24290378
FOXA1,GCG,Unknown,15828872;21824252
FOXA1,TFF1,Unknown,10073575
FOXA2,ABCA1,Repression,24807696
FOXA2,APOA1,Unknown,7961760
FOXA2,COL18A1,Unknown,11093745
FOXA2,GCG,Unknown,15828872
FOXA2,TCF7L2,Unknown,22951069
FOXA2,TFF1,Unknown,10073575
FOXL2,CYP19A1,Repression,21862621
FOXL2,SIRT1,Activation,19010791
FOXM1,APOE,Unknown,11229886
FOXM1,VEGFA,Unknown,21860419
FOXO1,IL6,Activation,21185807
FOXO3,PIK3CA,Unknown,19299143
FOXO3,SIRT1,Activation,23525956
FOXO3,VEGFA,Unknown,21860419
FOXO4,CREB1,Activation,20136501
FOXO4,SOD2,Activation,21536589
FOXP2,CNTNAP2,Repression,18987364
FOXP2,CNTNAP2,Unknown,19582487
FOXP3,IL10,Unknown,24315995
FOXQ1,VEGFA,Activation,20145154
GABPA,ERBB2,Unknown,7914192
GABPA,OXTR,Unknown,10218980
GABPA,RPS3A,Unknown,12463423
GABPA,TOMM70,Activation,17167546
GABPA,ZNF205,Unknown,22306510
GATA1,AGGF1,Activation,19556247
GATA1,ALAS2,Unknown,23935018
GATA1,BACE1,Unknown,12815710
GATA1,BACH1,Activation,16492768
GATA1,BDKRB1,Unknown,10842322
GATA1,BST2,Activation,16249385
GATA1,CBFB,Repression,19825991
GATA1,CCR3,Unknown,22217447
GATA1,CDA,Activation,14744791
GATA1,CDC6,Activation,22871742
GATA1,CEBPA,Repression,19825991
GATA1,COPS5,Unknown,21689417
GATA1,CYBB,Activation,10734088
GATA1,DACH1,Repression,22902925
GATA1,DICER1,Activation,23426981
GATA1,DPYSL2,Unknown,15207709
GATA1,EPO,Activation,16471262
GATA1,EPO,Repression,8677751
GATA1,EPOR,Activation,16471262
GATA1,EPOR,Unknown,23577103;7659529;8513868
GATA1,F13A1,Unknown,10037697
GATA1,FCER1A,Activation,11971001
GATA1,FCER1A,Unknown,24639354
GATA1,FLI1,Unknown,10523830
GATA1,FURIN,Unknown,12411321
GATA1,GATA1,Activation,16492768
GATA1,GATA1,Unknown,17628529;20542454
GATA1,GFI1B,Unknown,19965638;20564185
GATA1,GNAS,Unknown,11418466
GATA1,GP1BB,Activation,8703016
GATA1,GP1BB,Unknown,11418466
GATA1,GP6,Activation,12377757
GATA1,GP9,Activation,15466856
GATA1,GP9,Unknown,11418466;20564185
GATA1,GYPB,Activation,1396593
GATA1,HBA1,Unknown,12609092;20564185
GATA1,HBA2,Unknown,12609092;20564185
GATA1,HBB,Unknown,15833715;20564185
GATA1,HBE1,Unknown,8423810
GATA1,HBG1,Unknown,12609092;16200778;2336386
GATA1,HEMGN,Repression,18599389
GATA1,HEMGN,Unknown,20564185
GATA1,PBXIP1,Unknown,22187427
