TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
CREB1,IL10,Unknown,17202341
CREB1,IL6,Activation,8725624
CREB1,MMP2,Unknown,10506168
CREB1,NPY,Unknown,12967770
CREB1,NRF1,Unknown,20587593
CREB1,PRL,Unknown,17187171
CREB1,PSEN1,Activation,11116137
CREB1,PTGS2,Activation,22919060
CREB1,TH,Unknown,11108136
CREB1,VIP,Unknown,1847391
CREB1,XPC,Unknown,21507255
CREBBP,BRCA1,Unknown,23285190
CREBBP,CDKN1A,Activation,15286705
CREBBP,CREB1,Activation,19564345
CREBBP,CSF2,Unknown,20439113
CREBBP,IL4,Activation,10946277
CREBBP,PTGS2,Unknown,11278336
CREBBP,TP53,Unknown,15154850
CRTC1,PPARGC1A,Activation,10893434
CTNNB1,AR,Unknown,16141201
CTNNB1,MMP14,Activation,21517265
CTNNB1,PPARD,Unknown,17724465
CTNNB1,PTGS2,Unknown,11396184
CUX1,CDKN1B,Unknown,19332113
CUX1,CYBB,Activation,14605447
DDIT3,ATF2,Repression,16164412
DDIT3,ATF5,Repression,16164412
DDIT3,CXCL8,Unknown,18772138
DDIT3,IL6,Activation,12706815
DDIT3,MCL1,Unknown,22253918
DDIT3,NOS3,Repression,22265908
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
E2F1,ABCB1,Activation,23542036
E2F1,APAF1,Activation,12149244;12766778;17600109
E2F1,APAF1,Unknown,15972851
E2F1,AR,Activation,21099103
E2F1,AR,Unknown,22508987
E2F1,ATM,Activation,12527885;22832221
E2F1,ATM,Unknown,23993922
E2F1,BCL2,Activation,11559537;12679318
E2F1,BRCA1,Repression,20068145
E2F1,BRCA1,Unknown,18660752;19466541;23285190
E2F1,CDKN1A,Activation,10030670
E2F1,CDKN1A,Unknown,16923815
E2F1,CDKN2A,Activation,11705881;12695664;12766778;15716352;22621932
E2F1,CHEK2,Activation,15024084
E2F1,CREBBP,Unknown,9238849
E2F1,CUX1,Unknown,18347061
E2F1,DAPK2,Activation,18521079
E2F1,DDIT3,Unknown,20971808
E2F1,DHFR,Activation,14618416
E2F1,DROSHA,Activation,24909689
E2F1,DUSP1,Activation,17638884
E2F1,E2F1,Unknown,7958836
E2F1,IL1B,Unknown,17707233
E2F1,KDR,Unknown,20516113
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MAP3K5,Unknown,16512785;19610065
E2F1,MAPK8,Unknown,20800677
E2F1,MCL1,Repression,11705881
E2F1,MT1G,Activation,15735762
E2F1,PCNA,Activation,14618416
E2F1,PIN1,Unknown,20376080
E2F1,PPARG,Activation,12110166
E2F1,PPARG,Unknown,20971808
E2F1,SERPINE1,Repression,11402043;11559366
E2F1,TNF,Unknown,17707233
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,TYMS,Activation,14618416;9748140
E2F1,TYMS,Unknown,10914714;14679120
E2F1,ULK1,Activation,18408756
E2F1,VEGFA,Repression,20639906
E2F2,CUX1,Unknown,18347061
E2F2,MAP3K5,Unknown,16512785
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ABCB1,Unknown,10392899;10860921
EGR1,ACE,Activation,12433834
EGR1,ACE,Unknown,14679188
EGR1,ACHE,Unknown,7559515
EGR1,ALOX5,Activation,9062372
EGR1,ALOX5,Repression,15517885
EGR1,ALOX5,Unknown,10436859
EGR1,AR,Repression,15517885
EGR1,BCAR1,Activation,22431919
EGR1,CD28,Unknown,10510368
EGR1,CDK5R1,Activation,15289351
EGR1,CDKN1A,Activation,12690110
EGR1,CXCL8,Repression,15517885
EGR1,CXCL8,Unknown,19837667
EGR1,FAP,Activation,20515787
EGR1,FAP,Repression,20515787
EGR1,FGF2,Activation,8702507
EGR1,GDF15,Activation,17715378
EGR1,GDF15,Unknown,14662774
EGR1,GDNF,Unknown,9729303
EGR1,HIF1A,Activation,18506761
EGR1,IFNG,Unknown,8900159
EGR1,IL2RB,Unknown,9199305
EGR1,IL6,Repression,15517885
EGR1,KLK3,Repression,15517885
EGR1,LTB,Unknown,8786306
EGR1,MMP14,Activation,17158885
EGR1,PPARG,Unknown,12011097
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,SYN1,Activation,8195167
EGR1,TH,Unknown,20124442
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EIF2AK2,IRS2,Unknown,20685959
ELK1,MCL1,Unknown,9880563
ELK1,PSEN1,Activation,12750007
FOXO1,ANGPT2,Unknown,20213583
FOXO1,AR,Repression,19074551
FOXO1,CDKN1B,Activation,21418583
FOXO1,EGR1,Repression,22865884
FOXO1,FABP4,Activation,20102700
FOXO1,IL6,Activation,21185807
FOXO1,IRS2,Unknown,20685959
FOXO1,PRL,Unknown,21401636
FOXO3,AR,Activation,16061480
FOXO3,AR,Unknown,17522055
FOXO3,PIK3CA,Unknown,19299143
FOXO3,SIRT1,Activation,23525956
FOXO3,SIRT6,Activation,20816089
FOXO3,VEGFA,Unknown,21860419
FOXO4,CREB1,Activation,20136501
FOXO4,HIF1A,Repression,12761217;20136501
FOXO4,SOD2,Activation,21536589
FOXP1,KLK3,Repression,18640093
FOXP2,NKX2-1,Repression,18239190
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
FUS,KLK3,Unknown,21909421
GATA4,FCGR3B,Unknown,15153544
GATA4,HAMP,Activation,21609320
GATA4,HDAC9,Repression,18332107
GATA4,IAPP,Activation,17290010
GATA4,NOS3,Activation,14555463
GATA4,NPPA,Activation,14573514
GATA4,SGPL1,Unknown,21184844
GATA4,SUMO1,Unknown,15337742
HDAC1,ABCB1,Repression,19435809;20037778
HDAC1,AR,Unknown,11971970
HDAC1,CDKN1A,Repression,12665570;15130752;18210215;19182791
HDAC1,CDKN1A,Unknown,16287849;17172847
HDAC1,CDKN2A,Unknown,23455154
HDAC1,CXCL8,Unknown,11564889
HDAC1,CYP3A4,Unknown,21996064
HDAC1,E2F1,Repression,9724731
HDAC1,EGR1,Repression,21983014
HDAC1,GRIN2B,Activation,19081374
HDAC1,KLF4,Repression,15051827
HDAC1,ABCB1,Unknown,20037778
HDAC1,MMP9,Repression,22879913
HDAC1,NOS3,Unknown,22848708
HDAC1,PCNA,Repression,9650586
HDAC1,PCNA,Unknown,18691180
HDAC1,POU5F1,Unknown,22867868
HDAC1,PSIP1,Unknown,23386123
HDAC1,PTGS2,Activation,17395887
HDAC1,RARB,Repression,14731134
HDAC1,RELN,Repression,19029285
HDAC1,SP1,Repression,21636851
HDAC1,SPP1,Repression,20609221;22422937
HDAC1,STAT3,Unknown,18611949
HDAC1,TP53,Repression,15130752
HDAC2,ALOX5,Activation,21883892
HDAC2,APAF1,Repression,18834886
HDAC2,CAD,Unknown,14559996
HDAC2,CCL2,Unknown,22679019
HDAC2,CDKN1A,Unknown,20190809
HDAC2,CXCL8,Repression,19411311
HDAC2,CXCL8,Unknown,11564889
HDAC2,GRM2,Unknown,22864611
HDAC2,IGF1,Unknown,18193094
HDAC2,KLF4,Repression,19486889
HDAC2,SP1,Repression,21636851
HDAC2,TWIST1,Repression,23836662
HDAC2,VEGFA,Unknown,23926105
HDAC3,ALOX5,Activation,21883892
HDAC3,CDKN2A,Repression,18558095
HDAC3,IFNA1,Repression,22685561
HDAC3,MMP2,Repression,17079677
HDAC3,TNF,Unknown,15356147
HDAC3,VEGFA,Unknown,23926105
HDAC4,ATF4,Unknown,24308964
HDAC4,CDKN1A,Repression,18632985
HDAC4,CDKN2A,Repression,18558095
HDAC4,HDAC3,Unknown,11804585
HDAC4,IL10,Repression,17610967
HDAC4,KLF4,Unknown,21118993
HDAC4,PTGS2,Activation,18820298
HDAC4,SLC2A4,Unknown,23899560
HDAC4,VEGFA,Repression,19509297
HDAC9,APP,Unknown,20145244
HDAC9,CDKN2A,Activation,19122829
HDAC9,IL18,Unknown,11944905
HDAC9,PRL,Repression,12609987
HDAC9,TP53,Repression,15964798
HIF1A,ABCB1,Repression,12067980
HIF1A,ACE,Activation,19592460
HIF1A,ACE2,Repression,19592460
HIF1A,APEX1,Repression,19524065
HIF1A,AR,Activation,17426252;21056661
HIF1A,BAX,Activation,15706354
HIF1A,BNIP3,Activation,17848618
HIF1A,BNIP3,Unknown,17513511
HIF1A,CXCL12,Unknown,12384916
HIF1A,EPO,Activation,8089148;8663540
HIF1A,EPO,Unknown,16281953
HIF1A,FGF2,Activation,19492421
HIF1A,GAPDH,Unknown,11955624
HIF1A,HIF1A,Repression,14744852
HIF1A,KLK3,Unknown,23884959
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,MMP2,Activation,17335808
HIF1A,MMP2,Repression,17332917;18570733
HIF1A,NT5E,Activation,12370277
HIF1A,PIK3CA,Unknown,23060442
HIF1A,SERPINE1,Unknown,11877282;14567996;17570486
HIF1A,SETD2,Activation,18842833
HIF1A,SETD2,Unknown,19091749
HIF1A,SLC29A1,Repression,19853583
HIF1A,SLC2A1,Activation,15525582
HIF1A,SLC2A1,Unknown,16025159;17426252;17486380;18097583
HIF1A,STAT3,Unknown,23991099
HIF1A,TFRC,Unknown,10446187;10446188
HIF1A,TIMP2,Activation,17332917
HIF1A,TWIST1,Activation,23623921
HIF1A,TWIST1,Unknown,21931630
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,XPC,Activation,19934262
HNF4A,CDKN1A,Unknown,17885207
HNF4A,CYP3A4,Unknown,12514743
HNF4A,GH1,Repression,17991764
HNF4A,SHBG,Activation,22210320
HNF4A,TBP,Unknown,19805548
HSF1,ABCB1,Unknown,10816597
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,BAG3,Unknown,20692357
HSF1,CDKN1A,Repression,20622894
HSF1,HSD17B6,Repression,16278218
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,HSPA4,Unknown,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,Repression,10328874
HSF1,SERPINE1,Activation,17259369;19401454
HSF1,TNF,Unknown,18689673
HSF1,UBB,Unknown,20692357
IKBKB,CXCL8,Unknown,12296854
IKBKB,MMP9,Repression,18600306
IKBKB,NOS2,Repression,17478759
IKBKB,TP53,Unknown,24006445
KHDRBS1,AR,Unknown,18273831
KHDRBS1,LEP,Activation,21672929
KLF4,ALPI,Activation,12919939
KLF4,CD14,Activation,17762869
KLF4,CDKN1A,Activation,18645021;19737957;21132436;21652709
KLF4,CDKN1A,Repression,21224073;22750490
KLF4,CDKN1B,Activation,22170594
KLF4,CDX2,Unknown,23202735
KLF4,GDF15,Repression,22750490
KLF4,GDF15,Unknown,20385121
KLF4,HSPA8,Activation,18379898
KLF4,IL1B,Repression,22449968
KLF4,IL6,Activation,23846700
KLF4,MMP2,Activation,22407433
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF4,VDR,Repression,22677193
KLF4,VEGFA,Unknown,23926105
KLF6,CDKN1A,Activation,12740910;18822210;23085750
KLF6,CDKN1A,Unknown,15172991;22277651
KLF6,DAPK2,Activation,18521079
KLF6,MMP9,Repression,17071613;22211962
KLF6,NOS2,Activation,12590140
KLF6,NOS2,Unknown,23831683
KLF6,PSG5,Activation,21799854;23418492
KLF6,PSG5,Unknown,9083102
MECP2,ABCB1,Unknown,11865062
MECP2,ALOX5,Unknown,19781662
MECP2,RELN,Repression,19029285
NEAT1,CXCL8,Repression,24507715
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CXCL8,Activation,21925595
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,MTHFR,Activation,16551619
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NKX2-1,RET,Repression,19853745
NKX2-1,SP1,Unknown,23995788
NPM1,ATF5,Repression,22528486
NPM1,BRD4,Unknown,24220271
NPM1,CDKN1A,Activation,19221506
NR1H3,ABCA1,Activation,11264984;16141411;18580406;19201410
NR1H3,ABCA1,Unknown,15171719
NR1H3,CETP,Unknown,18562803
NR5A1,POU5F1,Unknown,17226773
NRF1,FMR1,Activation,11058604;16500891
NRF1,FMR1,Unknown,15175277;9302255;9328468
PARP1,BCL2,Repression,20564216
PARP1,CDKN1A,Unknown,20711239
PARP1,E2F1,Activation,14627987
PARP1,FBN1,Unknown,23860323
PARP1,FOXO1,Repression,19281796
PARP1,HTR1A,Repression,21990073
PARP1,IFNG,Unknown,17177976
PARP1,IL10,Unknown,20181890
PARP1,SERPINE1,Activation,22159350
PARP1,SH3BP2,Unknown,22820184
PITX3,TH,Activation,22223473
POU5F1,CDKN1A,Repression,19968627
POU5F1,CDX2,Repression,17068183
POU5F1,SOX2,Activation,17068183
POU5F1,SPP1,Activation,11891324
PPARD,CAT,Activation,18048767
PPARD,LPL,Activation,10634806
PPARD,SOD1,Activation,18048767
PPARD,TIMP1,Activation,17511960
PPARG,ADIPOQ,Activation,20484463
PPARG,ADIPOQ,Unknown,18373719;19833717
PPARG,AGER,Repression,18855759
PPARG,ATP2A2,Unknown,22240811
PPARG,BCL2,Activation,15067355
PPARG,BCL2,Repression,14960510
PPARG,BCL2L1,Repression,14960510
PPARG,BRS3,Activation,17355223
PPARG,CAT,Unknown,20075562
PPARG,CAV1,Unknown,17764562
PPARG,CDKN1A,Activation,15041706
PPARG,FABP4,Activation,11574398
PPARG,FABP4,Unknown,17322100;21047783
PPARG,GDF15,Unknown,14662774
PPARG,HMOX1,Unknown,17413033
PPARG,KLF4,Unknown,23275339
PPARG,MMP9,Repression,20021931
PPARG,NR1H3,Unknown,11604492
PPARG,PTGS2,Activation,11412039
PPARG,PTGS2,Repression,14555539;16506021
PPARG,PTGS2,Unknown,10827178;11278336
PPARG,RARB,Activation,12839938
PPARG,REN,Repression,18483152
PPARG,REN,Unknown,17785633
PPARG,SERPINE1,Unknown,10073956
PPARG,SLC2A4,Repression,16670091
PPARG,SLC9A1,Repression,19887620
PPARG,TNFRSF11B,Unknown,12056809
PPARG,TP53,Activation,14960510;16887883
PPARGC1A,MFN2,Activation,17828388
PTMA,CDKN1A,Unknown,16540664
PTMA,IDO1,Activation,21176371;21575365
RARB,RARB,Activation,12767074
REST,AR,Unknown,24163104
REST,BDNF,Repression,18075316;18518926
REST,GRIN1,Repression,10640675
REST,GRIN1,Unknown,12887696;15950782
REST,PENK,Repression,21832040
REST,SYN1,Unknown,21693630
REST,TAC1,Repression,12220737;19246391
REST,TH,Activation,16764822
REST,TH,Repression,16764822
REST,VIP,Unknown,15009665
RXRA,ABCA1,Activation,14764426
RXRA,CYP3A4,Unknown,16608838;18400206
RXRA,HNF4A,Unknown,11027556
RXRA,IL2RB,Activation,12149223
SIRT1,ABCB1,Activation,20713551
SIRT1,CDKN1A,Repression,15130752;21719763;23474493
SIRT1,CTNNB1,Repression,22245592
SIRT1,FOXO3,Repression,17558024;21841822
SIRT1,HIF1A,Activation,22245592
SIRT1,HSF1,Activation,23349863
SIRT1,HSF1,Unknown,19229036
SIRT1,HSPA4,Unknown,23349863
SIRT1,IL1B,Unknown,21245135
SIRT1,MCL1,Activation,22483777
SIRT1,MMP9,Repression,19376817;21474819
SIRT1,PPARG,Repression,15850715
SIRT1,TNF,Unknown,21245135
SIRT1,TP53,Activation,23661372
SIRT1,TP53,Repression,15130752;15632193
SIRT1,XPC,Repression,21149730
SIRT2,CDKN1A,Repression,14522900
SIRT3,FOXO3,Unknown,23665396
SMAD3,BGLAP,Unknown,11278818
SMAD3,CDKN1A,Activation,10878024
SMAD3,CDKN1A,Unknown,10506225
SMAD3,EPO,Unknown,14741200
SMAD3,MMP9,Repression,15086314
SMAD3,SERPINE1,Activation,17761371;24330518;9765209
SMAD3,SERPINE1,Unknown,10557285
SMAD3,TGFB1,Repression,19214138
SMAD3,TNC,Activation,15001984
SMAD3,VDR,Activation,17471513
SMAD3,VEGFA,Unknown,11486006
SOX4,DICER1,Unknown,22098624
SOX4,HDAC8,Activation,23482931
SOX4,NCAM1,Activation,20049565
SP1,ABCA1,Activation,11264984;17887732
SP1,ABCA1,Unknown,10884428
SP1,ABCB1,Activation,10644769;7565762
SP1,ABCB1,Unknown,10860921;8103518
SP1,ACO1,Unknown,16886906
SP1,ACVRL1,Unknown,20587022
SP1,ADA,Unknown,8127716
SP1,ADAM10,Activation,21854868
SP1,ADIPOQ,Activation,12378384
SP1,ADRA1A,Unknown,10520459
SP1,ADRA2B,Activation,15037199
SP1,AGT,Unknown,12032593
SP1,ALOX5,Activation,19781662;9062372
SP1,ALOX5,Unknown,10436859;2251250
SP1,APAF1,Unknown,15972851
SP1,APEX1,Repression,18208837
SP1,APEX1,Unknown,7534297
SP1,APOE,Unknown,11229886
SP1,APP,Activation,15673661
SP1,APP,Unknown,8015372
SP1,AR,Activation,15661808;18430409
SP1,AR,Unknown,10773882
SP1,ATF2,Unknown,2145272
SP1,ATM,Unknown,11466608
SP1,ATP2A2,Activation,17597815
SP1,ATP2A2,Unknown,14613864
SP1,BAX,Unknown,11278953
SP1,BCL2,Unknown,10542244
SP1,BRCA1,Unknown,19466541
SP1,CASP3,Unknown,11773055
SP1,CAT,Unknown,11479230
SP1,CAV1,Unknown,10684646
SP1,CBS,Unknown,11415440;14670973;20392694
SP1,CCL2,Activation,10644332
SP1,CCL2,Unknown,12488502
SP1,CCL5,Unknown,11259372
SP1,CD14,Activation,17203216
SP1,CD14,Unknown,11698458
SP1,CD163,Unknown,10725797
SP1,CD28,Unknown,10510368
SP1,CDKN1A,Activation,10878024;12434298;12665570;14527674;15033443;15041706;15961274;17026958
SP1,CDKN1A,Repression,12773551;18210215
SP1,CDKN1A,Unknown,10506225;10649433;14529564;17885207;18270969;21325288;21858218
SP1,CDKN1B,Activation,12907235;15064717;16518840
SP1,CDKN1B,Unknown,10542271;15951157;22415074
SP1,CDKN2A,Activation,21830402
SP1,CDKN2A,Unknown,10649433;17370299
SP1,CETP,Repression,10669650
SP1,CETP,Unknown,12730302
SP1,CHI3L1,Unknown,12933821
SP1,COL11A2,Activation,16734381
SP1,CREB1,Unknown,17937658
SP1,CRMP1,Unknown,18524846
SP1,CYP3A4,Unknown,15100175
SP1,DHCR24,Activation,22431021
SP1,DPYSL2,Unknown,15207709
SP1,E2F1,Unknown,10446910
SP1,EGF,Unknown,2833511
SP1,EGR1,Activation,8349585
SP1,EGR1,Unknown,10826704
SP1,EPO,Activation,14741200
SP1,FBN1,Unknown,23860323
SP1,FGFR3,Unknown,22334592
SP1,FMR1,Activation,16500891
SP1,FMR1,Unknown,10612627;15175277;9328468
SP1,GJA1,Activation,10421804;19679555
SP1,GRIN1,Unknown,15950782
SP1,HDAC4,Activation,16280357
SP1,HNF4A,Unknown,23307400
SP1,HTR1A,Unknown,8626793
SP1,HTT,Activation,22399227
SP1,IL10,Activation,21309719
SP1,IL10,Unknown,11278848;17202341
SP1,IL2RB,Unknown,9199305
SP1,IL6,Activation,18502099
SP1,IRS2,Activation,19755487
SP1,IRS2,Unknown,19875459
SP1,KDR,Repression,16678129
SP1,KLK3,Activation,15708372
SP1,LEP,Activation,18559540
SP1,LPL,Unknown,18793716;9788252
SP1,MAOB,Unknown,11259630;20980443
SP1,MMP14,Activation,15592504
SP1,MMP14,Unknown,10721699;17534446
SP1,MMP2,Activation,21469139
SP1,MMP2,Unknown,10506168;15317818;19853299;21045016
SP1,MMP9,Activation,19616522;21963718
SP1,MMP9,Unknown,11060311;18357389;7860222
SP1,NKX2-1,Unknown,10684967
SP1,NOS1,Unknown,12237165
SP1,NOS3,Activation,10713142;12270858;18624763
SP1,NOS3,Unknown,15722551
SP1,NPY,Unknown,2376581
SP1,NR5A1,Unknown,9013759
SP1,NT5E,Unknown,10428853
SP1,PHGDH,Activation,18378410
SP1,PON1,Activation,15380450
SP1,PRNP,Activation,18990686
SP1,PRNP,Unknown,23131565
SP1,PSEN1,Unknown,10446206
SP1,PSIP1,Unknown,22019592;23386123
SP1,PTGS2,Activation,15767339
SP1,PTGS2,Repression,15767339
SP1,SERPINE1,Activation,15039136
SP1,SERPINE1,Unknown,10880342;11251188
SP1,SGPL1,Unknown,21184844
SP1,SIRT1,Unknown,23843607
SP1,SLC29A1,Repression,18064606
SP1,SLC39A8,Activation,18556457
SP1,SNAP25,Unknown,18194215
SP1,SOD1,Activation,8921911;9867871
SP1,SOD1,Repression,11724400
SP1,SOD2,Repression,11853549
SP1,SOD2,Unknown,18779124;23500038
SP1,SPN,Activation,8055899
SP1,SPP1,Unknown,11126367
SP1,SQSTM1,Unknown,9762895
SP1,TGFB1,Activation,9580699
SP1,TGFB1,Unknown,22415074;2808430
SP1,TH,Unknown,20124442
SP1,TIMP1,Activation,11830330
SP1,TIMP1,Unknown,15048879;22415074
SP1,TIMP2,Unknown,10764764
SP1,TNC,Activation,15001984
SP1,TNC,Unknown,10618716;16245312
SP1,TNF,Activation,10688670;10913190
SP1,TNF,Repression,12759366
SP1,TNNI3,Unknown,10652194
SP1,TYMS,Unknown,10875244;9218479
SP1,UBC,Unknown,19733223
SP1,UTRN,Activation,11237613
SP1,VDR,Unknown,15664452
SP1,VEGFA,Activation,10581162;12429844;15217947;15342781;16540671;16982770;21115498
SP1,VEGFA,Repression,11559575
SP1,VEGFA,Unknown,10816575;11731421;12560084;14647449;18575762;23369005;8910439
SP1,XIAP,Activation,17121920
SP1,XPC,Unknown,19934262;21507255
STAT3,ABCA1,Unknown,19783654
STAT3,AKT1,Unknown,16007214
STAT3,AR,Unknown,23906537
STAT3,BCL2,Activation,15184887;15805299;18839277;19926637;21435102;22504301
STAT3,BCL2,Repression,22313388
STAT3,BCL2,Unknown,18320073;20043094;20446017;21172343;21344490;21385902
STAT3,BCL2L1,Activation,11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3,BCL2L1,Repression,20067773
STAT3,BCL2L1,Unknown,15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3,CCL2,Activation,24429361
STAT3,CDKN1A,Activation,10023678;15286705
STAT3,CDKN1A,Unknown,16923815;18320073;20654581
STAT3,CDKN1B,Unknown,18320073
STAT3,CHI3L1,Activation,21953450
STAT3,CRP,Activation,12667216;20978825;23361365
STAT3,CRP,Unknown,18292576
STAT3,CXCL8,Unknown,17726017
STAT3,DDIT3,Repression,23288901
STAT3,FAAH,Activation,12556536
STAT3,FGF2,Activation,21418908;23086340
STAT3,FGF2,Unknown,16540670
STAT3,GFAP,Activation,21833841
STAT3,GFAP,Unknown,11740937
STAT3,HAMP,Activation,18671304
STAT3,HAMP,Unknown,16835372
STAT3,HIF1A,Activation,17597020;18644974;19265129
STAT3,HIF1A,Unknown,23991099
