TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
EWSR1,TGFBR2,Repression,10508522
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
FOS,BCL2L1,Unknown,16911523
FOS,CASP9,Activation,20188076
FOS,CD40LG,Unknown,11160303
FOS,GSTP1,Unknown,8206948
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOS,TP53,Unknown,10348347
FOXO4,SOD2,Activation,21536589
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
FUS,KLK3,Unknown,21909421
FUS,MDM2,Repression,17234782
GATA3,CD40LG,Activation,18719603
GTF3A,FUS,Unknown,12364590
HDAC1,PTGS2,Activation,17395887
HDAC1,TP53,Repression,15130752
HDAC4,PTGS2,Activation,18820298
HDAC9,TP53,Repression,15964798
HIPK2,TP53,Unknown,12851404
HMGA1,PTGS2,Activation,22898640
HMGA1,TP53,Unknown,20335021
HOXA10,TP53,Activation,21993662
IFI16,TP53,Unknown,22618232
IKBKB,TP53,Unknown,24006445
ING1,CASP3,Activation,15662138
ING1,TP53,Activation,15662138;16325212
ING4,CASP3,Activation,19895734
ING4,PTGS2,Repression,18399550
ING4,TP53,Activation,19895734
IRF1,TP53,Unknown,19003964
JUN,BCL2L1,Unknown,16911523
JUN,GSTP1,Unknown,8206948
JUN,PTGS2,Activation,15772294;18294142;9620167
JUN,PTGS2,Unknown,11278336;12057991;16339564;17556653;20237399
JUN,RARA,Repression,9377582
JUN,SOD2,Unknown,15330761
JUN,TP53,Repression,22859294
JUN,TP53,Unknown,10348347
JUNB,PTGS2,Activation,9620167
JUND,CD40LG,Unknown,11160303
JUND,PTGS2,Activation,9620167
KLF4,RARA,Repression,19531492
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF6,IGF1R,Unknown,15131018
MBD2,GSTP1,Repression,11960994;12543808;19856314
MBD2,GSTP1,Unknown,11406558
MDM4,TP53,Unknown,11528400;17499002;17875722;19910468
MEF2A,PPARGC1A,Unknown,18222924
MITF,PPARGC1A,Activation,23416000
MSX2,SOD1,Activation,22824755
MTA1,BCL2L1,Activation,11948399
MTF1,SOD1,Activation,15378601
MYC,HNRNPA1,Activation,20010808
MYC,HNRNPA2B1,Activation,20010808
MYC,TP53,Activation,8494784
MYC,TP53,Unknown,19086036
MYCN,TP53,Activation,19885598;21862876
MYCN,TP53,Repression,21862876
NF1,TP53,Activation,10634504;8816507
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFIC,GFAP,Unknown,19540848
NFIL3,PTGS2,Unknown,1620116
NFKB1,BCL2L1,Activation,12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113
NFKB1,BCL2L1,Repression,15231833
NFKB1,BCL2L1,Unknown,10733571;10925251;12176906;14739605;16453001;17673602;18222423
NFKB1,CASP3,Unknown,20056115
NFKB1,CASP9,Unknown,20056115
NFKB1,CD40LG,Activation,11751888
NFKB1,CD40LG,Unknown,11160303;11529914;21243522
NFKB1,GFAP,Activation,16516312
NFKB1,GFAP,Unknown,20471977
NFKB1,GSTP1,Activation,15013838
NFKB1,OPTN,Activation,19340308
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,SQSTM1,Unknown,9762895
NFKB1,TP53,Unknown,10348347;11032029
NFKBIA,PON2,Activation,19401157
NKX3-1,IGF1R,Repression,22179513
NR0B2,PTGS2,Activation,21613300
NR1I2,BCL2L1,Activation,16085054
NR3C1,TP53,Repression,17016446
NUPR1,BCL2L1,Activation,18690848
NUPR1,TP53,Unknown,22858377
PAX2,TP53,Repression,8521821
PAX3,BCL2L1,Activation,10871843
PAX5,TP53,Activation,22105368
PAX5,TP53,Repression,8521821
PAX8,TP53,Repression,8521821
PBX1,VCP,Activation,17200190
PBX2,VCP,Unknown,19356220
PGR,PTGS2,Repression,18483177
PHF10,CASP3,Unknown,20530714
PML,CASP3,Activation,16253165
PML,TP53,Unknown,12837275
PPARA,PTGS2,Activation,11412039
PPARA,SOD2,Unknown,19958503
PPARD,ANG,Repression,17511960
PPARD,SOD1,Activation,18048767
PPARG,BCL2L1,Repression,14960510
PPARG,PTGS2,Activation,11412039
PPARG,PTGS2,Repression,14555539;16506021
PPARG,PTGS2,Unknown,10827178;11278336
PPARG,TP53,Activation,14960510;16887883
PPARGC1A,ALDOB,Activation,16891307
PPARGC1A,APOA5,Activation,16891307
PPARGC1A,APOC3,Activation,16891307
PPARGC1A,CYP2C9,Unknown,16882880
PPARGC1A,CYP7A1,Activation,16891307
PPARGC1A,MFN2,Activation,17828388
PPARGC1A,MLYCD,Unknown,16434556
PPARGC1A,OTC,Activation,16891307
PPARGC1A,PCK2,Activation,16891307
RARA,ABCC3,Repression,17272513
RARA,ANXA8,Repression,1313714
RARA,CCNA1,Repression,11090075
RARA,CDKN1A,Activation,10356361
RARA,CRABP1,Activation,18000064
RARA,CRH,Activation,19596122
RARA,CXCR5,Activation,14993281
RARA,CYP1A1,Unknown,15325265
RARA,ETS1,Unknown,11327309
RARA,FGFBP1,Activation,11077050
RARA,GNRH2,Unknown,17451432
RARA,HCK,Unknown,21993313
RARA,HNF4A,Unknown,11585914
RARA,HSD17B2,Activation,18270252
RARA,HSD17B2,Unknown,17538076
RARA,ICAM1,Activation,1355009
RARA,MACROD1,Repression,19698236
RARA,MAOB,Unknown,19401466
RARA,MUC5AC,Repression,11171071
RARA,NR1I3,Activation,20211151
RARA,PLAU,Unknown,10361124
RARA,PRKCA,Activation,11525643
RARA,RARB,Activation,10629091
RARA,RPTOR,Unknown,21060808
RARA,SCD,Activation,11397803
RARA,SFTPB,Unknown,10070102
RARA,THBD,Activation,9269772
RARA,THBD,Unknown,11036068
REL,CD40LG,Unknown,11160303
REL,SOD2,Activation,11880364
RELA,BCL2L1,Activation,12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113;20585448
RELA,BCL2L1,Repression,15231833
RELA,BCL2L1,Unknown,10733571;10925251;14739605;16453001;17673602
RELA,CASP3,Unknown,20056115
RELA,CASP9,Unknown,20056115
RELA,CD40LG,Unknown,11160303;11529914;21243522
RELA,GFAP,Activation,16516312
RELA,GFAP,Unknown,20471977
RELA,GSTP1,Activation,15013838
RELA,OPTN,Activation,19340308
RELA,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
RELA,PTGS2,Repression,12622742;15517885
RELA,PTGS2,Unknown,12067569;12349897;12871860;14645117;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
RELA,SOD2,Activation,11880364;14515147;19507253
RELA,SOD2,Unknown,15330761;18779124
RELA,TP53,Unknown,10348347;11032029;15155458
RUNX3,CASP3,Activation,15930301;19290488
RUVBL1,TP53,Repression,21617703
SETBP1,PTGS2,Repression,18419541
SIM2,CASP3,Activation,21729534
SIRT1,TP53,Activation,23661372
SIRT1,TP53,Repression,15130752;15632193
SOX6,TP53,Activation,21084391
SP1,CASP3,Unknown,11773055
SP1,GSTP1,Activation,8557630
SP1,IGF1R,Unknown,15345673
SP1,PON1,Activation,15380450
SP1,PTGS2,Activation,15767339
SP1,PTGS2,Repression,15767339
SP1,RARA,Activation,9626663
SP1,SOD1,Activation,8921911;9867871
SP1,SOD1,Repression,11724400
SP1,SOD2,Repression,11853549
SP1,SOD2,Unknown,18779124;23500038
SP1,SQSTM1,Unknown,9762895
SPDEF,SQSTM1,Activation,12700667
SREBF1,BCL2L1,Repression,16091421
SREBF2,PON1,Activation,20728021
SREBF2,PON2,Activation,19497963
STAT1,CD40LG,Activation,12855573
STAT1,PTGS2,Activation,12586443
STAT1,PTGS2,Unknown,10433370;16685393
STAT1,TP53,Activation,14602726
STAT1,TP53,Unknown,24655378
STAT2,PTGS2,Activation,12586443
STAT3,BCL2L1,Activation,11369651;15184887;15805299;16651438;17880940;20069389;21435102
STAT3,BCL2L1,Repression,20067773
STAT3,BCL2L1,Unknown,15469392;16384639;18222423;18790750;20654581;21172343;21344490
STAT3,GFAP,Activation,21833841
STAT3,GFAP,Unknown,11740937
STAT3,PTGS2,Activation,20145033
STAT3,PTGS2,Unknown,21172343
STAT3,TP53,Unknown,20043094
STAT5A,BCL2L1,Unknown,11756417
STAT5B,BCL2L1,Activation,20585448
STAT6,PTGS2,Activation,17237818
TBP,FUS,Repression,19841068
TCF7L2,PTGS2,Unknown,11396184
TFAP2A,PTGS2,Unknown,16423197
TFAP2A,SOD2,Unknown,23500038
TFDP1,TP53,Repression,8557038
TP53,ABCB1,Repression,10029407
TP53,ABCB1,Unknown,18234965
TP53,AFP,Repression,14522900
TP53,AKT1,Repression,12485897
TP53,ALKBH2,Unknown,20661249
TP53,ALOX5,Unknown,17018618
TP53,ANKRD1,Unknown,20599664
TP53,ANTXR1,Unknown,11711532
TP53,APAF1,Unknown,11896574;15972851
TP53,APCS,Activation,15378026
TP53,AQP3,Unknown,11231003
TP53,ATF3,Activation,12372430
TP53,ADGRB1,Unknown,11875720
TP53,BAX,Activation,10101800;10566557;15851483;17280505;17693666;18172861;20673369;22532570;22732402;9000137
TP53,BAX,Unknown,10559267;11278953;12851404;15988033;19067706;21859835
TP53,BBC3,Activation,17280505
TP53,BBC3,Unknown,11572983;15988033;18755897;22763818
TP53,BCL2,Repression,11313951;17693666;19411072;20428827;9000137
TP53,BCL2,Unknown,21859835
TP53,BCL2L1,Activation,9000137
TP53,BCL2L1,Repression,18172861
TP53,BCL3,Repression,12808109
TP53,BDKRB2,Activation,15632413
TP53,BGLAP,Activation,21964930
TP53,BIRC5,Repression,17124180
TP53,BIRC5,Unknown,19067706
TP53,BRCA1,Repression,9619832
TP53,BRCA1,Unknown,21742769
TP53,BRCA2,Repression,18765668;9619832
TP53,BTG2,Unknown,16581545
TP53,BTG3,Unknown,18590053
TP53,BTS1,Unknown,9030974
TP53,CABLES1,Unknown,11706030
TP53,CARM1,Unknown,20462455
TP53,CASP1,Unknown,11278253
TP53,CASP3,Unknown,21859835
TP53,CAV1,Activation,10684646
TP53,CCNA1,Unknown,17530187
TP53,CCNA2,Unknown,8270002
TP53,CCNB1,Repression,11892838
TP53,CCNB2,Repression,12889596
TP53,CCND1,Repression,12808109
TP53,CD82,Activation,9736732
TP53,CDK1,Repression,12889596
TP53,CDK1,Unknown,19067706
TP53,CDK2,Repression,12732645
TP53,CDK4,Unknown,17530187
TP53,CDKN1A,Activation,10101800;10327058;10499591;10522058;10566557;10597242;11444825;11892838;12665570;12889596;12902982;14522900;15851483;15882981;15897882;17280505;18172861;18645021;19501055;19713748;20673369;21084835;21245169;21557991;22532570;22732402;7753560;9916993
TP53,CDKN1A,Repression,15208672;16970927;17344317
TP53,CDKN1A,Unknown,10559267;10910098;12007564;12420214;12851404;15509808;15539944;15856024;15988033;16103882;16434701;16540664;16557594;16581545;17996705;18225552;18755897;19067706;19954840;20036872;20190809;20531308;21858218;21900401
TP53,CDKN1B,Unknown,15988033
TP53,CHEK1,Repression,15016801
TP53,CHEK1,Unknown,11152453
TP53,CHEK2,Repression,10531348
TP53,CHUK,Repression,15469934
TP53,CKM,Activation,8389468
TP53,CRYAB,Activation,21556774
TP53,CTNNB1,Repression,19411072
TP53,CTSD,Activation,10029407
TP53,CYFIP2,Unknown,15856024
TP53,DDB1,Activation,16357511
TP53,DDB1,Repression,19382146
TP53,DDB2,Activation,16357511
TP53,DDB2,Unknown,12771027;12967652;15856024;15927209;22336944
TP53,DKK1,Unknown,15229249
TP53,DNMT1,Activation,20570896
TP53,DNMT1,Repression,20570896;21478913
TP53,DNMT1,Unknown,18555750
TP53,DUSP1,Activation,12890671;15611668
TP53,E2F1,Repression,8557038
TP53,E2F3,Repression,20428827
TP53,E2F7,Activation,22802528
TP53,EGFR,Activation,10029407
TP53,EGR1,Unknown,16990849
TP53,ELF4,Unknown,20805247
TP53,EPHA2,Activation,11641774
TP53,ESR1,Unknown,21655924
TP53,EZH2,Activation,15208672
TP53,EZH2,Repression,15208672;21165554
TP53,FAS,Activation,10101800;11313989
TP53,FAS,Unknown,16317104
TP53,FDXR,Unknown,12370809
TP53,FGF2,Repression,10029407
TP53,FLT1,Activation,16432214
TP53,FLT1,Unknown,1724219e
TP53,FOXM1,Repression,21518729
TP53,FOXO3,Unknown,19299143
TP53,FRMD5,Unknown,19139068
TP53,FUS,Unknown,12364590
TP53,GADD45A,Activation,10566557
TP53,GADD45A,Repression,17344317;18350249
TP53,GADD45A,Unknown,10327059;12007564;15031557;16581545;18225552
TP53,GC,Unknown,8642300
TP53,GDF15,Activation,10618379
TP53,GDF15,Unknown,10777512
TP53,GLI2,Unknown,18813803
TP53,GML,Activation,10717525
TP53,GPNMB,Unknown,15684612
TP53,GSTP1,Activation,18505928
TP53,HIPK2,Activation,11740489
TP53,HNF4A,Repression,16895524
TP53,HRAS,Unknown,11127813
TP53,HSF1,Unknown,20180806
TP53,HSP90AB1,Repression,15284248
TP53,ID1,Unknown,16557594
TP53,ID2,Unknown,16557594
TP53,IER3,Unknown,12360408
TP53,IFI16,Activation,18974396
TP53,IFI16,Unknown,11146555
TP53,IGF1R,Repression,12444079;17097318
TP53,IGF1R,Unknown,11001824;17600529
TP53,IGFBP3,Activation,10101800
TP53,ING1,Unknown,16465410
TP53,IPO7,Repression,22284678
TP53,KLF2,Repression,23202365
TP53,MAD1L1,Repression,12876282
TP53,MAP4,Repression,19411072
TP53,MCL1,Repression,19411072
TP53,MCM7,Repression,15899946
TP53,MDM2,Activation,10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609
TP53,MDM2,Unknown,10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998
TP53,MDM4,Unknown,20036872;20372076
TP53,MET,Repression,21831840
TP53,MGMT,Repression,17564708;19846904
TP53,MGMT,Unknown,20525765
TP53,MKI67,Unknown,14675138
TP53,MMP1,Repression,15108353
TP53,MMP2,Activation,10029407;11792711;9343394
TP53,MMP2,Unknown,19853299;19939245
TP53,MUC2,Activation,12374798
TP53,MYC,Repression,19411072
TP53,MYC,Unknown,19202062
TP53,NFKB1,Unknown,15988033
TP53,NKX3-1,Repression,17202838
TP53,NLRC4,Activation,15580302
TP53,NME1,Unknown,12669312
TP53,OGG1,Activation,16293709
TP53,PAX5,Activation,21319196
TP53,PDGFRB,Activation,18697203
TP53,PERP,Repression,17344317
TP53,PERP,Unknown,15856024
TP53,PIAS3,Repression,11877452
TP53,PLAGL1,Unknown,11896574
TP53,PLK1,Unknown,24076372
TP53,PLK3,Unknown,16581545
TP53,PMAIP1,Activation,14695212
TP53,PMAIP1,Unknown,15856024
TP53,PML,Activation,14992722
TP53,POLD1,Unknown,11375983
TP53,PPARGC1A,Unknown,19139068
TP53,PTPA,Repression,10787423
TP53,PRC1,Repression,12889596
TP53,PRG3,Unknown,12135761
TP53,PRKAB1,Unknown,12771025
TP53,PTEN,Repression,17344317
TP53,PTEN,Unknown,11545734
TP53,PTPN13,Unknown,11696979
TP53,PTTG1,Activation,12355087
TP53,PTTG1,Repression,15016801
TP53,RAD51B,Unknown,9878257
TP53,RASSF1,Repression,21364923
TP53,RB1,Unknown,8119988
TP53,RECQL4,Activation,15674334
TP53,REEP5,Repression,8557038
TP53,RELA,Unknown,15988033
TP53,RRM2B,Unknown,10716435;15856024
TP53,S100B,Activation,15178678
TP53,SFN,Activation,10101800
TP53,SIAH1,Unknown,20421190
TP53,SIVA1,Activation,15105421
TP53,SIVA1,Activation,15105421
TP53,SLC2A1,Repression,22483234
TP53,SLC6A6,Repression,16734743
TP53,SMAD3,Unknown,21900401
TP53,SSTR2,Repression,14695784
TP53,STAT1,Unknown,12364590
TP53,STAT3,Repression,11809683
TP53,TBXAS1,Repression,14586398
TP53,TCEAL1,Unknown,20421190
TP53,TCF7L2,Repression,14990988
TP53,TERT,Repression,10778946;18754863
TP53,THBS1,Activation,10029407;10101800
TP53,THBS1,Unknown,19826414
TP53,TNFRSF10A,Activation,11313989
TP53,TNFRSF10B,Activation,10101800;11313989;11756185
TP53,TNFRSF10B,Unknown,10810622;19351839
TP53,TP53,Activation,22532570
TP53,TP53,Unknown,11032029;16990849
TP53,TP53I3,Activation,10101800;14695213
TP53,TP53I3,Unknown,12851404
TP53,TP73,Unknown,11238924;16990849
TP53,TRIM22,Activation,15064739
TP53,TYMS,Repression,21351099
TP53,UHRF1,Repression,18220474;19501055
TP53,UHRF1BP1,Activation,18220474
TP53,VCAN,Activation,12438652
TP53,VEGFA,Activation,16684540
TP53,VEGFA,Repression,11559575
TP53,WRN,Repression,11427532
TP53,XPC,Unknown,12771027;12967652;15927209;16357511;22336944
TP53,XPO1,Repression,22284678
USF1,PTGS2,Repression,18817855
USF2,IGF2R,Activation,12857727
USF2,PTGS2,Unknown,12057991
VDR,TNFRSF21,Activation,12520529
VHL,IGF1R,Repression,17486080;19509240
VHL,TP53,Unknown,22071692
WT1,IGF1R,Repression,10499530;12444079
WT1,IGF1R,Unknown,11001824;15345673
WWP1,ERBB4,Repression,19561640
XBP1,SOD2,Unknown,17192397
YEATS4,TP53,Repression,18214854
YY1,TP53,Activation,10634504;8816507
YY1,TP53,Repression,10787423
YY1,TP53,Unknown,10505791
ZBTB2,TP53,Repression,19380588
ZNF350,ATXN2,Activation,20926453
