TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
CEBPD,GAPDH,Unknown,12842822
CEBPD,IL23A,Activation,23028973
CEBPD,POU5F1,Activation,15284209
CEBPD,PPARG,Activation,10649448;18619497;20971808
CEBPD,PTGS2,Unknown,7559624
CEBPD,SOD1,Activation,20385105
CEBPD,TNF,Unknown,10629048
CREB1,AR,Unknown,15994978;21457548
CREB1,BCL2,Activation,17290286
CREB1,BCL2,Unknown,10542244;19626458
CREB1,BDNF,Activation,11719924
CREB1,CXCR4,Unknown,11874984
CREB1,CYP19A1,Activation,15955695;16740737
CREB1,GABPA,Unknown,10585419
CREB1,GSK3B,Unknown,11579131
CREB1,HMOX1,Repression,14523007
CREB1,HPGD,Unknown,10650939
CREB1,IFNG,Activation,20006311;20685939
CREB1,IFNG,Repression,11907114
CREB1,IFNG,Unknown,7759501
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL2,Unknown,8814256
CREB1,IL6,Activation,8725624
CREB1,MSMB,Unknown,9704017
CREB1,NPY,Unknown,12967770
CREB1,NRF1,Unknown,20587593
CREB1,PPM1D,Unknown,19015127
CREB1,PSEN1,Activation,11116137
CREB1,PTGES,Unknown,20688046
CREB1,PTGS2,Activation,22919060
CREB1,SOX9,Unknown,17289023
CREB1,STMN1,Unknown,23000483
CREBBP,ALOX15,Activation,12517954
CREBBP,BRCA1,Unknown,23285190
CREBBP,CREB1,Activation,19564345
CREBBP,CSF2,Unknown,20439113
CREBBP,EGFR,Unknown,21464950
CREBBP,EZH2,Unknown,25088689
CREBBP,IL4,Activation,10946277
CREBBP,IRF1,Activation,18497060
CREBBP,PTGS2,Unknown,11278336
CREBBP,RARA,Unknown,21110951
CREBBP,S100A4,Unknown,17143014
CREBBP,TP53,Unknown,15154850
CTNNB1,AR,Unknown,16141201
CTNNB1,CCND1,Activation,17109766;20300972
CTNNB1,CCND1,Repression,16628468
CTNNB1,CCND1,Unknown,18679417;19662654;19778454
CTNNB1,CHGA,Unknown,21551321
CTNNB1,GLCE,Unknown,22805760
CTNNB1,MMP14,Activation,21517265
CTNNB1,MMP7,Activation,11158322;15000152
CTNNB1,MYC,Activation,20300972;21533051
CTNNB1,MYC,Unknown,17724465;18679417;19662654;19778454
CTNNB1,PTGS2,Unknown,11396184
CTNNB1,VIM,Activation,12750294
CUX1,CYBB,Activation,14605447
CUX1,WNT5A,Activation,17227781;23359789
DDIT3,ANKRD1,Repression,19299913
DDIT3,ATG5,Activation,20038797
DDIT3,CDK2,Unknown,20017906
DDIT3,CXCL8,Unknown,18772138
DDIT3,IL6,Activation,12706815
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
DDIT3,TNFRSF10B,Activation,15322075;15994939;18593935;18794136;21044953;21726997;21941003
DDIT3,TNFRSF10B,Repression,18172319;21941003
DDIT3,TNFRSF10B,Unknown,20157774;22328338
DNMT1,BAG1,Unknown,18413740
DNMT1,CDKN2A,Repression,17934516
DNMT1,CDKN2A,Unknown,17490527
DNMT1,CXCR4,Repression,19932585
DNMT1,ESR1,Unknown,21655924;23242655
DNMT1,HDAC1,Unknown,24475290
DNMT1,PROM1,Unknown,20196115
DNMT1,TIMP3,Repression,22982189
DNMT1,TNFRSF10B,Repression,20398055
DNMT1,TP53,Unknown,24006445
DNMT1,VEGFA,Activation,17934516
DNMT3A,CDKN2A,Unknown,17490527
DNMT3A,POU5F1,Unknown,22867868
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ABCB1,Unknown,10392899;10860921
EGR1,ACE,Activation,12433834
EGR1,ACE,Unknown,14679188
EGR1,ACHE,Unknown,7559515
EGR1,ALOX5,Activation,9062372
EGR1,ALOX5,Repression,15517885
EGR1,ALOX5,Unknown,10436859
EGR1,AR,Repression,15517885
EGR1,CACNA1H,Unknown,22431737
EGR1,CCND1,Activation,11502738
EGR1,CCND1,Unknown,20590664
EGR1,CDK5R1,Activation,15289351
EGR1,CHGA,Activation,12456801
EGR1,CXCL8,Repression,15517885
EGR1,CXCL8,Unknown,19837667
EGR1,EGFR,Activation,11830539
EGR1,FAS,Repression,9300687
EGR1,FGF2,Activation,8702507
EGR1,FN1,Activation,15608673;9933644
EGR1,FN1,Unknown,10783396
EGR1,GDF15,Activation,17715378
EGR1,GDF15,Unknown,14662774
EGR1,GDNF,Unknown,9729303
EGR1,HIF1A,Activation,18506761
EGR1,IFNG,Unknown,8900159
EGR1,IGF2,Activation,8634146
EGR1,IGF2,Unknown,10606246;11336542;9610618
EGR1,IL2,Unknown,12560487
EGR1,IL2RB,Unknown,9199305
EGR1,IL6,Repression,15517885
EGR1,MMP14,Activation,17158885
EGR1,NFKB1,Unknown,10671503
EGR1,PCSK2,Activation,9359835
EGR1,PPARG,Unknown,12011097
EGR1,PTEN,Activation,17516844;20514024
EGR1,PTEN,Unknown,20959484
EGR1,PTGES,Activation,21983014
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,STMN1,Unknown,19786090
EGR1,TFPI2,Unknown,12757776
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,TP73,Unknown,16990849
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
ESR1,ABCG2,Unknown,10342828
ESR1,AHR,Unknown,10620335
ESR1,AR,Activation,22391641
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,BRCA1,Unknown,11782371
ESR1,CCND1,Activation,12554765;15178330;17681750
ESR1,CCND1,Unknown,12929585;22892083
ESR1,CTNNB1,Repression,16628468
ESR1,CTSD,Unknown,10037443;19569049
ESR1,CYP19A1,Activation,12839940
ESR1,CYP1A1,Repression,15837795
ESR1,EGFR,Unknown,12421825
ESR1,ESR1,Unknown,16636675
ESR1,HSPB1,Activation,10960840
ESR1,HTRA2,Activation,21486948
ESR1,KDR,Activation,16574784
ESR1,MYC,Unknown,11517191;19569049;22892083
ESR1,NRF1,Activation,21486948
ESR1,RARA,Activation,9626663
ESR1,RET,Unknown,21737465;21947652
ESR1,TP53,Repression,17681750
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR1,YWHAQ,Unknown,22329840
ESR2,CD68,Unknown,11517296
ESR2,CTSD,Unknown,10037443
ESR2,VEGFA,Unknown,10995484
ETS2,ANPEP,Activation,14507917
ETS2,APP,Unknown,12890557
ETS2,CD163,Unknown,10725797
ETS2,CDKN2A,Unknown,17370299
ETS2,CSF2,Activation,12646185
ETS2,CXCL8,Activation,12438253
ETS2,EGR1,Unknown,9207063
ETS2,MMP9,Activation,12438253
ETS2,MYC,Unknown,22108824
ETS2,TP53,Unknown,10510472
EZH2,BRCA1,Unknown,21406404
EZH2,CCND1,Activation,20132185;21697275
EZH2,CDKN2A,Repression,23289480
EZH2,FBXO32,Repression,21546904
EZH2,FBXO32,Unknown,24213577
EZH2,HDAC1,Repression,20132185
EZH2,MST1,Repression,24499724
EZH2,MYC,Repression,23079660
EZH2,PTEN,Unknown,22956625
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
EZH2,VDR,Unknown,23424038
FOXP3,BRCA1,Repression,23319807
FOXP3,IL10,Unknown,24315995
FOXP3,IL2,Repression,18324310
FOXP3,IL2RA,Activation,21036387
FUS,AR,Unknown,21909421
FUS,DDIT3,Activation,11162437
HDAC1,ABCB1,Repression,19435809;20037778
HDAC1,ALOX15,Unknown,19198625
HDAC1,AR,Unknown,11971970
HDAC1,CCND1,Activation,20049841
HDAC1,CCND1,Repression,20821348
HDAC1,CDKN2A,Unknown,23455154
HDAC1,CXCL8,Unknown,11564889
HDAC1,DNMT1,Unknown,23242655
HDAC1,EGFR,Repression,22025675
HDAC1,EGR1,Repression,21983014
HDAC1,ESR1,Repression,18316616;20101232;23242655
HDAC1,ESR1,Unknown,21655924
HDAC1,IL2,Repression,17056544
HDAC1,KLF4,Repression,15051827
HDAC1,ABCB1,Unknown,20037778
HDAC1,MMP28,Repression,20144149
HDAC1,MMP9,Repression,22879913
HDAC1,NFKB1,Unknown,24448807
HDAC1,PHB,Repression,21152868
HDAC1,POU5F1,Unknown,22867868
HDAC1,PSIP1,Unknown,23386123
HDAC1,PTGS2,Activation,17395887
HDAC1,SPP1,Repression,20609221;22422937
HDAC1,STAT3,Unknown,18611949
HDAC1,TP53,Repression,15130752
HDAC11,IL10,Repression,19011628
HDAC11,IL17A,Repression,21239696
HDAC11,MYC,Unknown,20493879
HDAC11,TNF,Repression,21239696
HDAC2,ALOX5,Activation,21883892
HDAC2,CCL2,Unknown,22679019
HDAC2,CXCL8,Repression,19411311
HDAC2,CXCL8,Unknown,11564889
HDAC2,DNMT1,Repression,22328086
HDAC2,GRM2,Unknown,22864611
HDAC2,IGF1,Unknown,18193094
HDAC2,KLF4,Repression,19486889
HDAC2,MYC,Unknown,20493879
HDAC2,PHB,Repression,21152868
HDAC2,VEGFA,Unknown,23926105
HDAC4,CDKN2A,Repression,18558095
HDAC4,IL10,Repression,17610967
HDAC4,KLF4,Unknown,21118993
HDAC4,MEF2A,Repression,17179159
HDAC4,MEF2A,Unknown,10748098
HDAC4,PTPA,Unknown,18045992
HDAC4,PTGES,Unknown,19115247
HDAC4,PTGS2,Activation,18820298
HDAC4,VEGFA,Repression,19509297
HDAC9,APP,Unknown,20145244
HDAC9,CDKN2A,Activation,19122829
HDAC9,ESR1,Repression,19185986
HDAC9,IL18,Unknown,11944905
HDAC9,MEF2A,Repression,12242305;15194749
HDAC9,NFKB1,Repression,15964798
HDAC9,RELA,Repression,15964798
HDAC9,TNFRSF10B,Repression,15964798
HDAC9,TP53,Repression,15964798
HES1,MAP2,Repression,19880519
HES1,PTEN,Repression,18414037
HIF1A,ABCB1,Repression,12067980
HIF1A,ACE,Activation,19592460
HIF1A,APEX1,Repression,19524065
HIF1A,AR,Activation,17426252;21056661
HIF1A,BAX,Activation,15706354
HIF1A,CCND1,Repression,20179204
HIF1A,CXCR4,Activation,17075581
HIF1A,CXCR4,Unknown,19212630
HIF1A,EDN1,Activation,19783678
HIF1A,EGLN3,Unknown,15156561
HIF1A,EPO,Activation,8089148;8663540
HIF1A,EPO,Unknown,16281953
HIF1A,FGF2,Activation,19492421
HIF1A,GAPDH,Unknown,11955624
HIF1A,HIF1A,Repression,14744852
HIF1A,ITGB2,Activation,15235127
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,MET,Activation,16099863
HIF1A,MIF,Activation,20727156
HIF1A,PGK1,Activation,8089148
HIF1A,PTGES,Activation,18050215
HIF1A,STAT3,Unknown,23991099
HIF1A,TIMP2,Activation,17332917
HIF1A,TLR2,Unknown,18159247
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIF1A,VIM,Activation,22295844
HSF1,ABCB1,Unknown,10816597
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,BAG3,Unknown,20692357
HSF1,FKBP4,Unknown,20692357
HSF1,HSP90B2P,Unknown,17897941
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,HSPA4,Unknown,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,Repression,10328874
HSF1,NFKB1,Unknown,18689673
HSF1,RELA,Unknown,18689673
HSF1,TNF,Unknown,18689673
IRF1,BCL2,Repression,10918594
IRF1,CD40,Activation,18694960
IRF1,CDK2,Repression,22200613
IRF1,CXCL10,Activation,19342664
IRF1,CYBB,Activation,9593745
IRF1,DDX58,Activation,22391244
IRF1,EIF2AK2,Activation,8622878
IRF1,FOXP3,Repression,18641303
IRF1,IFNG,Activation,13678429
IRF1,IL10,Activation,12817009
IRF1,MMP9,Unknown,12105194
IRF1,SLPI,Unknown,10498899
IRF1,TP53,Unknown,19003964
IRF3,ABCC2,Activation,15185298
IRF3,CCL2,Unknown,20483755
IRF3,CXCL10,Activation,18691624;24257594
IRF3,PURA,Repression,21062477
IRF3,TLR4,Unknown,22208359
IRF3,TNPO1,Unknown,20483755
JDP2,DDIT3,Repression,18396163
KCNIP3,SLC8A3,Repression,16306395
KHDRBS1,AR,Unknown,18273831
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF4,CCND1,Activation,21132436;21224073
KLF4,CCND1,Repression,10908361;19737957
KLF4,CD14,Activation,17762869
KLF4,CYP1A1,Unknown,9651398
KLF4,GDF15,Repression,22750490
KLF4,GDF15,Unknown,20385121
KLF4,HSPA8,Activation,18379898
KLF4,IL1B,Repression,22449968
KLF4,IL6,Activation,23846700
KLF4,LAMA3,Activation,11551969
KLF4,LXN,Repression,23364479
KLF4,RARA,Repression,19531492
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF4,VDR,Repression,22677193
KLF4,VEGFA,Unknown,23926105
L3MBTL1,MYC,Unknown,23543057
MECP2,ABCB1,Unknown,11865062
MECP2,ALOX5,Unknown,19781662
MECP2,CCND1,Repression,15870696
MECP2,ESR1,Repression,15870696
MECP2,ESR1,Unknown,21655924;23242655
MEF2A,MAPK14,Activation,18073218
MEF2A,MEF2A,Unknown,18222924
MEF2A,NRF1,Activation,18222924
MEF2A,PPARGC1A,Unknown,18222924
MEF2C,MECP2,Unknown,20513142
MEF2C,VEGFA,Unknown,18450586
MSC,FOXP3,Activation,19561533
MSC,IFNG,Activation,19561533
MSC,IL10,Activation,19561533
MSC,IL2RA,Activation,19561533
MYC,BCL2,Unknown,18809243
MYC,CCND1,Repression,14757441;8196642
MYC,CCND1,Unknown,17881732;18809243;19698176;21933022
MYC,PROM1,Unknown,22945648
MYC,CDK2,Unknown,21384303
MYC,CREBBP,Unknown,12776737
MYC,CXCR4,Activation,10229837
MYC,FMR1,Unknown,9328468
MYC,HDAC2,Activation,20697349
MYC,HLA-B,Activation,8206526
MYC,HLA-F,Activation,8206526
MYC,HNRNPA1,Activation,20010808
MYC,HNRNPA2B1,Activation,20010808
MYC,HSPA4,Unknown,1562593
MYC,ID2,Unknown,12545167
MYC,IL6,Unknown,19259613
MYC,MAPK1,Unknown,21933022
MYC,MST1,Repression,24499724
MYC,MTDH,Unknown,17088530
MYC,PGK1,Unknown,18809243
MYC,PTBP1,Activation,20010808
MYC,ST3GAL3,Activation,22547830
MYC,TFAM,Unknown,15988031
MYC,TNFRSF10B,Activation,15144957
MYC,TP53,Activation,8494784
MYC,TP53,Unknown,19086036
MYC,TP73,Activation,11115495
MYC,VEGFA,Activation,19398483
MYC,VEGFA,Unknown,18809243
MYC,XPO1,Activation,22284678
NEAT1,CXCL8,Repression,24507715
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CXCL8,Activation,21925595
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,MTHFR,Activation,16551619
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFIL3,APP,Unknown,22947103
NFIL3,EREG,Unknown,1620116
NFIL3,HPGD,Unknown,1620116
NFIL3,IFNG,Unknown,7565758
NFIL3,IL1B,Repression,8547328
NFIL3,PTGS2,Unknown,1620116
NFKB1,ABCB1,Activation,19763573
NFKB1,ABCB1,Repression,12527911
NFKB1,ABCB1,Unknown,18234965
NFKB1,ABCG2,Activation,10342828
NFKB1,AGER,Activation,18622638;19616578
NFKB1,AKT1,Repression,18031796
NFKB1,ALOX5,Repression,15517885
NFKB1,AR,Repression,15517885
NFKB1,AR,Unknown,16619263
NFKB1,BAX,Repression,18158998
NFKB1,BAX,Unknown,20056115
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,BCL2L1,Activation,12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113
NFKB1,BCL2L1,Repression,15231833
NFKB1,BCL2L1,Unknown,10733571;10925251;12176906;14739605;16453001;17673602;18222423
NFKB1,CARM1,Unknown,20462455
NFKB1,CASP3,Unknown,20056115
NFKB1,CASP9,Unknown,20056115
NFKB1,CCL2,Activation,10530453;11512674;12488502;12647268;16206198;16764699;20200316;9388261
NFKB1,CCL2,Unknown,10744656;11006087;11949945;12218154;14631383;15950427;16040075;16818736;8617886
NFKB1,CCL4,Unknown,11342414
NFKB1,CCND1,Activation,10464245;11861406;15756023;15856023;17407600;18341653;19263436;22306268
NFKB1,CCND1,Repression,18566231
NFKB1,CCND1,Unknown,10409765;12894581;16453001;17673602;17944672;18184402;19766095;20103608;20538607
NFKB1,CCR2,Activation,19156404
NFKB1,CD40,Activation,19164127;9733827
NFKB1,CD40,Unknown,11027342;11313274;17031478
NFKB1,CD40LG,Activation,11751888
NFKB1,CD40LG,Unknown,11160303;11529914;21243522
NFKB1,CRMP1,Unknown,18782567
NFKB1,CRP,Activation,12667216;17704137
NFKB1,CRP,Unknown,17513780
NFKB1,CSF2,Unknown,18285351
NFKB1,CXCL1,Activation,10530453;15958549
NFKB1,CXCL1,Unknown,11112786;16040075;7479086
NFKB1,CXCL10,Activation,16982926;20164184;24701034
NFKB1,CXCL10,Unknown,16818736;19479051;24257594
NFKB1,CXCL8,Activation,10506755;10530453;11297551;11512674;11564889;12058956;15350531;15387324;15688424;15958549;16701870;16764699;17040605;17041011;17917246;18074095;18996370;22340043;7876168
NFKB1,CXCL8,Repression,15517885;8413215
NFKB1,CXCL8,Unknown,10477716;11120852;11342414;11953364;12218154;12485925;12643600;12707271;12716652;14631383;14670967;15289496;15950427;16004996;16105834;16803583;17045242;18281166;19376732;19732956;19786024;19837667;8878392;9698090
NFKB1,CXCR4,Activation,12690099;20068066
NFKB1,CXCR4,Unknown,20157762
NFKB1,CYP19A1,Repression,15459115
NFKB1,CYP1A1,Unknown,19928584
NFKB1,EBI3,Activation,9733827
NFKB1,EDN1,Unknown,21334436
NFKB1,EGFR,Activation,17881446
NFKB1,EGFR,Unknown,14678988
NFKB1,EGR1,Repression,21983014
NFKB1,FAS,Activation,19628709;9733827
NFKB1,FAS,Repression,16784892
NFKB1,FAS,Unknown,10022897;10871852;16317104;7528667
NFKB1,FN1,Activation,10649441;10867646
NFKB1,FN1,Unknown,22223884
NFKB1,FOXP3,Activation,20462637
NFKB1,GDNF,Unknown,9729303
NFKB1,GFAP,Activation,16516312
NFKB1,GFAP,Unknown,20471977
NFKB1,GSK3B,Unknown,11579131
NFKB1,GSTP1,Activation,15013838
NFKB1,HDAC1,Unknown,23027620
NFKB1,HES1,Unknown,17876798
NFKB1,HIF1A,Unknown,18498249
NFKB1,HLA-F,Unknown,11137213;9725221
NFKB1,HMOX1,Unknown,8016102
NFKB1,IFNG,Activation,17407192;18690006
NFKB1,IFNG,Unknown,21243522;9374532
NFKB1,IL10,Activation,19124729
NFKB1,IL10,Unknown,9310124
NFKB1,IL17A,Unknown,21243522
NFKB1,IL18,Activation,15963597;17399992
NFKB1,IL18,Unknown,10227974
NFKB1,IL1A,Repression,17612514
NFKB1,IL1B,Activation,12686724;14960579;8413223;8679226;9878621
NFKB1,IL1B,Unknown,10080875;10963848;16433741;17707233;18285351;20336759;9058643
NFKB1,IL2,Activation,11035116;18207244;19968887;7623820;7957556;9233628
NFKB1,IL2,Unknown,11145913;12027419;15477007;8814256;8834450;8977179;9135552;9737979
NFKB1,IL23A,Activation,17569750
NFKB1,IL23A,Unknown,17707233
NFKB1,IL2RA,Unknown,11781710;9135552
NFKB1,IL4,Unknown,12516545
NFKB1,IL6,Activation,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7876168;8679226;8725624
NFKB1,IL6,Repression,15517885
NFKB1,IL6,Unknown,10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;2405250;8752656;9516466
NFKB1,IRF1,Activation,18694960
NFKB1,IRF1,Unknown,12077266
NFKB1,LCN2,Activation,15536164
NFKB1,LCN2,Unknown,19707556;20220144;24391115
NFKB1,MIF,Unknown,18710704
NFKB1,MMP14,Activation,19303700;21627988
NFKB1,MMP9,Activation,10359016;12193473;14600595;15536164;16014933;16687076;17121934;17174275;17186550;17498959;18056465;18298869;18567920;18801463;18843978;19303700;19454280;19539355;21963718
NFKB1,MMP9,Repression,15605368;18566231
NFKB1,MMP9,Unknown,11376631;12105194;14755547;15175338;17158602;17673602;17922642;18357389;19662350;19783786;20103608;20332461;7860222;9500201;9679762
NFKB1,MYC,Activation,17018379
NFKB1,MYC,Repression,18566231
NFKB1,MYC,Unknown,11114727;12894581;17673602;17944672;18184402;19469019;19766095;21790895
NFKB1,NAMPT,Activation,16701870
NFKB1,NCAM1,Activation,19091137
NFKB1,NFKB1,Unknown,19469019
NFKB1,NOS1,Activation,17081374
NFKB1,NOS2,Activation,15350552;17081374;17720813;18057724
NFKB1,NOS2,Unknown,11438703;15170030;16283237;16318585;19766095
NFKB1,NRF1,Unknown,20587593
NFKB1,OPTN,Activation,19340308
NFKB1,PTAFR,Activation,11502209
NFKB1,PTEN,Activation,17334236;19940030
NFKB1,PTEN,Repression,19940030
NFKB1,PTGES,Activation,17928629
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKB1,S100A6,Activation,12859951
NFKB1,SERPINA3,Repression,11027208
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,SQSTM1,Unknown,9762895
NFKB1,TFPI2,Unknown,12757776
NFKB1,TGFB1,Unknown,16365456
NFKB1,TIMP1,Repression,14600595
NFKB1,TIMP1,Unknown,11426939
NFKB1,TLR2,Activation,12686724;19779021
NFKB1,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
NFKB1,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
NFKB1,TNFRSF10B,Activation,18599488
NFKB1,TNFRSF10B,Unknown,18523266;19351839
NFKB1,TNFSF14,Unknown,21243522
NFKB1,TP53,Unknown,10348347;11032029
NFKB1,VEGFA,Activation,15856023;16684540;17407600;18056465
NFKB1,VEGFA,Repression,15517885
NFKB1,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
NFKB1,XIAP,Activation,15041463;15756023;16157589;18223231
NFKB1,XIAP,Repression,18566231;18761050
NFKB1,XIAP,Unknown,14739605;16453001;18978816
NR1I2,ABCB1,Activation,18540626
NR1I2,BCL2,Activation,16085054
NR1I2,BCL2L1,Activation,16085054
NR1I2,CCL2,Repression,22248096
NR1I2,HP,Unknown,19723538
NR1I2,IL10,Activation,22285937
NR1I2,NFKB1,Repression,22248096
NR1I2,PTAFR,Activation,19703903
NR1I2,RELA,Repression,22248096
NRF1,CXCR4,Activation,10381170;20068066
NRF1,FMR1,Activation,11058604;16500891
NRF1,FMR1,Unknown,15175277;9302255;9328468
NRF1,SNRPN,Unknown,16116039
NRF1,SPAST,Activation,22574173
OLIG2,LGR5,Unknown,23793848
PARP1,BCL2,Repression,20564216
PARP1,CXCL1,Unknown,11112786
PARP1,FN1,Unknown,22223884
PARP1,HFE,Unknown,24184271
PARP1,IFNG,Unknown,17177976
PARP1,IL10,Unknown,20181890
PARP1,NFKB1,Unknown,16026317
PARP1,RELA,Unknown,16026317
PARP1,SERPINF1,Repression,18312852
PARP1,VIM,Activation,17720873
PAWR,BCL2,Repression,11912153;9989812
POU5F1,BMP4,Repression,17068183
POU5F1,ID2,Repression,17068183
POU5F1,SOX2,Activation,17068183
POU5F1,SPP1,Activation,11891324
POU5F1,THY1,Activation,17068183
PPARG,ABCG2,Activation,16785230
PPARG,ADIPOQ,Activation,20484463
PPARG,ADIPOQ,Unknown,18373719;19833717
PPARG,AGER,Repression,18855759
PPARG,APOB,Repression,16542871
