TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
BACH1,HMOX1,Activation,17942419
BACH1,HMOX1,Repression,17409198;18550526;21982894
BACH2,BCL2,Unknown,18929412
BARD1,ESR1,Activation,20060929
BARX2,ESR1,Unknown,16636675
BCL6,FCER2,Repression,11342629
BDP1,TP53,Unknown,12734418
BRCA1,CTSD,Repression,11244506
BRCA1,ESR1,Activation,20060929
BRCA1,IGF1,Repression,18045956
BRCA1,IGF1R,Unknown,11001824;19223505
BRCA1,SIRT1,Activation,18851829;20160719;21407215;9000507
BRCA1,VEGFA,Activation,16543242
CDCA7L,MAOB,Repression,20980443
CDX1,PTGS2,Activation,21613300
CDX2,ABCB1,Unknown,20699370
CDX2,GSK3B,Unknown,24501326
CDX2,GSTP1,Unknown,22580340
CDX2,PTGS2,Repression,15013430
CDX2,VDR,Unknown,11450701;16604479;16883525;19960008
CEBPA,BCL2,Repression,12970736
CEBPA,CCL2,Activation,24429361
CEBPA,GAPDH,Unknown,12842822
CEBPA,HSPA4,Activation,2247079
CEBPA,IGF1,Activation,7708053
CEBPA,IGF2,Unknown,7659086
CEBPA,IL10,Unknown,12219016
CEBPA,IL6,Unknown,11975924
CEBPA,INSR,Activation,8288055
CEBPA,LEP,Activation,21983012
CEBPB,ABCB1,Activation,15044620
CEBPB,CRP,Activation,12667216;23361365
CEBPB,FASLG,Unknown,12496392
CEBPB,HSF1,Unknown,11801594
CEBPB,IL10,Unknown,12493739
CEBPB,IL1B,Activation,17386941
CEBPB,IL1B,Unknown,10383163;10801783
CEBPB,IL6,Activation,10903137;8725624
CEBPB,IL6,Unknown,11120852
CEBPB,INSR,Activation,8288055
CEBPB,PTGS2,Activation,16820889;18294142
CEBPB,PTGS2,Repression,18820298
CEBPB,PTGS2,Unknown,10956548;16699180;17556653;7559624
CEBPB,TNF,Unknown,10629048;9566900
CEBPD,GAPDH,Unknown,12842822
CEBPD,PTGS2,Unknown,7559624
CEBPD,SOD1,Activation,20385105
CEBPD,TNF,Unknown,10629048
CIITA,FASLG,Unknown,14563113
CIITA,HLA-DRA,Activation,9600954
CIITA,HLA-DRA,Unknown,10886240;11429551;11889043;9300692
CIITA,HLA-DRB1,Unknown,10886240
CIITA,HLA-DRB5,Unknown,10886240
CIITA,SIRT1,Repression,22064865
CLOCK,TPO,Unknown,22284746
COPS5,VEGFA,Activation,12542982
CREB1,BCL2,Activation,17290286
CREB1,BCL2,Unknown,10542244;19626458
CREB1,BDNF,Activation,11719924
CREB1,CYP17A1,Unknown,2543297
CREB1,GABPA,Unknown,10585419
CREB1,GSK3B,Unknown,11579131
CREB1,HMOX1,Repression,14523007
CREB1,IL10,Activation,10540320;22140263
CREB1,IL10,Unknown,17202341
CREB1,IL6,Activation,8725624
CREB1,PTGS2,Activation,22919060
CREB1,TH,Unknown,11108136
CREBBP,CSF2,Unknown,20439113
CREBBP,PTGS2,Unknown,11278336
CREBBP,TP53,Unknown,15154850
CREG1,HSPA4,Repression,9710587
CREM,ACE,Activation,8901568
CREM,FASLG,Repression,11754361
CREM,TH,Unknown,11108136
CRTC1,PPARGC1A,Activation,10893434
CTCF,APP,Activation,11706010;9407128
CTCF,APP,Repression,11706010
CTCF,CSF2,Unknown,19158269
CTCF,IGF2,Unknown,18458536;20966046;21536749;24725430
CTNNB1,PTGS2,Unknown,11396184
DDB2,BCL2,Repression,20013802
DDB2,SOD2,Repression,18431487
DDIT3,IL6,Activation,12706815
DDIT3,SIRT1,Repression,21801305
DDIT3,SIRT2,Repression,21801305
DDX5,IGF2,Unknown,20966046
DEAF1,GDF5,Unknown,24861163
DEAF1,HTR1A,Repression,14507979
DEK,BCL2,Activation,17685435
DNMT1,ESR1,Unknown,21655924;23242655
DNMT1,TP53,Unknown,24006445
DNMT1,VEGFA,Activation,17934516
DR1,PTGS2,Activation,11840453
E2F1,ABCB1,Activation,23542036
E2F1,BCL2,Activation,11559537;12679318
E2F1,IL1B,Unknown,17707233
E2F1,MAP3K5,Activation,16476732;17287612
E2F1,MAP3K5,Unknown,16512785;19610065
E2F1,TNF,Unknown,17707233
E2F1,TP53,Activation,15706352
E2F1,TP53,Repression,8557038
E2F1,TP53,Unknown,12625370;21441950;22241525
E2F1,VEGFA,Repression,20639906
E2F2,MAP3K5,Unknown,16512785
E2F3,MAP3K5,Unknown,16512785
E2F3,VEGFA,Unknown,21372519
E2F4,MAP3K5,Unknown,16512785
EAPP,ABCB1,Activation,23542036
EAPP,MAOB,Repression,20980443
EGR1,ABCB1,Activation,11488907;7565762
EGR1,ABCB1,Unknown,10392899;10860921
EGR1,ACE,Activation,12433834
EGR1,ACE,Unknown,14679188
EGR1,ACHE,Unknown,7559515
EGR1,FASLG,Unknown,14563113
EGR1,FCER2,Repression,9300687
EGR1,GDNF,Unknown,9729303
EGR1,IGF2,Activation,8634146
EGR1,IGF2,Unknown,10606246;11336542;9610618
EGR1,IL6,Repression,15517885
EGR1,PTEN,Activation,17516844;20514024
EGR1,PTEN,Unknown,20959484
EGR1,PTGS2,Repression,15517885
EGR1,SOD1,Activation,9867871
EGR1,TH,Unknown,20124442
EGR1,TNF,Activation,10913190;14767560
EGR1,TP53,Activation,9242687
EGR1,VEGFA,Activation,20489156
EGR1,VEGFA,Repression,15517885
EGR1,VEGFA,Unknown,9049304
EGR2,FASLG,Repression,19651900
EGR2,IGF2,Unknown,9610618
EGR2,IL6,Unknown,24007274
EGR2,MPZ,Unknown,21179557
EGR2,PTGS2,Unknown,24007274
ELF3,PTGS2,Unknown,15794755
ELF4,TP53,Repression,20805247
ENO1,PTGS2,Unknown,19846662
EP300,ABCB1,Unknown,22154511
EP300,GFAP,Activation,20414733
EP300,IGF1,Unknown,18281476
EP300,IL6,Unknown,19966855
EP300,PTGS2,Activation,12471036
EP300,PTGS2,Unknown,12057991;17237818;17395887
EP300,VEGFA,Activation,22789427
EPAS1,VEGFA,Activation,11301389;11751212;16900513;19080330
EPAS1,VEGFA,Unknown,15156561;16920734
ERCC2,BCL2,Repression,22387547
ERCC2,TP53,Activation,22387547
ERG,HMOX1,Unknown,10022513
ESR1,ABCG2,Unknown,10342828
ESR1,AHR,Unknown,10620335
ESR1,AMH,Activation,13678390
ESR1,AR,Activation,22391641
ESR1,AVP,Unknown,11089536
ESR1,BCL2,Activation,19148464
ESR1,BCL2,Unknown,10542244;11261829;9306964
ESR1,BLM,Activation,17268063
ESR1,BRCA1,Unknown,11782371
ESR1,BTG2,Repression,19117054
ESR1,CCNA2,Activation,17681750
ESR1,CCND1,Activation,12554765;15178330;17681750
ESR1,CCND1,Unknown,12929585;22892083
ESR1,CD24,Repression,18404683
ESR1,CDH1,Unknown,17893710
ESR1,CDK4,Unknown,22179484
ESR1,CDKN1A,Activation,11517191;15378598;16628468
ESR1,CDKN1A,Repression,17681750
ESR1,CDKN1B,Repression,17681750
ESR1,CEBPB,Unknown,19652226
ESR1,CHAT,Unknown,10037443
ESR1,CRH,Repression,12161509
ESR1,CRHBP,Activation,15345745
ESR1,CTNNB1,Repression,16628468
ESR1,CTSD,Unknown,10037443;19569049
ESR1,CXCL12,Unknown,18563714
ESR1,CYP19A1,Activation,12839940
ESR1,CYP1A1,Repression,15837795
ESR1,CYP1B1,Unknown,15126349
ESR1,CYP2C19,Repression,20675569
ESR1,DCT,Activation,15892717
ESR1,E2F1,Unknown,10446910;12697671
ESR1,EGFR,Unknown,12421825
ESR1,ESR1,Unknown,16636675
ESR1,ESRRA,Unknown,12960079
ESR1,F12,Activation,9794469
ESR1,FLT1,Unknown,17242190
ESR1,FOS,Unknown,10037443
ESR1,FOXP1,Activation,21901488
ESR1,GREB1,Activation,17666587
ESR1,GREB1,Unknown,21984905
ESR1,HSPB1,Activation,10960840
ESR1,HTRA2,Activation,21486948
ESR1,JAK2,Unknown,19876927
ESR1,JUN,Activation,11477071
ESR1,JUN,Unknown,10037443
ESR1,JUNB,Activation,11477071
ESR1,KDR,Activation,16574784
ESR1,KRT19,Activation,11026574
ESR1,MDM2,Unknown,12897156
ESR1,MICB,Unknown,23527639
ESR1,MMP13,Unknown,19185056
ESR1,MTA3,Unknown,15169784
ESR1,MYC,Unknown,11517191;19569049;22892083
ESR1,NQO1,Repression,20623181
ESR1,NR5A2,Unknown,16091743
ESR1,NRF1,Activation,21486948
ESR1,OXT,Unknown,10411324
ESR1,PELP1,Unknown,15087130
ESR1,PGR,Activation,10894148;12554765
ESR1,PGR,Unknown,10835496
ESR1,PLAC1,Activation,19652226
ESR1,PLAC1,Unknown,24304549
ESR1,PMAIP1,Activation,22216287
ESR1,PTMA,Repression,12149645
ESR1,RARA,Activation,9626663
ESR1,RET,Unknown,21737465;21947652
ESR1,RUNX2,Unknown,11604227
ESR1,SERPINB9,Unknown,11682627
ESR1,SERPINE1,Activation,15217907
ESR1,SP1,Unknown,19652226
ESR1,TAC3,Activation,14592957
ESR1,TERT,Activation,10805720;16690106;18754863
ESR1,TFF1,Activation,11517191;18543253
ESR1,TFF1,Unknown,10037443;21984905
ESR1,TGFA,Activation,11517191
ESR1,TGFA,Unknown,10828826
ESR1,TP53,Repression,17681750
ESR1,TYMS,Unknown,10875244
ESR1,UGT1A4,Activation,19546240
ESR1,UGT2B15,Activation,19487245
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR1,YWHAQ,Unknown,22329840
ESR1,ZEB1,Activation,22391641
ESR1,ZFHX3,Activation,21367855
ESR2,CTSD,Unknown,10037443
ESR2,INSR,Repression,22099628
ESR2,VEGFA,Unknown,10995484
ETS1,ABCB1,Activation,20392592
ETS1,ATXN2,Unknown,22914732
ETS1,CSF2,Unknown,12475968
ETS1,CTSB,Unknown,10701774
ETS1,HMOX1,Unknown,10022513
ETS1,SQSTM1,Unknown,9762895
ETS1,TP53,Unknown,10510472
ETS2,APP,Unknown,12890557
ETS2,CSF2,Activation,12646185
ETS2,TP53,Unknown,10510472
ETV4,GBA,Unknown,9272862
ETV4,PTGS2,Activation,11274170
ETV4,TNF,Unknown,7896795
EZH2,ALDH1A1,Repression,22144423
EZH2,PTEN,Unknown,22956625
EZH2,TP53,Repression,20132185
EZH2,TP53,Unknown,24006445
EZH2,VDR,Unknown,23424038
FLI1,HMOX1,Unknown,10022513
FLI1,IL10,Activation,20879862
FOS,CRP,Unknown,18292576
FOS,GSTP1,Unknown,8206948
FOS,IL1A,Unknown,8688489
FOS,NEFL,Activation,8180132
FOS,NGF,Unknown,2111020
FOS,NOS2,Activation,12788789
FOS,NOS2,Repression,9776360
FOS,NQO1,Unknown,8004128
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOS,TP53,Unknown,10348347
FOSL2,NOS2,Activation,12788789
FOXA1,BCL2,Repression,19127412
FOXA1,ESR1,Unknown,20501593;24290378
FOXA1,GCG,Unknown,15828872;21824252
FOXA1,HSPA1A,Activation,19486887
FOXA1,RET,Unknown,21947652
FOXA2,GCG,Unknown,15828872
FOXA2,TPO,Activation,8602863
FOXE1,TPO,Unknown,10329730;20094846
FOXL2,SIRT1,Activation,19010791
FOXM1,APOE,Unknown,11229886
FOXM1,FGB,Repression,15737987
FOXM1,VEGFA,Unknown,21860419
FOXO1,EDN1,Unknown,19887561
FOXO1,IL6,Activation,21185807
FOXO3,FASLG,Activation,11756562
FOXO3,PIK3CA,Unknown,19299143
FOXO3,SIRT1,Activation,23525956
FOXO3,VEGFA,Unknown,21860419
FOXO4,SOD2,Activation,21536589
FOXP1,HIP1R,Unknown,23884370
FOXP2,CNTNAP2,Repression,18987364
FOXP2,CNTNAP2,Unknown,19582487
FOXP3,IL10,Unknown,24315995
FOXQ1,VEGFA,Activation,20145154
GABPA,ERBB2,Unknown,7914192
GABPA,OXTR,Unknown,10218980
GABPA,RPS3A,Unknown,12463423
GABPA,TOMM70,Activation,17167546
GABPA,ZNF205,Unknown,22306510
GATA1,HBG1,Unknown,12609092;16200778;2336386
GATA3,ESR1,Unknown,17616709
GATA3,IL10,Unknown,21507199
GATA4,CYP17A1,Unknown,14988427
GATA6,CYP17A1,Activation,15284005
GATA6,CYP17A1,Unknown,14988427
GBX2,IL6,Activation,10690529
GLI1,AKT1,Unknown,23580656
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI2,BCL2,Activation,16880536;21135115
GLIS3,INS,Unknown,23856252
GTF2I,SIRT1,Activation,21407215
HAND2,DBH,Activation,14512028
HDAC1,ABCB1,Repression,19435809;20037778
HDAC1,ESR1,Repression,18316616;20101232;23242655
HDAC1,ESR1,Unknown,21655924
HDAC1,GRIN2B,Activation,19081374
HDAC1,HLA-DRA,Repression,11533238
HDAC1,ABCB1,Unknown,20037778
HDAC1,PTGS2,Activation,17395887
HDAC1,TP53,Repression,15130752
HDAC11,IL10,Repression,19011628
HDAC11,TNF,Repression,21239696
HDAC2,CCL2,Unknown,22679019
HDAC2,IGF1,Unknown,18193094
HDAC2,VEGFA,Unknown,23926105
HDAC3,TNF,Unknown,15356147
HDAC3,VEGFA,Unknown,23926105
HDAC4,IL10,Repression,17610967
HDAC4,PTGS2,Activation,18820298
HDAC4,VEGFA,Repression,19509297
HDAC5,IGF2,Unknown,19666599
HDAC7,ESR1,Repression,21078666
HDAC9,APP,Unknown,20145244
HDAC9,ESR1,Repression,19185986
HDAC9,TP53,Repression,15964798
HDGF,VEGFA,Activation,14662017;21302807
HES1,HTR1A,Unknown,18499474
HES1,MAP2,Repression,19880519
HES1,PTEN,Repression,18414037
HES6,HTR1A,Unknown,18499474
HEXIM1,VEGFA,Unknown,20453883
HIC1,SIRT1,Repression,19525223;19649206
HIC1,SIRT1,Unknown,22064865
HIC1,VEGFA,Repression,24067369
HIF1A,ABCB1,Repression,12067980
HIF1A,ACE,Activation,19592460
HIF1A,EDN1,Activation,19783678
HIF1A,GAPDH,Unknown,11955624
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,PIK3CA,Unknown,23060442
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIPK2,ABCB1,Unknown,20646448
HIPK2,TP53,Unknown,12851404
HIPK2,VEGFA,Repression,18644116;19046997
HMGA1,IL1B,Unknown,15901130
HMGA1,INSR,Activation,16707431
HMGA1,INSR,Repression,17434141
HMGA1,PTGS2,Activation,22898640
HMGA1,TP53,Unknown,20335021
HMGB2,TNF,Activation,18218727
HNF1A,CRP,Unknown,18292576;8703909
HNF1A,VEGFA,Unknown,21731766
HNF4A,CYP2D6,Activation,11752221
HNF4G,CYP2D6,Activation,11752221
HOXA1,BCL2,Activation,12482855;15665309
HOXA10,TP53,Activation,21993662
HOXA4,TH,Unknown,12670698
HOXA5,PTN,Activation,15757903
HOXA5,TH,Unknown,12670698
HOXB7,VEGFA,Activation,21183939
HSF1,ABCB1,Unknown,10816597
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,BAG3,Unknown,20692357
HSF1,CDKN1A,Repression,20622894
HSF1,CRYGA,Unknown,19250318
HSF1,CRYGB,Unknown,19250318
HSF1,FKBP4,Unknown,20692357
HSF1,FUT4,Unknown,23959823
HSF1,GUCA2B,Repression,22129966
HSF1,HLA-G,Unknown,11005379
HSF1,HOPX,Unknown,22669480
HSF1,HSD17B6,Repression,16278218
HSF1,HSP90B2P,Unknown,17897941
HSF1,HSPA1A,Unknown,17897941;20692357;23212905;23874968
HSF1,HSPA1B,Unknown,20692357
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,HSPA4,Unknown,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,Repression,10328874
HSF1,JUN,Unknown,24127737
HSF1,LDHA,Activation,19668225
HSF1,MAP3K14,Unknown,19381566
HSF1,MICA,Activation,19139882
HSF1,MICB,Activation,19139882
HSF1,NAT1,Activation,20176657
HSF1,NFKB1,Unknown,18689673
HSF1,POLK,Activation,22227292
HSF1,RELA,Unknown,18689673
HSF1,SERPINE1,Activation,17259369;19401454
HSF1,SESN3,Unknown,23388456
HSF1,STIP1,Unknown,20692357;22669480
HSF1,TNF,Unknown,18689673
HSF1,UBB,Unknown,20692357
HSF2,HSPA4,Activation,12813038;8114740
HSF2,HSPA4,Unknown,1508207
HTATIP2,VEGFA,Repression,19349353
ID3,VEGFA,Unknown,16926250
IFI16,TP53,Unknown,22618232
IKBKB,NOS2,Repression,17478759
IKBKB,TP53,Unknown,24006445
ILF3,HLA-DRA,Repression,10079079
ILF3,HLA-DRA,Unknown,7651394
ILF3,HLA-DRB1,Unknown,7651394
ING1,CASP3,Activation,15662138
ING1,TP53,Activation,15662138;16325212
ING2,BCL2,Repression,15748897
ING4,BCL2,Repression,19895734;20707719
ING4,CASP3,Activation,19895734
ING4,NGF,Repression,22078444
ING4,PTGS2,Repression,18399550
ING4,TP53,Activation,19895734
IRF1,BCL2,Repression,10918594
IRF1,FASLG,Unknown,14563113
IRF1,IL10,Activation,12817009
IRF1,TP53,Unknown,19003964
IRF3,CCL2,Unknown,20483755
IRF3,TLR4,Unknown,22208359
IRF4,FCER2,Activation,11342629
IRF5,TNF,Unknown,20237317
IRF8,IL10,Unknown,20709027
IRF8,IL1B,Activation,17386941
IRF8,TLR4,Unknown,10734131
ISL1,GCG,Unknown,21824252
JUN,ABCB1,Activation,10369069
JUN,APP,Unknown,8015372
JUN,CCL2,Activation,18443042
JUN,CSF2,Unknown,15840658
JUN,EDN1,Unknown,12208352
JUN,FASLG,Unknown,14563113;19670268;9710625
JUN,GSTP1,Unknown,8206948
JUN,IL1A,Unknown,8688489
JUN,IL1B,Unknown,11306276
JUN,IL6,Activation,20225236
JUN,IL6,Unknown,10542237;11120852
JUN,NEFL,Activation,8180132
JUN,NGF,Unknown,2111020
JUN,NOS2,Activation,12788789
JUN,NOS2,Repression,9776360
JUN,NOS2,Unknown,14962367
JUN,NQO1,Unknown,11035254;8004128
JUN,PENK,Unknown,7935470
JUN,PTGS2,Activation,15772294;18294142;9620167
JUN,PTGS2,Unknown,11278336;12057991;16339564;17556653;20237399
JUN,PTN,Activation,16199533
JUN,SOD2,Unknown,15330761
JUN,TNF,Activation,10318823;10688670;10748079;10913190
JUN,TNF,Unknown,7896795;9566900
JUN,TP53,Repression,22859294
JUN,TP53,Unknown,10348347
JUN,VDR,Activation,15930183
JUN,VEGFA,Repression,11731421
JUNB,IL1B,Unknown,11306276
JUNB,NQO1,Unknown,11035254
JUNB,PTGS2,Activation,9620167
JUND,IL6,Activation,11337499
JUND,NOS2,Activation,12788789
JUND,NQO1,Unknown,11035254
JUND,PTGS2,Activation,9620167
KDM4B,ESR1,Unknown,23723241
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF11,INS,Activation,18593768
KLF11,INS,Unknown,15774581;18199129;21592955
KLF3,HBG1,Unknown,12621553
KLF4,HSPA8,Activation,18379898
KLF4,IL1B,Repression,22449968
KLF4,IL6,Activation,23846700
KLF4,SOD1,Repression,23370975
KLF4,TP53,Activation,21132436
KLF4,TP53,Repression,17308127
KLF4,TP53,Unknown,18511453
KLF4,VDR,Repression,22677193
KLF4,VEGFA,Unknown,23926105
KLF6,IGF1R,Unknown,15131018
KLF6,NOS2,Activation,12590140
KLF6,NOS2,Unknown,23831683
LEF1,ESR1,Unknown,18794125
LMO4,DLG4,Repression,18424056
LMO4,ESR1,Unknown,16288053
LMO4,MTA1,Unknown,16288053
LRRFIP1,TNF,Repression,16199883
MAFA,INS,Unknown,16461554;21830322
MAFG,NQO1,Unknown,11013233
MAFK,NQO1,Unknown,11013233
MAX,FASLG,Unknown,10734130
MAZ,HTR1A,Unknown,8626793
MBD1,ABCB1,Unknown,17667922
MBD1,IGF2,Unknown,19666599
MBD2,GSTP1,Repression,11960994;12543808;19856314
MBD2,GSTP1,Unknown,11406558
MDM4,TP53,Unknown,11528400;17499002;17875722;19910468
MECP2,ABCB1,Unknown,11865062
MECP2,ESR1,Repression,15870696
MECP2,ESR1,Unknown,21655924;23242655
MED1,VDR,Unknown,17229570
MEF2A,MAPK14,Activation,18073218
MEF2A,PPARGC1A,Unknown,18222924
MEF2C,VEGFA,Unknown,18450586
MITF,GPNMB,Activation,18983539
MITF,PPARGC1A,Activation,23416000
MSC,IL10,Activation,19561533
MSX2,BCL2,Repression,21730974
MSX2,SOD1,Activation,22824755
MTA1,ALOX15,Unknown,19198625
MTA1,ARNTL,Activation,24089055
MTA1,BCAS3,Activation,16617102
MTA1,BCL2L1,Activation,11948399
MTA1,BRCA1,Unknown,17922032
MTA1,CDH1,Repression,18719363;24424621
MTA1,CDKN2A,Activation,21555589
MTA1,EGFR,Activation,11948399
MTA1,EPHA2,Repression,22184117
MTA1,ESR1,Repression,24413532
MTA1,ESR1,Unknown,11146623
MTA1,HDAC1,Unknown,23791785
MTA1,ITGB3BP,Unknown,15254226
MTA1,MMP9,Unknown,12431981
MTA1,MNAT1,Unknown,12527756
MTA1,MTA3,Repression,18719363
MTA1,MYC,Unknown,12431981
MTA1,NOS2,Activation,20022949
MTA1,PTEN,Repression,22700976
MTA1,RNF144A,Repression,22184113
MTA1,SMAD7,Repression,22841502
MTA1,SNAI1,Activation,18719363
MTA1,SNAI2,Activation,18719363
MTA1,SUMO2,Activation,21965678
MTA1,TFF1,Unknown,12431981
MTF1,PRNP,Activation,18990686
MTF1,SNCB,Unknown,21386983
MTF1,SOD1,Activation,15378601
MXD1,PTEN,Repression,17998413
MYB,BCL2,Activation,11675351
MYB,BCL2,Repression,20659323
MYB,BCL2,Unknown,16088151
MYB,GSTM1,Activation,14576818
MYC,BCL2,Unknown,18809243
MYC,FASLG,Activation,12655294
MYC,FASLG,Unknown,10734130;14563113
MYC,FMR1,Unknown,9328468
MYC,HSPA4,Unknown,1562593
MYC,IL6,Unknown,19259613
MYC,MAPK1,Unknown,21933022
MYC,TFAM,Unknown,15988031
MYC,TP53,Activation,8494784
MYC,TP53,Unknown,19086036
MYC,VEGFA,Activation,19398483
MYC,VEGFA,Unknown,18809243
MYCN,ABCB1,Repression,7923112
MYCN,CTSD,Activation,18566016
MYCN,TP53,Activation,19885598;21862876
MYCN,TP53,Repression,21862876
NCOA3,BCL2,Activation,22213475
NCOA6,HSF1,Activation,14960326
NCOR1,ESR1,Repression,20101232
NCOR1,IGF1,Unknown,18193094
NCOR2,IGF1,Unknown,18193094
NEUROD1,INS,Unknown,10545951;16461554
NF1,TP53,Activation,10634504;8816507
NFAT5,CCL2,Repression,22619484
NFAT5,TNF,Unknown,11485737
NFATC1,CYP2E1,Activation,20723539
NFATC3,CTSD,Activation,16219765
NFE2L1,NQO1,Activation,11013233
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CFTR,Activation,20309604
NFE2L2,CFTR,Repression,20309604
NFE2L2,CXCL8,Activation,21925595
NFE2L2,GCLC,Repression,22459801
NFE2L2,GCLC,Unknown,16054171
NFE2L2,GSS,Unknown,15890065;22213475
NFE2L2,GSTA1,Activation,16551619
NFE2L2,GSTA1,Repression,22459801
NFE2L2,HBB,Unknown,15206576
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,KRT16,Activation,18629308
NFE2L2,MTHFR,Activation,16551619
NFE2L2,NQO1,Activation,11013233
NFE2L2,NQO1,Repression,22459801
NFE2L2,NQO1,Unknown,11035254
NFE2L2,SDHB,Unknown,9492280
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFE2L2,UGT2B7,Activation,18622263
NFIC,CCL2,Activation,16206198
NFIC,CYP17A1,Activation,14684846
NFIC,CYP17A1,Unknown,11463853
NFIC,GFAP,Unknown,19540848
NFIC,HGF,Unknown,10860846
NFIC,SMUG1,Activation,14642566
NFIL3,APP,Unknown,22947103
NFIL3,IL1B,Repression,8547328
NFIL3,PTGS2,Unknown,1620116
NFKB1,ABCB1,Activation,19763573
NFKB1,ABCB1,Repression,12527911
NFKB1,ABCB1,Unknown,18234965
NFKB1,ADORA2A,Unknown,17082635
NFKB1,AKT1,Repression,18031796
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,BST1,Unknown,9030974
NFKB1,CASP3,Unknown,20056115
NFKB1,CCL2,Activation,10530453;11512674;12488502;12647268;16206198;16764699;20200316;9388261
NFKB1,CCL2,Unknown,10744656;11006087;11949945;12218154;14631383;15950427;16040075;16818736;8617886
NFKB1,CRHR1,Activation,20233629
NFKB1,CRP,Activation,12667216;17704137
NFKB1,CRP,Unknown,17513780
NFKB1,CSF2,Unknown,18285351
NFKB1,CTSB,Activation,15102937;18598236
NFKB1,CYP2E1,Unknown,19928584
NFKB1,DRD2,Unknown,17317773;18354387
NFKB1,EDN1,Unknown,21334436
NFKB1,FASLG,Activation,12655294;16770006
