TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
STAT3,VEGFA,Activation,11960372;15735682;17169602;17533737;19284568;19880237;21278793;21418908
STAT3,VEGFA,Repression,17533737;19880237;22313388
STAT3,VEGFA,Unknown,12824281;16540670;16899623;17937859;18184402;18320073;19020709;20043094;21172343;21344490;21731766;25101566
TCF4,VEGFA,Activation,15940626
TCF4,VIM,Activation,12750294
TEAD4,VEGFA,Repression,22761647
TFAP2A,SOD2,Unknown,23500038
TFAP2A,VEGFA,Activation,9049304
TFAP2A,VEGFA,Unknown,11731421
TP53,VEGFA,Activation,16684540
TP53,VEGFA,Repression,11559575
TRAF6,VEGFA,Repression,22326918
TRIM16,VIM,Repression,22009481
UHRF1,VEGFA,Unknown,17934516
VHL,VEGFA,Activation,10804089;7533661;8625303
VHL,VEGFA,Repression,10581162;12539169;12912922;8855222;9370235
VHL,VEGFA,Unknown,10189987;19801654;9572397;9689663
WT1,VEGFA,Activation,20871039
WT1,VEGFA,Unknown,16572586;17127464
XBP1,SOD2,Unknown,17192397
XBP1,VEGFA,Unknown,20824063
ZEB2,VIM,Activation,22227038
ZFP36,VEGFA,Repression,21507959;21656745
ZFP36L1,VEGFA,Repression,19801654
ZNF148,VIM,Repression,12771217;17663720
ZNF148,VIM,Unknown,20230874
ZNF24,VEGFA,Repression,20510677;23212515
