TranscriptionFactor,TargetGene,ModeOfRegulation,PMID
ESR1,CXCL12,Unknown,18563714
ESR1,CYP19A1,Activation,12839940
ESR1,CYP1A1,Repression,15837795
ESR1,CYP1B1,Unknown,15126349
ESR1,CYP2C19,Repression,20675569
ESR1,DCT,Activation,15892717
ESR1,E2F1,Unknown,10446910;12697671
ESR1,EGFR,Unknown,12421825
ESR1,ESR1,Unknown,16636675
ESR1,ESRRA,Unknown,12960079
ESR1,F12,Activation,9794469
ESR1,FLT1,Unknown,17242190
ESR1,FOS,Unknown,10037443
ESR1,FOXP1,Activation,21901488
ESR1,GREB1,Activation,17666587
ESR1,GREB1,Unknown,21984905
ESR1,HSPB1,Activation,10960840
ESR1,HTRA2,Activation,21486948
ESR1,JAK2,Unknown,19876927
ESR1,JUN,Activation,11477071
ESR1,JUN,Unknown,10037443
ESR1,JUNB,Activation,11477071
ESR1,KDR,Activation,16574784
ESR1,KRT19,Activation,11026574
ESR1,MDM2,Unknown,12897156
ESR1,MICB,Unknown,23527639
ESR1,MMP13,Unknown,19185056
ESR1,MTA3,Unknown,15169784
ESR1,MYC,Unknown,11517191;19569049;22892083
ESR1,NQO1,Repression,20623181
ESR1,NR5A2,Unknown,16091743
ESR1,NRF1,Activation,21486948
ESR1,OXT,Unknown,10411324
ESR1,PELP1,Unknown,15087130
ESR1,PGR,Activation,10894148;12554765
ESR1,PGR,Unknown,10835496
ESR1,PLAC1,Activation,19652226
ESR1,PLAC1,Unknown,24304549
ESR1,PMAIP1,Activation,22216287
ESR1,PTMA,Repression,12149645
ESR1,RARA,Activation,9626663
ESR1,RET,Unknown,21737465;21947652
ESR1,RUNX2,Unknown,11604227
ESR1,SERPINB9,Unknown,11682627
ESR1,SERPINE1,Activation,15217907
ESR1,SP1,Unknown,19652226
ESR1,TAC3,Activation,14592957
ESR1,TERT,Activation,10805720;16690106;18754863
ESR1,TFF1,Activation,11517191;18543253
ESR1,TFF1,Unknown,10037443;21984905
ESR1,TGFA,Activation,11517191
ESR1,TGFA,Unknown,10828826
ESR1,TP53,Repression,17681750
ESR1,TYMS,Unknown,10875244
ESR1,UGT1A4,Activation,19546240
ESR1,UGT2B15,Activation,19487245
ESR1,VEGFA,Activation,19398483
ESR1,VEGFA,Unknown,10995484;14647449
ESR1,YWHAQ,Unknown,22329840
ESR1,ZEB1,Activation,22391641
ESR1,ZFHX3,Activation,21367855
ESR2,CHAT,Unknown,10037443
ESR2,CRH,Repression,12161509
ESR2,INSR,Repression,22099628
ESR2,VEGFA,Unknown,10995484
ETS1,BAX,Repression,17213822
ETS1,CR1,Unknown,10533284
ETS1,HMOX1,Unknown,10022513
ETS1,PLAU,Unknown,10211993;11556732
ETS1,SQSTM1,Unknown,9762895
ETS2,APP,Unknown,12890557
ETV4,PTGS2,Activation,11274170
ETV4,TNF,Unknown,7896795
EZH2,ADAMTS1,Repression,22514714
FLI1,HMOX1,Unknown,10022513
FLI1,MIR708,Repression,22723308
FOS,CASP9,Activation,20188076
FOS,CLU,Repression,10406964
FOS,NGF,Unknown,2111020
FOS,NOS2,Activation,12788789
FOS,NOS2,Repression,9776360
FOS,NPY,Unknown,8036020
FOS,PLAU,Unknown,11774399
FOS,PTGS2,Activation,9620167
FOS,PTGS2,Unknown,11278336;12057991;17556653
FOSL1,CLU,Unknown,10406964
FOSL2,CLU,Unknown,10406964
FOSL2,NOS2,Activation,12788789
FOXA1,ABCA1,Repression,24807696
FOXA1,BCL2,Repression,19127412
FOXA1,ESR1,Unknown,20501593;24290378
FOXA2,ABCA1,Repression,24807696
FOXM1,APOE,Unknown,11229886
FOXM1,VEGFA,Unknown,21860419
FOXO1,IL6,Activation,21185807
FOXO3,VEGFA,Unknown,21860419
FOXO4,SOD2,Activation,21536589
FOXQ1,VEGFA,Activation,20145154
GATA1,BACE1,Unknown,12815710
GATA1,DPYSL2,Unknown,15207709
GATA2,DPYSL2,Unknown,15207709
GATA2,NOS3,Activation,10713142
GATA2,PPARG,Repression,19772889
GATA3,ESR1,Unknown,17616709
GATA4,NOS3,Activation,14555463
GATA6,CAV1,Repression,21514437
GATA6,PLAU,Repression,15231498
GBX2,IL6,Activation,10690529
GFI1,BAX,Repression,17213822
GLI1,BCL2,Activation,19074837;21135115
GLI1,BCL2,Repression,14555646
GLI1,BCL2,Unknown,15520176;24739390
GLI2,BCL2,Activation,16880536;21135115
GLIS3,INS,Unknown,23856252
HDAC1,ESR1,Repression,18316616;20101232;23242655
HDAC1,ESR1,Unknown,21655924
HDAC1,NOS3,Unknown,22848708
HDAC1,PTGS2,Activation,17395887
HDAC1,RELN,Repression,19029285
HDAC11,TNF,Repression,21239696
HDAC2,IGF1,Unknown,18193094
HDAC2,VEGFA,Unknown,23926105
HDAC3,TNF,Unknown,15356147
HDAC3,VEGFA,Unknown,23926105
HDAC4,PTGS2,Activation,18820298
HDAC4,SLC2A4,Unknown,23899560
HDAC4,VEGFA,Repression,19509297
HDAC5,IGF2,Unknown,19666599
HDAC5,SLC2A4,Repression,22991226
HDAC5,SLC2A4,Unknown,23899560
HDAC7,ESR1,Repression,21078666
HDAC9,APP,Unknown,20145244
HDAC9,ESR1,Repression,19185986
HDGF,VEGFA,Activation,14662017;21302807
HES1,MAP2,Repression,19880519
HEXIM1,VEGFA,Unknown,20453883
HIC1,VEGFA,Repression,24067369
HIF1A,ACE,Activation,19592460
HIF1A,BAX,Activation,15706354
HIF1A,ENO1,Activation,8955077
HIF1A,GAPDH,Unknown,11955624
HIF1A,LEP,Activation,18559540
HIF1A,LEP,Unknown,19080496
HIF1A,PLAU,Unknown,14567996
HIF1A,VEGFA,Activation,11749701;12542982;12820439;15315159;15735682;15890092;16052307;16515634;16540671;16854277;16900513;17461470;17557905;17889387;18027712;18060642;18572865;19759417;22789427
HIF1A,VEGFA,Repression,12509854;14712484;15930297;16596228;18471962
HIF1A,VEGFA,Unknown,11486006;15156561;16543242;16774940;17486380;18835464;19238077;19502554;21731766;23060442
HIPK2,VEGFA,Repression,18644116;19046997
HMGA1,IL1B,Unknown,15901130
HMGA1,INSR,Activation,16707431
HMGA1,INSR,Repression,17434141
HMGA1,PTGS2,Activation,22898640
HMGB2,TNF,Activation,18218727
HNF1A,VEGFA,Unknown,21731766
HNF4A,CYP2D6,Activation,11752221
HNF4G,CYP2D6,Activation,11752221
HOXA1,BCL2,Activation,12482855;15665309
HOXB7,VEGFA,Activation,21183939
HOXC11,S100B,Unknown,20145129
HOXC6,MME,Repression,15637592
HOXD3,PLAU,Unknown,14610084
HSF1,ABCB1,Unknown,10816597
HSF1,ATG7,Activation,23386620
HSF1,BAG3,Repression,19006120
HSF1,BAG3,Unknown,20692357
HSF1,CDKN1A,Repression,20622894
HSF1,CRYGA,Unknown,19250318
HSF1,CRYGB,Unknown,19250318
HSF1,FKBP4,Unknown,20692357
HSF1,FUT4,Unknown,23959823
HSF1,GUCA2B,Repression,22129966
HSF1,HLA-G,Unknown,11005379
HSF1,HOPX,Unknown,22669480
HSF1,HSD17B6,Repression,16278218
HSF1,HSP90B2P,Unknown,17897941
HSF1,HSPA1A,Unknown,17897941;20692357;23212905;23874968
HSF1,HSPA1B,Unknown,20692357
HSF1,HSPA4,Activation,12813038;23349863;8114740;8455624
HSF1,HSPA4,Unknown,1508207;15777846;16554822;22940245;23264262
HSF1,IL1B,Repression,10328874
HSF1,JUN,Unknown,24127737
HSF1,LDHA,Activation,19668225
HSF1,MAP3K14,Unknown,19381566
HSF1,MICA,Activation,19139882
HSF1,MICB,Activation,19139882
HSF1,NAT1,Activation,20176657
HSF1,NFKB1,Unknown,18689673
HSF1,POLK,Activation,22227292
HSF1,RELA,Unknown,18689673
HSF1,SERPINE1,Activation,17259369;19401454
HSF1,SESN3,Unknown,23388456
HSF1,STIP1,Unknown,20692357;22669480
HSF1,TNF,Unknown,18689673
HSF1,UBB,Unknown,20692357
HTATIP2,VEGFA,Repression,19349353
ID3,VEGFA,Unknown,16926250
IKBKB,CD44,Repression,18600306
IKBKB,CXCL8,Unknown,12296854
IKBKB,MMP9,Repression,18600306
IKBKB,NOS2,Repression,17478759
IKBKB,TP53,Unknown,24006445
IKBKB,VCAM1,Repression,18600306
ILF3,PLAU,Activation,22986534
ING1,BAX,Activation,15662138;16325212
ING1,CASP3,Activation,15662138
ING2,BCL2,Repression,15748897
ING4,BAX,Activation,20707719
ING4,BCL2,Repression,19895734;20707719
ING4,CASP3,Activation,19895734
ING4,NGF,Repression,22078444
ING4,PTGS2,Repression,18399550
IRF1,BCL2,Repression,10918594
IRF5,TNF,Unknown,20237317
IRF8,IL1B,Activation,17386941
JUN,APP,Unknown,8015372
JUN,IL1B,Unknown,11306276
JUN,IL6,Activation,20225236
JUN,IL6,Unknown,10542237;11120852
JUN,NGF,Unknown,2111020
JUN,NOS2,Activation,12788789
JUN,NOS2,Repression,9776360
JUN,NOS2,Unknown,14962367
JUN,NOS3,Unknown,11382920
JUN,NPY,Unknown,8036020
JUN,PLAU,Unknown,10454570;11774399
JUN,PTGS2,Activation,15772294;18294142;9620167
JUN,PTGS2,Unknown,11278336;12057991;16339564;17556653;20237399
JUN,SOD2,Unknown,15330761
JUN,TNF,Activation,10318823;10688670;10748079;10913190
JUN,TNF,Unknown,7896795;9566900
JUN,VEGFA,Repression,11731421
JUNB,CLU,Unknown,10406964
JUNB,IL1B,Unknown,11306276
JUNB,PTGS2,Activation,9620167
JUND,CLU,Unknown,10406964
JUND,IL6,Activation,11337499
JUND,NOS2,Activation,12788789
JUND,PTGS2,Activation,9620167
KDM4B,ESR1,Unknown,23723241
KHDRBS1,IGF2,Activation,12849008
KHDRBS1,LEP,Activation,21672929
KLF10,PTGS1,Activation,23178857
KLF11,INS,Activation,18593768
KLF11,INS,Unknown,15774581;18199129;21592955
KLF2,CCR5,Activation,22988032
KLF2,NOS3,Activation,22987017
KLF2,PPARG,Repression,20693579
KLF4,IL1B,Repression,22449968
KLF4,IL6,Activation,23846700
KLF4,SOD1,Repression,23370975
KLF4,VEGFA,Unknown,23926105
KLF6,IGF1R,Unknown,15131018
KLF6,NOS2,Activation,12590140
KLF6,NOS2,Unknown,23831683
LEF1,CTNNB1,Unknown,11326276
LEF1,ESR1,Unknown,18794125
LMO4,ESR1,Unknown,16288053
LMX1B,CD2AP,Unknown,11956244
LRRFIP1,TNF,Repression,16199883
MAFA,INS,Unknown,16461554;21830322
MBD1,IGF2,Unknown,19666599
MECP2,ESR1,Repression,15870696
MECP2,ESR1,Unknown,21655924;23242655
MECP2,RELN,Repression,19029285
MEF2A,MAPK14,Activation,18073218
MEF2A,PPARGC1A,Unknown,18222924
MEF2A,SLC2A4,Activation,14630949;18198354
MEF2A,SLC2A4,Unknown,15294043
MEF2C,VEGFA,Unknown,18450586
MEN1,CASP8,Activation,17766243
MITF,PPARGC1A,Activation,23416000
MITF,SERPINF1,Activation,22115973
MLLT10,BAX,Repression,15851483
MLLT3,BAX,Repression,15851483
MSX2,BCL2,Repression,21730974
MSX2,SOD1,Activation,22824755
MTA1,ESR1,Repression,24413532
MTA1,ESR1,Unknown,11146623
MTA1,NOS2,Activation,20022949
MTF1,PRNP,Activation,18990686
MTF1,SOD1,Activation,15378601
MYB,BCL2,Activation,11675351
MYB,BCL2,Repression,20659323
MYB,BCL2,Unknown,16088151
MYC,BCL2,Unknown,18809243
MYC,CD33,Repression,19259613
MYC,IL6,Unknown,19259613
MYC,MME,Activation,11519042
MYC,TFAM,Unknown,15988031
MYC,VEGFA,Activation,19398483
MYC,VEGFA,Unknown,18809243
MYCN,BAX,Activation,19885598
MYCN,CLU,Repression,23362253
MYCN,NGFR,Repression,21123453
NCOA3,BCL2,Activation,22213475
NCOA6,HSF1,Activation,14960326
NCOR1,ESR1,Repression,20101232
NCOR1,IGF1,Unknown,18193094
NCOR1,PPARG,Repression,20462215
NCOR2,IGF1,Unknown,18193094
NELFCD,CTNNB1,Repression,20735431
NEUROD1,INS,Unknown,10545951;16461554
NFAT5,TNF,Unknown,11485737
NFE2L2,BRCA1,Activation,23353771
NFE2L2,CAT,Activation,22493435
NFE2L2,CFTR,Activation,20309604
NFE2L2,CFTR,Repression,20309604
NFE2L2,CXCL8,Activation,21925595
NFE2L2,GCLC,Repression,22459801
NFE2L2,GCLC,Unknown,16054171
NFE2L2,GSS,Unknown,15890065;22213475
NFE2L2,GSTA1,Activation,16551619
NFE2L2,GSTA1,Repression,22459801
NFE2L2,HBB,Unknown,15206576
NFE2L2,HMOX1,Activation,16551619;21982894;22484158
NFE2L2,HMOX1,Repression,22459801
NFE2L2,HMOX1,Unknown,17942419;24035498
NFE2L2,KRT16,Activation,18629308
NFE2L2,MTHFR,Activation,16551619
NFE2L2,NQO1,Activation,11013233
NFE2L2,NQO1,Repression,22459801
NFE2L2,NQO1,Unknown,11035254
NFE2L2,SDHB,Unknown,9492280
NFE2L2,SOD1,Activation,22493435
NFE2L2,SOD2,Activation,22493435
NFE2L2,UGT2B7,Activation,18622263
NFIL3,APP,Unknown,22947103
NFIL3,IL1B,Repression,8547328
NFIL3,PTGS2,Unknown,1620116
NFKB1,A2M,Unknown,11466367
NFKB1,ABCA1,Repression,17135302
NFKB1,AGER,Activation,18622638;19616578
NFKB1,BACE1,Repression,17385716
NFKB1,BAX,Repression,18158998
NFKB1,BAX,Unknown,20056115
NFKB1,BCL2,Activation,14978135;18158998;19259124;20446017;21503108
NFKB1,BCL2,Repression,12032828;15120608;18031796;18566231
NFKB1,BCL2,Unknown,14739605;16022909;16453001;17673602;18761399;19233129;20103608;20332461
NFKB1,CASP3,Unknown,20056115
NFKB1,CASP9,Unknown,20056115
NFKB1,CCR5,Unknown,12745546;19469019;9840284
NFKB1,GSK3B,Unknown,11579131
NFKB1,HMOX1,Unknown,8016102
NFKB1,IL1B,Activation,12686724;14960579;8413223;8679226;9878621
NFKB1,IL1B,Unknown,10080875;10963848;16433741;17707233;18285351;20336759;9058643
NFKB1,IL6,Activation,10329846;10903137;11327783;11504280;12058956;12887736;14532843;15756023;16984731;17040605;17196927;18057724;18061164;18243142;18942706;18996370;19124729;19164127;20066113;22547075;7876168;8679226;8725624
NFKB1,IL6,Repression,15517885
NFKB1,IL6,Unknown,10823821;10963848;11120852;11975924;15158360;16112536;17490702;17532054;19469019;19707556;2405250;8752656;9516466
NFKB1,NOS2,Activation,15350552;17081374;17720813;18057724
NFKB1,NOS2,Unknown,11438703;15170030;16283237;16318585;19766095
NFKB1,NOS3,Activation,17081374;17644577
NFKB1,PLAU,Activation,11689575;17407600;20352621
NFKB1,PTGS2,Activation,10827178;12471036;15368354;15387324;15547942;15555528;15997464;16624933;16820889;18057724;18294142;19618291;22001128
NFKB1,PTGS2,Repression,12622742;15517885
NFKB1,PTGS2,Unknown,12067569;12349897;12871860;14988266;15655349;16210649;17556653;17673602;17767925;18973191;19766095;20103608;20669087
NFKB1,SOD2,Activation,11880364;14515147;19507253
NFKB1,SOD2,Unknown,15330761;18779124
NFKB1,SQSTM1,Unknown,9762895
NFKB1,TF,Activation,12744731
NFKB1,TF,Unknown,22119392
NFKB1,TNF,Activation,10079106;10748079;11749970;12058956;12686724;15013838;16707469;16916598;17407192;18057724;20066113;7876168;8219230;8679226
NFKB1,TNF,Unknown,10551799;10837498;10963848;11297551;14960579;15812247;16040075;16433741;17442180;17707233;18285351;20237317;9916895
NFKB1,VEGFA,Activation,15856023;16684540;17407600;18056465
NFKB1,VEGFA,Repression,15517885
NFKB1,VEGFA,Unknown,12160329;17673602;18184402;20103608;20538607
NFKBIA,IL1B,Repression,15228586
NFKBIA,NOS2,Repression,17478759
NKX2-5,CTNNB1,Unknown,19479054
NKX3-1,ESR1,Unknown,18794125
NKX3-1,IGF1R,Repression,22179513
NKX3-1,VEGFA,Unknown,18974119
NR0B2,PTGS2,Activation,21613300
NR1H2,ABCA1,Activation,16141411
NR1H3,ABCA1,Activation,11264984;16141411;18580406;19201410
NR1H3,ABCA1,Unknown,15171719
NR1H4,INS,Activation,20060466
NR1H4,VEGFA,Activation,21364590
NR1I2,BCL2,Activation,16085054
NR2E3,ESR1,Unknown,22174013
NR3C1,BAX,Activation,17496926
NR3C2,CCR5,Activation,11751947
NR4A1,TNF,Repression,19213954
NR4A2,CRH,Unknown,11315917
NR4A3,PPARG,Repression,18855877
NRF1,IDE,Activation,22870279
OTX2,IGF1,Activation,21047732
OTX2,IL6,Activation,21047732
PARP1,BCL2,Repression,20564216
PARP1,HFE,Unknown,24184271
PARP1,SERPINF1,Repression,18312852
PAWR,BCL2,Repression,11912153;9989812
PAX2,ADAM10,Unknown,21876729;21880579
PAX3,DPYSL2,Unknown,17229153
PAX4,INS,Repression,17426099
PAX4,INS,Unknown,10601637
PAX5,BAX,Activation,22105368
PAX5,BCL2,Repression,22105368
PDX1,INS,Activation,7568086
PDX1,INS,Unknown,10426567;10567373;10585868;20886630
PER1,BAX,Repression,19675098
PER1,BCL2,Activation,19675098
PGR,BCL2,Activation,17785366
PGR,BCL2,Unknown,9306964
PGR,ESR1,Activation,16982776
PGR,PTGS2,Repression,18483177
PGR,VEGFA,Unknown,22542550
PHF10,CASP3,Unknown,20530714
PIAS3,ESR1,Unknown,22174013
PKNOX1,SYP,Activation,20864515
PLAG1,IGF2,Activation,10646861;11284386;11888928;14695992;14712223
PLAG1,IGF2,Unknown,23023303
PLAGL2,IGF2,Activation,11888928
PML,BAX,Activation,16007146
PML,CASP3,Activation,16253165
POU2F1,PLAU,Unknown,10951201
PPARA,HMOX1,Unknown,17413033
PPARA,IL6,Unknown,15001458
PPARA,PTGS2,Activation,11412039
PPARA,SOD2,Unknown,19958503
PPARD,SOD1,Activation,18048767
PPARG,ABCG2,Activation,16785230
PPARG,ACAT1,Activation,19049899
PPARG,ADIPOQ,Activation,20484463
PPARG,ADIPOQ,Unknown,18373719;19833717
PPARG,AGER,Repression,18855759
PPARG,ANGPTL4,Activation,15190076
PPARG,ANGPTL4,Unknown,14570927
PPARG,APOB,Repression,16542871
PPARG,APOBR,Repression,12700342
PPARG,ATP2A2,Unknown,22240811
PPARG,BAD,Activation,14960510
PPARG,BCL2,Activation,15067355
PPARG,BCL2,Repression,14960510
PPARG,BCL2L1,Repression,14960510
PPARG,BRS3,Activation,17355223
PPARG,CAT,Unknown,20075562
PPARG,CAV1,Unknown,17764562
PPARG,CCND1,Repression,15041706;15193259;15486348
PPARG,CCNE1,Repression,14960510
PPARG,CD36,Activation,11795270
PPARG,CD36,Unknown,15104237;17322100
PPARG,CD83,Activation,15356156
PPARG,CDKN1A,Activation,15041706
PPARG,CEBPA,Unknown,15867211
PPARG,CFLAR,Repression,17172826
PPARG,CIITA,Activation,19358337
PPARG,CIITA,Repression,11861426;17611194
PPARG,CLDN2,Unknown,16688762
PPARG,CPT1B,Activation,15356291
PPARG,CSF1,Repression,18566389
PPARG,DBI,Unknown,12015306
PPARG,DEFB103A,Unknown,20970965
PPARG,EGFR,Repression,15486348
PPARG,ERO1A,Activation,18177270
PPARG,ERP44,Activation,20484463
PPARG,ERP44,Repression,20484463
PPARG,FABP4,Activation,11574398
PPARG,FABP4,Unknown,17322100;21047783
PPARG,FASLG,Activation,18293083
PPARG,FGF1,Unknown,22522926
PPARG,GDF15,Unknown,14662774
PPARG,GK,Activation,14749268
PPARG,HMOX1,Unknown,17413033
PPARG,ICAM1,Repression,17425601
PPARG,JAG1,Unknown,20436223
PPARG,KLF4,Unknown,23275339
PPARG,LIPE,Activation,16269451
